발생년,발생년월일시,주야,요일,사망자수,부상자수,중상자수,경상자수,부상신고자수,발생지시도,발생지시군구,사고유형_대분류,사고유형_중분류,사고유형,가해자법규위반,도로형태_대분류,도로형태,가해자_당사자종별,피해자_당사자종별,발생위치X_UTMK,발생위치Y_UTMK,경도,위도
2020,2020-07-18 04,야,토,1,0,0,0,0,강원,동해시,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,교차로,교차로내,화물차,보행자,1142185.2,1951307.3,129.1096326,37.55014796
2020,2020-07-18 15,주,토,1,0,0,0,0,제주,서귀포시,차대사람,횡단중,횡단중,보행자 보호의무 위반,교차로,교차로횡단보도내,화물차,보행자,900274,1473846,126.4294301,33.25133138
2020,2020-07-18 17,주,토,1,2,1,0,1,부산,북구,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,없음,1139425,1691838,129.0318215,35.21222296
2020,2020-07-19 00,야,일,1,1,1,0,0,경기,남양주시,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,없음,971020,1957501,127.1716248,37.61649137
2020,2020-07-19 02,야,일,1,0,0,0,0,충남,서천군,차량단독,도로이탈,도로이탈 추락,안전운전 의무 불이행,단일로,기타단일로,화물차,없음,928315,1786733,126.7038824,36.07488863
2020,2020-07-19 12,주,일,1,0,0,0,0,충북,영동군,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,기타단일로,건설기계,보행자,1026185,1797310,127.7911676,36.17253831
2020,2020-07-19 13,주,일,2,0,0,0,0,충북,청주시,차량단독,도로이탈,도로이탈 추락,안전운전 의무 불이행,단일로,기타단일로,원동기장치자전거,없음,999456,1830285,127.4939279,36.47017696
2020,2020-07-19 19,야,일,1,0,0,0,0,서울,양천구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,교량위,승용차,보행자,945041.3,1946611.5,126.8780863,37.51715772
2020,2020-07-19 21,야,일,1,0,0,0,0,경북,울진군,차량단독,도로이탈,도로이탈 추락,안전운전 의무 불이행,단일로,기타단일로,승용차,없음,1164833,1887946,129.3518712,36.97553587
2020,2020-07-20 06,주,월,1,0,0,0,0,서울,성동구,차대차,추돌,추돌,안전운전 의무 불이행,교차로,교차로내,승합차,불명,956733,1949178,127.0102335,37.54091286
2020,2020-07-20 09,주,월,1,0,0,0,0,충남,예산군,차대차,측면충돌,측면충돌,기타,교차로,교차로내,이륜차,승용차,941996,1858617,126.8504401,36.72381883
2020,2020-07-20 09,주,월,1,0,0,0,0,경기,의정부시,차대사람,기타,기타,안전운전 의무 불이행,교차로,교차로부근,승합차,보행자,960316,1971508,127.049577,37.74233822
2020,2020-07-20 11,주,월,1,0,0,0,0,충남,천안시,차대차,측면충돌,측면충돌,안전운전 의무 불이행,교차로,교차로내,승용차,이륜차,964675,1880915,127.1033684,36.9259387
2020,2020-07-20 12,주,월,1,0,0,0,0,경남,창원시(통합),차대사람,기타,기타,과속,기타,기타,승용차,보행자,1104595,1696242,128.6497947,35.25616302
2020,2020-07-20 15,주,월,1,2,0,2,0,충북,충주시,차대차,기타,기타,중앙선 침범,단일로,기타단일로,승용차,화물차,1021119,1903694,127.7377665,37.13170113
2020,2020-07-20 15,주,월,1,0,0,0,0,광주,북구,차대차,측면충돌,측면충돌,교차로 통행방법 위반,교차로,교차로내,승용차,이륜차,945702,1686434,126.9037195,35.17171851
2020,2020-07-20 19,야,월,1,0,0,0,0,서울,은평구,차대차,측면충돌,측면충돌,안전운전 의무 불이행,교차로,교차로부근,자전거,승용차,949037.7,1955814.1,126.9226678,37.6003313
2020,2020-07-21 00,야,화,3,0,0,0,0,전남,신안군,차량단독,도로이탈,도로이탈 추락,안전운전 의무 불이행,단일로,기타단일로,승용차,없음,883147,1676910,126.2182219,35.08053126
2020,2020-07-21 07,주,화,1,0,0,0,0,전북,김제시,차대사람,횡단중,횡단중,과속,단일로,기타단일로,승용차,보행자,949599,1768182.6,126.9414258,35.90898401
2020,2020-07-21 10,주,화,1,0,0,0,0,충남,아산시,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,건설기계,보행자,951403,1856353,126.9559239,36.70393836
2020,2020-07-21 14,주,화,1,0,0,0,0,경기,오산시,차대차,측면충돌,측면충돌,안전운전 의무 불이행,단일로,기타단일로,자전거,승합차,958843,1910246,127.0362818,37.19009301
2020,2020-07-21 14,주,화,1,0,0,0,0,경기,화성시,차대차,기타,기타,신호위반,교차로,교차로부근,이륜차,화물차,959549,1913038,127.0440848,37.2152905
2020,2020-07-21 16,주,화,1,2,1,0,1,경남,창원시(통합),차대차,기타,기타,중앙선 침범,교차로,교차로내,화물차,승용차,1116708,1682392,128.780961,35.12996843
2020,2020-07-21 20,야,화,1,0,0,0,0,충남,서산시,차대사람,횡단중,횡단중,신호위반,교차로,교차로부근,승용차,보행자,907325,1864348,126.4615268,36.77272243
2020,2020-07-22 12,주,수,1,0,0,0,0,경기,평택시,차량단독,도로이탈,도로이탈 추락,안전운전 의무 불이행,단일로,기타단일로,화물차,없음,941053,1889479,126.8374832,37.00195192
2020,2020-07-22 12,주,수,1,1,0,1,0,대구,북구,차량단독,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승합차,없음,1097807,1767999,128.5838695,35.90373616
2020,2020-07-22 13,주,수,1,0,0,0,0,경남,창원시(통합),차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,화물차,없음,1096042,1686213,128.5546178,35.16660245
2020,2020-07-22 18,야,수,1,0,0,0,0,제주,제주시,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,교차로,교차로내,승용차,보행자,914235,1503071,126.5765024,33.51610121
2020,2020-07-22 19,야,수,1,0,0,0,0,경북,김천시,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,교량위,승용차,없음,1050611,1793850,128.062544,36.1403769
2020,2020-07-22 20,야,수,1,1,1,0,0,대구,동구,차대차,측면충돌,측면충돌,과속,단일로,기타단일로,승용차,승용차,1102270,1770029,128.6335797,35.92157867
2020,2020-07-22 20,야,수,1,0,0,0,0,대전,서구,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로부근,화물차,보행자,985269,1805938,127.3360338,36.25056679
2020,2020-07-22 22,야,수,1,0,0,0,0,인천,부평구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,932355,1943364,126.7348373,37.48704537
2020,2020-07-22 22,야,수,2,3,2,1,0,인천,남동구,차대차,추돌,추돌,과속,단일로,교량위,승용차,승용차,930833,1931674,126.7187187,37.38157151
2020,2020-07-22 23,야,수,1,0,0,0,0,충북,제천시,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,교차로,교차로내,승용차,보행자,1063422,1904287,128.214059,37.1351343
2020,2020-07-23 05,야,목,1,0,0,0,0,부산,수영구,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,교차로,교차로횡단보도내,승용차,보행자,1146689,1684763,129.110343,35.14741585
2020,2020-07-23 09,주,목,1,0,0,0,0,경기,포천시,차대차,기타,기타,신호위반,교차로,교차로내,화물차,화물차,974638,1987157,127.2115846,37.88389288
2020,2020-07-23 12,주,목,2,0,0,0,0,충남,공주시,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,없음,957705,1839869,127.027385,36.55564184
2020,2020-07-23 17,주,목,1,4,0,2,2,강원,영월군,차대차,측면충돌,측면충돌,중앙선 침범,단일로,기타단일로,승용차,건설기계,1081756,1914167,128.4215384,37.2227596
2020,2020-07-23 18,야,목,1,0,0,0,0,전남,광양시,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,없음,1013849,1659519,127.6516387,34.93038911
2020,2020-07-23 22,야,목,1,0,0,0,0,전북,군산시,차대사람,차도통행중,차도통행중,과속,단일로,지하차도(도로)내,승용차,보행자,930678.8,1775686.1,126.7311004,35.97547131
2020,2020-07-23 23,야,목,1,1,1,0,0,서울,용산구,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,없음,957122,1947389.8,127.0147412,37.52481347
2020,2020-07-24 03,야,금,1,1,0,1,0,충북,청주시,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내,승용차,승용차,998047,1851256,127.4781474,36.65923058
2020,2020-07-24 04,야,금,1,0,0,0,0,경남,진주시,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,없음,1053690,1684183,128.0894576,35.15145454
2020,2020-07-24 08,주,금,1,0,0,0,0,대구,수성구,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로내,승용차,보행자,1108970,1759917,128.7064465,35.82970376
2020,2020-07-24 10,주,금,1,0,0,0,0,울산,중구,차대차,기타,기타,신호위반,교차로,교차로내,자전거,화물차,1167301,1733196,129.3464381,35.58068736
2020,2020-07-24 10,주,금,1,0,0,0,0,경기,남양주시,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,971882,1968836,127.180955,37.71868357
2020,2020-07-24 14,주,금,1,0,0,0,0,경북,문경시,차량단독,전도,전도,안전운전 의무 불이행,단일로,기타단일로,이륜차,없음,1063388,1846589,128.2088536,36.61505127
2020,2020-07-24 15,주,금,1,0,0,0,0,울산,북구,차량단독,공작물충돌,공작물충돌,과속,단일로,기타단일로,승용차,없음,1175661,1740538,129.4402558,35.64540024
2020,2020-07-24 21,야,금,1,1,1,0,0,부산,사하구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,이륜차,보행자,1134353,1677162,128.9737263,35.08062232
2020,2020-07-25 02,야,토,1,0,0,0,0,전남,순천시,차대차,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,1002595.5,1661223.5,127.5284246,34.9458508
2020,2020-07-25 07,주,토,1,0,0,0,0,전남,여수시,차대사람,횡단중,횡단중,보행자 보호의무 위반,교차로,교차로내,화물차,보행자,1018415,1641386,127.7012352,34.76680009
2020,2020-07-25 09,주,토,1,0,0,0,0,광주,북구,차대차,기타,기타,안전거리 미확보,단일로,기타단일로,승용차,이륜차,942526,1688071,126.8687295,35.18630202
2020,2020-07-25 10,주,토,1,0,0,0,0,충남,당진시,차대차,기타,기타,교차로 통행방법 위반,교차로,교차로내,이륜차,승용차,934143,1867650,126.7617241,36.80473026
2020,2020-07-25 21,야,토,1,1,1,0,0,대구,중구,차대사람,차도통행중,차도통행중,신호위반,단일로,기타단일로,이륜차,보행자,1098555,1763040,128.5915437,35.85895826
2020,2020-07-25 22,야,토,1,0,0,0,0,경북,구미시,차대사람,기타,기타,안전운전 의무 불이행,교차로,교차로부근,화물차,보행자,1075282,1793027,128.3366628,36.13135596
2020,2020-07-26 00,야,일,1,0,0,0,0,전북,부안군,차량단독,도로이탈,도로이탈 추락,안전운전 의무 불이행,단일로,기타단일로,화물차,없음,908434,1738315,126.4886754,35.63674287
2020,2020-07-26 04,야,일,1,0,0,0,0,충남,보령시,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,교차로,교차로부근,이륜차,없음,919530,1815658,126.603359,36.33494626
2020,2020-07-26 09,주,일,1,0,0,0,0,경기,평택시,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내,승용차,이륜차,949498,1887140,126.9325502,36.98136
2020,2020-07-26 16,주,일,1,1,1,0,0,전남,광양시,차대차,측면충돌,측면충돌,안전운전 의무 불이행,단일로,기타단일로,화물차,이륜차,1009957,1660937,127.6090405,34.94322167
2020,2020-07-26 20,야,일,1,1,1,0,0,전북,김제시,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,없음,944974.6,1759940.2,126.8907471,35.83442429
2020,2020-07-26 23,야,일,1,9,6,2,1,경기,여주시,차대차,측면충돌,측면충돌,과속,단일로,지하차도(도로)내,승용차,승용차,1004664,1915697,127.5525844,37.2401247
2020,2020-07-27 07,주,월,1,0,0,0,0,경북,칠곡군,차대사람,횡단중,횡단중,보행자 보호의무 위반,교차로,교차로횡단보도내,승용차,보행자,1081239,1777420,128.4012541,35.99018233
2020,2020-07-27 17,주,월,1,0,0,0,0,충남,홍성군,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,928880,1834487,126.7058057,36.50541538
2020,2020-07-27 17,주,월,1,0,0,0,0,대전,유성구,차대사람,횡단중,횡단중,보행자 보호의무 위반,교차로,교차로횡단보도내,승용차,보행자,982493,1818151,127.304861,36.36062591
2020,2020-07-27 20,야,월,3,1,1,0,0,전북,익산시,차량단독,기타,기타,과속,단일로,기타단일로,승용차,없음,964317,1783483,127.1038465,36.04757671
2020,2020-07-28 09,주,화,1,0,0,0,0,충남,부여군,차대차,측면충돌,측면충돌,신호위반,교차로,교차로부근,승용차,승용차,943771,1809734,126.873875,36.28326297
2020,2020-07-28 11,주,화,1,0,0,0,0,경남,함안군,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,화물차,없음,1083421,1696826,128.4171218,35.26341607
2020,2020-07-28 13,주,화,1,0,0,0,0,인천,미추홀구,차대차,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,이륜차,927815,1940217,126.6837964,37.45833837
2020,2020-07-28 17,주,화,1,0,0,0,0,경북,구미시,차량단독,전도,전도,안전운전 의무 불이행,단일로,기타단일로,승용차,없음,1076133,1805241,128.3473048,36.24139478
2020,2020-07-28 20,야,화,1,0,0,0,0,전북,군산시,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,지하차도(도로)내,승용차,보행자,938376.7,1772142.1,126.8167537,35.94403762
2020,2020-07-28 21,야,화,1,0,0,0,0,서울,마포구,차대차,정면충돌,정면충돌,신호위반,교차로,교차로내,이륜차,승용차,948067.9,1951931.8,126.9119572,37.56528563
2020,2020-07-29 05,야,수,1,0,0,0,0,강원,강릉시,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,1121267,1973675,128.8766086,37.75469013
2020,2020-07-29 09,주,수,1,0,0,0,0,부산,강서구,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,1134166,1691370,128.9739835,35.20872152
2020,2020-07-29 09,주,수,1,0,0,0,0,세종,세종시,차량단독,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,없음,970555,1853856,127.1704353,36.68221535
2020,2020-07-29 11,주,수,1,11,1,10,0,서울,서초구,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,승합차,승합차,958202.6,1942426.7,127.0272523,37.4801289
2020,2020-07-29 12,주,수,1,0,0,0,0,경남,합천군,차대차,측면충돌,측면충돌,안전운전 의무 불이행,교차로,교차로내,승용차,이륜차,1068820,1726160,128.2590886,35.52900333
2020,2020-07-29 15,주,수,1,3,2,1,0,강원,강릉시,차대차,기타,기타,중앙선 침범,교차로,교차로부근,승용차,승용차,1122618.9,1972153.8,128.8916943,37.74080294
2020,2020-07-30 00,야,목,1,0,0,0,0,전남,영암군,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,929719,1644718,126.7317343,34.79458882
2020,2020-07-30 02,야,목,1,0,0,0,0,강원,철원군,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,984837.4,2019626.6,127.3268837,38.17676231
2020,2020-07-30 04,야,목,1,0,0,0,0,경기,안산시,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로내,승용차,보행자,942360,1922908,126.8495962,37.3033492
2020,2020-07-30 07,주,목,1,0,0,0,0,경기,안성시,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,고가도로위,승용차,없음,981014,1891470,127.2865566,37.02155667
2020,2020-07-30 09,주,목,1,0,0,0,0,대구,동구,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,없음,1105940,1771132,128.6743982,35.93113035
2020,2020-07-30 12,주,목,1,0,0,0,0,경북,경산시,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,없음,1117684,1774199,128.8050121,35.95743129
2020,2020-07-30 20,야,목,1,2,0,2,0,전북,전주시,차대차,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,기타,967567,1759578,127.1409037,35.83216645
2020,2020-07-30 20,야,목,1,0,0,0,0,전남,목포시,차대사람,횡단중,횡단중,보행자 보호의무 위반,교차로,교차로내,승용차,보행자,900589,1647250,126.4130479,34.81499133
2020,2020-07-31 05,야,금,1,0,0,0,0,경기,시흥시,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,원동기장치자전거,없음,928436,1926845,126.6921123,37.33786586
2020,2020-07-31 12,주,금,1,2,1,1,0,전북,남원시,차대차,정면충돌,정면충돌,중앙선 침범,단일로,기타단일로,이륜차,승용차,995704.8,1718974.6,127.4526599,35.46659425
2020,2020-07-31 18,야,금,1,0,0,0,0,경남,김해시,차대차,측면충돌,측면충돌,안전운전 의무 불이행,단일로,기타단일로,승합차,자전거,1111497,1701778,128.7264045,35.30532516
2020,2020-07-31 22,야,금,1,0,0,0,0,제주,서귀포시,차대사람,횡단중,횡단중,신호위반,교차로,교차로내,승합차,보행자,913227.3,1475347.1,126.5683244,33.26598877
2020,2020-08-01 07,주,토,1,0,0,0,0,대구,동구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,건설기계,보행자,1101607,1764479,128.6255237,35.87161816
2020,2020-08-01 09,주,토,1,0,0,0,0,전남,곡성군,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,승용차,농기계,982176,1698836,127.3039905,35.28485738
2020,2020-08-01 11,주,토,1,2,2,0,0,전남,광양시,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,교차로,교차로부근,승용차,없음,1008393,1663041,127.5919342,34.96220865
2020,2020-08-01 13,주,토,1,0,0,0,0,전남,여수시,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,1006326,1644067,127.5691495,34.79112339
2020,2020-08-01 16,주,토,1,5,0,5,0,전북,군산시,차대차,추돌,추돌,안전운전 의무 불이행,교차로,교차로부근,승합차,승합차,928378.9,1777738,126.705407,35.99380322
2020,2020-08-01 17,주,토,1,0,0,0,0,경북,경주시,차대사람,횡단중,횡단중,중앙선 침범,단일로,기타단일로,승용차,보행자,1156201,1779234,129.2329698,35.99740271
2020,2020-08-01 17,주,토,1,0,0,0,0,경기,고양시,차대차,측면충돌,측면충돌,안전운전 의무 불이행,단일로,기타단일로,승합차,자전거,947654,1969630,126.9060017,37.72477537
2020,2020-08-01 20,야,토,1,0,0,0,0,경기,김포시,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로횡단보도내,승용차,보행자,924486,1963760,126.6437335,37.67025517
2020,2020-08-01 20,야,토,1,0,0,0,0,전남,목포시,차대차,기타,기타,신호위반,교차로,교차로횡단보도내,자전거,승용차,896558,1646247,126.3691043,34.80554666
2020,2020-08-01 21,야,토,1,0,0,0,0,충북,제천시,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,기타,기타,승합차,보행자,1062736,1903551,128.2062743,37.12854661
2020,2020-08-01 23,야,토,1,0,0,0,0,서울,은평구,차대사람,횡단중,횡단중,과속,교차로,교차로내,승용차,보행자,947172,1953383.6,126.9017084,37.57831983
2020,2020-08-02 03,야,일,1,0,0,0,0,제주,제주시,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,902613.6,1500853.1,126.4516242,33.49510386
2020,2020-08-02 04,야,일,1,0,0,0,0,전남,영암군,차량단독,기타,기타,안전운전 의무 불이행,교차로,교차로부근,승용차,없음,930488,1644536,126.7401549,34.7930005
2020,2020-08-02 05,야,일,1,0,0,0,0,대구,달서구,차대사람,횡단중,횡단중,신호위반,단일로,기타단일로,승용차,보행자,1091154,1762107,128.5094793,35.85126418
2020,2020-08-02 09,주,일,2,0,0,0,0,충북,영동군,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,1037059,1803575,127.9123763,36.22866474
2020,2020-08-02 11,주,일,1,0,0,0,0,충북,괴산군,차대사람,길가장자리구역통행중,길가장자리구역통행중,안전운전 의무 불이행,교차로,교차로내,화물차,보행자,1030922,1872369,127.8468466,36.84905613
2020,2020-08-02 12,주,일,1,0,0,0,0,강원,강릉시,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,자전거,없음,1115234.9,1965889.2,128.8069164,37.68531233
2020,2020-08-03 04,야,월,1,2,0,2,0,경기,수원시,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,승용차,화물차,962891,1921612,127.0813234,37.29271383
2020,2020-08-03 04,야,월,1,0,0,0,0,강원,강릉시,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,1124913.4,1978114.5,128.918755,37.79420144
2020,2020-08-03 05,야,월,1,1,0,1,0,경기,용인시,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내,승용차,승합차,974261,1914721,127.2098402,37.23098319
2020,2020-08-03 05,야,월,1,0,0,0,0,경기,안산시,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,941508,1923212,126.8399589,37.30603604
2020,2020-08-03 13,주,월,1,2,1,1,0,경북,영덕군,차대차,추돌,추돌,안전운전 의무 불이행,교차로,교차로부근,화물차,승용차,1168307,1821621,129.3763088,36.37733004
2020,2020-08-03 14,주,월,1,0,0,0,0,충북,보은군,차량단독,전도,전도,중앙선 침범,단일로,기타단일로,자전거,없음,1021884,1834229,127.7443801,36.50548279
2020,2020-08-03 14,주,월,1,0,0,0,0,경북,포항시,차대차,기타,기타,안전운전 의무 불이행,기타,기타,화물차,자전거,1168552,1777783,129.369626,35.98227011
2020,2020-08-03 17,주,월,1,6,1,5,0,광주,북구,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,화물차,승용차,948042,1689035,126.9292514,35.19529476
2020,2020-08-03 18,야,월,1,1,0,1,0,충북,옥천군,차대차,측면충돌,측면충돌,기타,교차로,교차로부근,이륜차,승용차,1005802,1811590,127.5646223,36.30161746
2020,2020-08-03 20,야,월,1,0,0,0,0,충북,진천군,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,995492,1879312,127.4493929,36.91213979
2020,2020-08-03 20,야,월,1,0,0,0,0,경남,창원시(통합),차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,자전거,화물차,1099841,1688502,128.5966044,35.18686866
2020,2020-08-03 21,야,월,1,3,0,3,0,대구,달성군,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,1084432,1762760,128.4351153,35.85775327
2020,2020-08-04 04,야,화,1,0,0,0,0,충남,당진시,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,938621,1876803,126.8111807,36.88753652
2020,2020-08-04 08,주,화,1,1,1,0,0,제주,제주시,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,912410.3,1493692,126.5577727,33.43136899
2020,2020-08-04 10,주,화,1,0,0,0,0,경남,산청군,차대사람,기타,기타,안전운전 의무 불이행,교차로,교차로내,승용차,보행자,1030205,1721842,127.8330126,35.49199857
2020,2020-08-04 12,주,화,1,0,0,0,0,경남,고성군,차량단독,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,없음,1070121,1681323,128.2695965,35.12465575
2020,2020-08-05 07,주,수,1,1,1,0,0,경북,봉화군,차량단독,전복,전복,안전운전 의무 불이행,교차로,교차로내,화물차,없음,1133537,1883712,128.9996398,36.94234522
2020,2020-08-05 09,주,수,1,0,0,0,0,전북,임실군,차량단독,도로이탈,도로이탈 추락,안전운전 의무 불이행,단일로,기타단일로,농기계,없음,964885,1728875,127.1125506,35.55524975
2020,2020-08-05 11,주,수,1,0,0,0,0,울산,남구,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,교차로,교차로내,화물차,보행자,1165285,1729601,129.3234641,35.54862789
2020,2020-08-05 12,주,수,1,1,0,1,0,전북,전주시,차대차,정면충돌,정면충돌,중앙선 침범,교차로,교차로내,승용차,건설기계,966594,1759010,127.1301547,35.82701268
2020,2020-08-05 14,주,수,1,0,0,0,0,경남,함양군,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,1023692,1735481,127.7616063,35.6151517
2020,2020-08-05 18,야,수,1,0,0,0,0,부산,기장군,차량단독,도로이탈,도로이탈 추락,안전운전 의무 불이행,기타,기타,농기계,없음,1153083.5,1699239.9,129.1832069,35.27694635
2020,2020-08-05 21,야,수,1,0,0,0,0,경남,창원시(통합),차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로내,화물차,보행자,1100820,1696390,128.608322,35.25788446
2020,2020-08-06 00,야,목,1,1,1,0,0,강원,춘천시,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,없음,1024320,1992050,127.7767311,37.92802163
2020,2020-08-06 06,주,목,1,0,0,0,0,경기,시흥시,차대사람,횡단중,횡단중,과속,교차로,교차로횡단보도내,승용차,보행자,933609,1926846,126.7505056,37.33825922
2020,2020-08-06 08,주,목,1,0,0,0,0,강원,평창군,차량단독,공작물충돌,공작물충돌,과속,단일로,기타단일로,승용차,없음,1073662.7,1951224.8,128.3340136,37.55743178
2020,2020-08-06 10,주,목,1,0,0,0,0,전북,군산시,차대차,측면충돌,측면충돌,안전운전 의무 불이행,교차로,교차로내,승용차,자전거,930446.7,1775108.5,126.7285768,35.97024763
2020,2020-08-06 15,주,목,1,5,1,4,0,강원,정선군,차대차,기타,기타,과속,단일로,기타단일로,승용차,건설기계,1103330.5,1918138.5,128.6652319,37.25640998
2020,2020-08-06 16,주,목,1,1,0,1,0,서울,강동구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,967482.9,1947952.8,127.13197,37.5303116
2020,2020-08-06 19,야,목,1,0,0,0,0,서울,구로구,차대차,측면충돌,측면충돌,안전거리 미확보,교차로,교차로내,이륜차,승합차,943843.1,1944474.7,126.8646914,37.49782636
2020,2020-08-06 19,야,목,1,0,0,0,0,전북,남원시,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,화물차,없음,997188.4,1717259.8,127.4690175,35.45113763
2020,2020-08-06 20,야,목,1,0,0,0,0,전남,나주시,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,936499,1672299,126.8037465,35.04372907
2020,2020-08-06 21,야,목,1,0,0,0,0,충북,음성군,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,승용차,농기계,1014120,1875562,127.658442,36.87824024
2020,2020-08-07 03,야,금,1,1,1,0,0,제주,제주시,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,이륜차,없음,913722,1496894,126.5715738,33.46035275
2020,2020-08-07 05,야,금,1,0,0,0,0,전남,순천시,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,998922,1660693,127.488195,34.94106975
2020,2020-08-07 08,주,금,1,0,0,0,0,충북,청주시,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,998159,1849473,127.4794049,36.64315713
2020,2020-08-07 08,주,금,1,0,0,0,0,충남,태안군,차대차,정면충돌,정면충돌,중앙선 침범,단일로,기타단일로,승용차,승용차,886223,1874168,126.2236469,36.85892612
