번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(x),좌표정보(y),환경업무구분명,업종구분명,종별명,주생산품명,배출시설조업시간,배출시설연간가동일수,방지시설조업시간,방지시설연간가동일수
136,가축분뇨배출시설관리업(사업장),09_30_02_P,4520000,4.52E+17,2020.8.21,,1,영업/정상,11,영업,,,,,041-541-0111,,,충청남도 아산시 온천동 1403,"충청남도 아산시 시민로449번길 26-4, 2층 (온천동)",31508,(주)청인,2022.4.28 10:57,U,2022.4.30 2:40,축산분뇨 처리업,199836.9928,365236.9144,분뇨등관련영업관리,축산분뇨 처리업,,,,0,,0
137,가축분뇨배출시설관리업(사업장),09_30_02_P,5710000,5.71E+17,2020.8.26,,1,영업/정상,11,영업,,,,,437161210,,,충청북도 청주시 흥덕구 송정동 279-5 세중테크노밸리,"충청북도 청주시 흥덕구 공단로 134, 세중테크노밸리 1306호 (송정동)",28576,주식회사 엔씨기술공사,2022.7.31 10:23,U,2022.8.2 2:40,환경컨설팅 및 관련 엔지니어링 서비스업,239010.6235,349120.1751,분뇨등관련영업관리,환경컨설팅 및 관련 엔지니어링 서비스업,,,,0,,0
138,가축분뇨배출시설관리업(사업장),09_30_02_P,5360000,5.36E+17,2020.7.15,,1,영업/정상,11,영업,,,,,055-359-4647,,,경상남도 밀양시 상남면 기산리 34-1,경상남도 밀양시 상남면 예평로 229,50452,밀양시시설관리공단,2021.1.20 9:47,U,2021.1.22 2:40,하수 처리업,361280.5426,218347.4457,분뇨등관련영업관리,하수 처리업,,,,,,
139,가축분뇨배출시설관리업(사업장),09_30_02_P,3210000,3.21E+17,2021.9.3,,1,영업/정상,11,영업,,,,,,,,서울특별시 서초구 양재동 320 개암빌딩,서울특별시 서초구 강남대로16길 24 (양재동),6779,(주)제일엔지니어링종합건축사사무소,2021.9.3 9:06,I,2021.9.5 0:22,,203500.5947,440993.1332,분뇨등관련영업관리,,,,,0,,0
140,가축분뇨배출시설관리업(사업장),09_30_02_P,5130000,5.13E+17,2022.12.8,,1,영업/정상,11,영업,,,,,02-2041-8500,,,경상북도 경산시 옥산동 726-6 K&K 빌딩,"경상북도 경산시 성암로21길 41, K&K 빌딩 (옥산동)",38660,(주)동성엔지니어링,2022.12.8 9:35,I,2022.12.10 0:40,엔지니어링 서비스업,355926.5986,260045.0092,분뇨등관련영업관리,엔지니어링 서비스업,,,,0,,0
141,가축분뇨배출시설관리업(사업장),09_30_02_P,3010000,3.01E+17,2022.11.25,,1,영업/정상,11,영업,,,,,232876100,,,서울특별시 중구 을지로2가 203 파인에비뉴,"서울특별시 중구 을지로 100, 파인에비뉴 24층 (을지로2가)",4551,한솔제지(주),2022.11.25 17:42,I,2022.11.27 0:22,축산분뇨 처리업,198921.2413,451495.9854,분뇨등관련영업관리,축산분뇨 처리업,,,,0,,0
142,가축분뇨배출시설관리업(사업장),09_30_02_P,4800000,4.8E+17,2022.11.23,,1,영업/정상,11,영업,,,,,625735026,,,전라남도 목포시 옥암동 1227-4 부주빌딩,"전라남도 목포시 남악1로 56, 부주빌딩 402호 (옥암동)",58676,(주)매일기술,2022.11.23 14:14,I,2022.11.25 0:22,"그외 기타 전문, 과학 및 기술 서비스업",149195.2793,145853.5156,분뇨등관련영업관리,"그외 기타 전문, 과학 및 기술 서비스업",,,,0,,0
143,가축분뇨배출시설관리업(사업장),09_30_02_P,4500000,4.5E+17,2022.11.23,,1,영업/정상,11,영업,,,,,041-852-4333,,,충청남도 공주시 동현동 106-13,"충청남도 공주시 장척로 216-5, 103,104호 (동현동)",32590,주식회사 금강환경건설,2023.2.15 10:17,U,2023.2.17 2:40,폐기물처리 및 오염방지시설 건설업,216932.8705,331794.3777,분뇨등관련영업관리,폐기물처리 및 오염방지시설 건설업,,,,0,,0
144,가축분뇨배출시설관리업(사업장),09_30_02_P,4670000,4.67E+17,2022.12.13,,1,영업/정상,11,영업,,,,,063-451-0552,,,전라북도 군산시 나운동 868-2,전라북도 군산시 현충로 38-1 (나운동),54147,(유)대신환경개발,2023.2.3 16:00,U,2023.2.5 2:40,"하수, 폐수 및 분뇨 처리업",171825.6743,273227.5469,분뇨등관련영업관리,"하수, 폐수 및 분뇨 처리업",,,,0,,0
145,가축분뇨배출시설관리업(사업장),09_30_02_P,5480000,5.48E+17,2022.12.29,,1,영업/정상,11,영업,,,,,055-933-7729,,,경상남도 합천군 합천읍 합천리 524-1 종합사회복지관,"경상남도 합천군 합천읍 동서로 39, 종합사회복지관 1층",50232,합천군시설관리공단,2022.12.29 9:19,I,2022.12.31 0:40,,,,분뇨등관련영업관리,,,,,0,,0
146,가축분뇨배출시설관리업(사업장),09_30_02_P,3940000,3.94E+17,2022.12.27,,1,영업/정상,11,영업,,,,,031-360-3402,,,경기도 고양시 일산서구 덕이동 249-8 2층 제3에이치-202호,"경기도 고양시 일산서구 덕이로 30-28, 2층 제3에이치-202호 (덕이동)",10237,(주)케이디이엔지,2023.5.25 17:46,U,2023.5.27 2:40,건물 및 토목엔지니어링 서비스업,178538.2866,465372.8776,분뇨등관련영업관리,건물 및 토목엔지니어링 서비스업,,,,0,,0
147,가축분뇨배출시설관리업(사업장),09_30_02_P,5680000,5.68E+17,2022.12.29,,1,영업/정상,11,영업,,,,,041-354-5124,,,충청남도 당진시 순성면 봉소리 75-2 삼성화재,"충청남도 당진시 순성면 순성로 486, 삼성화재 2층",31757,맑은환경기술,2023.1.9 10:56,U,2023.1.11 2:40,,174298.7447,371230.1101,분뇨등관련영업관리,,,,,0,,0
148,가축분뇨배출시설관리업(사업장),09_30_02_P,3640000,3.64E+17,2021.5.10,,1,영업/정상,11,영업,,,,,042-631-2272,,300-806,대전광역시 동구 가양동 577-3,대전광역시 동구 대성길 49 (가양동),300-806,(합)동대전위생공사,2021.5.10 14:26,I,2021.5.12 0:23,분뇨 처리업,239485.6305,315462.9231,분뇨등관련영업관리,분뇨 처리업,,,,,,
149,가축분뇨배출시설관리업(사업장),09_30_02_P,5680000,5.68E+17,2021.6.30,,1,영업/정상,11,영업,,,,,041-350-5545,,,충청남도 당진시 채운동 26-3,충청남도 당진시 아미로 833 (채운동),31786,당진축산업협동조합,2023.4.20 12:28,U,2023.4.23 2:40,축산업,,,분뇨등관련영업관리,축산업,,,,0,,0
150,가축분뇨배출시설관리업(사업장),09_30_02_P,3830000,3.83E+17,2021.5.13,,1,영업/정상,11,영업,,,,,313407500,,,경기도 안양시 동안구 관양동 954-6 인덕원성지스타위드,"경기도 안양시 동안구 흥안대로427번길 38, 인덕원성지스타위드 (관양동)",14059,(주)건화,2022.3.14 14:17,U,2022.3.16 2:40,종합 건설업,197480.8306,432318.2034,분뇨등관련영업관리,종합 건설업,,,,0,,0
151,가축분뇨배출시설관리업(사업장),09_30_02_P,4830000,4.83E+17,2021.6.21,,1,영업/정상,11,영업,,,,,613362588,,,전라남도 나주시 남평읍 광이리 1-6,전라남도 나주시 남평읍 동촌로 19,,태림인더스트리(주),2021.6.21 13:41,I,2021.6.23 0:23,,185563.8444,172380.6808,분뇨등관련영업관리,,,,,,,
152,가축분뇨배출시설관리업(사업장),09_30_02_P,4000000,4E+17,2010.8.4,,1,영업/정상,11,영업,,,,,313749602,,447-050,경기도 오산시 부산동 420-1번지,경기도 오산시 동부대로568번길 57 (부산동),447-050,(주)에코리프로덕션서비스,2017.5.12 17:02,I,2018.8.31 23:59,,207589.7405,405620.1612,분뇨등관련영업관리,,,,,,,
153,가축분뇨배출시설관리업(사업장),09_30_02_P,4610000,4.61E+17,2012.7.3,,1,영업/정상,11,영업,,,,,041-334-7454,,340-809,충청남도 예산군 예산읍 향천리 205-11,충청남도 예산군 예산읍 예산로 327,340-809,푸른환경건설,2014.9.25 15:20,I,2018.8.31 23:59,,187464.4697,353195.4347,분뇨등관련영업관리,,,,,,,
154,가축분뇨배출시설관리업(사업장),09_30_02_P,3560000,3.56E+17,2015.8.27,,1,영업/정상,11,영업,,,,,325660010,,404-320,인천광역시 서구 원당동 824-2,"인천광역시 서구 원당대로 841 (원당동, 골든벨프라자 6층)",404-320,브니엘네이처(주),2022.12.14 13:49,U,2022.12.16 2:40,,173004.15,454691.162,분뇨등관련영업관리,,,,,0,,0
155,가축분뇨배출시설관리업(사업장),09_30_02_P,4070000,4.07E+17,2012.10.19,,1,영업/정상,11,영업,,,,,031-631-0431,,467-842,경기도 이천시 신둔면 지석리 28-13,경기도 이천시 신둔면 석동로161번길 97,467-842,(주)도드람환경연구소,2012.10.19 17:24,I,2018.8.31 23:59,,238235.5757,425454.4121,분뇨등관련영업관리,,,,,,,
156,가축분뇨배출시설관리업(사업장),09_30_02_P,4070000,4.07E+17,2014.3.5,,1,영업/정상,11,영업,,,,,317301919,,,경기도 이천시 관고동 500-5,경기도 이천시 경충대로2674번길 42 (관고동),17367,㈜인스그린,2023.5.12 17:48,U,2023.5.14 2:40,,238676.3221,419739.0546,분뇨등관련영업관리,,,,,0,,0
157,가축분뇨배출시설관리업(사업장),09_30_02_P,3520000,3.52E+17,2013.8.5,,1,영업/정상,11,영업,,,,,326228042,,406-840,인천광역시 연수구 송도동 172-1,인천광역시 연수구 송도과학로 32 (송도동),406-840,코오롱워터앤에너지(주),2016.8.16 17:20,I,2018.8.31 23:59,,170022.5184,431135.7231,분뇨등관련영업관리,,,,,,,
158,가축분뇨배출시설관리업(사업장),09_30_02_P,3520000,3.52E+17,2015.6.11,,1,영업/정상,11,영업,,,,,032-858-8714,,,인천광역시 연수구 송도동 36 부영송도타워,"인천광역시 연수구 인천타워대로 241, 부영송도타워 8층 (송도동)",22009,(주)포스코와이드,2023.4.7 16:15,U,2023.4.9 2:40,,167545.7928,432312.1721,분뇨등관련영업관리,,,,,0,,0
159,가축분뇨배출시설관리업(사업장),09_30_02_P,3520000,3.52E+17,2015.7.28,,1,영업/정상,11,영업,,,,,899-0145,,,인천광역시 연수구 동춘동 947,인천광역시 연수구 능허대로 484 (동춘동),,인천환경공단,2022.10.26 16:19,U,2022.10.28 2:40,,170478.2869,432760.4,분뇨등관련영업관리,,,,,0,,0
160,가축분뇨배출시설관리업(사업장),09_30_02_P,5110000,5.11E+17,2017.9.29,,1,영업/정상,11,영업,,,,,054-535-3500,,,경상북도 상주시 남성동 48-8,"경상북도 상주시 중앙로 151, 2층 (남성동)",37185,(주)청혜윰,2021.10.12 9:39,U,2021.10.14 2:40,,303505.59,324501.8873,분뇨등관련영업관리,,,,,0,,0
161,가축분뇨배출시설관리업(사업장),09_30_02_P,4500000,4.5E+17,2017.11.10,,1,영업/정상,11,영업,,,,,428280700,,314-802,충청남도 공주시 신관동 595-5,충청남도 공주시 신관로 24 (신관동),,(주)드림이엔지,2022.7.11 9:58,U,2022.7.13 2:40,"하수처리, 폐기물처리 및 청소관련 서비스업",211659.9889,329987.9719,분뇨등관련영업관리,"하수처리, 폐기물처리 및 청소관련 서비스업",,,,0,,0
162,가축분뇨배출시설관리업(사업장),09_30_02_P,4070000,4.07E+17,2007.3.15,,1,영업/정상,11,영업,,,,,,,467-110,경기도 이천시 증포동 148-1,,,(주)지수테크,2009.5.14 18:23,I,2018.8.31 23:59,,239996.2021,420808.6176,분뇨등관련영업관리,,,,,,,
163,가축분뇨배출시설관리업(사업장),09_30_02_P,5530000,5.53E+17,2015.6.8,,1,영업/정상,11,영업,,,,,8003-8432,,445-160,경기도 화성시 반송동 130-1,"경기도 화성시 노작로4길 8 (반송동,4층)동 (반송동)",445-160,(주)동명기술공단종합건축사사무소,2023.2.14 13:45,U,2023.2.16 2:40,,206815.716,410542.3682,분뇨등관련영업관리,,,,,0,,0
164,가축분뇨배출시설관리업(사업장),09_30_02_P,5530000,5.53E+17,2017.12.27,,1,영업/정상,11,영업,,,,,031-236-1215,,,경기도 화성시 진안동 859-1 광림빌딩 201호,"경기도 화성시 병점동로164번길 39, 광림빌딩 201호 (진안동)",18392,주흥환경(주),2022.12.28 17:21,U,2022.12.30 2:40,,203443.6836,412661.7662,분뇨등관련영업관리,,,,,0,,0
165,가축분뇨배출시설관리업(사업장),09_30_02_P,5530000,5.53E+17,2019.6.5,,1,영업/정상,11,영업,,,,,312243320,,,경기도 화성시 황계동 162-12,경기도 화성시 황계길131번길 13 (황계동),18347,한솔개발,2019.6.5 18:54,I,2020.8.5 0:23,,201257.3687,413540.5598,분뇨등관련영업관리,,,,,,,
166,가축분뇨배출시설관리업(사업장),09_30_02_P,5530000,5.53E+17,2012.2.14,,1,영업/정상,11,영업,,,,,351-9932,,445-944,경기도 화성시 장안면 독정리 34-6,경기도 화성시 장안면 고해길 27,,화성양돈영농조합,2023.4.3 10:53,U,2023.4.5 2:40,기타 비료 및 질소화합물 제조업,187954.212,396378.9652,분뇨등관련영업관리,기타 비료 및 질소화합물 제조업,,,,0,,0
167,가축분뇨배출시설관리업(사업장),09_30_02_P,5150000,5.15E+17,2020.9.18,,1,영업/정상,11,영업,,,,,054-862-5031,,,경상북도 의성군 다인면 신락리 29-8,경상북도 의성군 다인면 신락3길 69-1,37304,농업회사법인 주식회사 청안,2020.11.19 9:54,U,2020.11.21 2:40,,324055.5154,325389.1799,분뇨등관련영업관리,,,,,,,
168,가축분뇨배출시설관리업(사업장),09_30_02_P,4510000,4.51E+17,2020.10.7,,1,영업/정상,11,영업,,,,,426328411,,,충청남도 보령시 대천동 150-20 대주서해안부동산뱅크,"충청남도 보령시 보령북로 98, 대주서해안부동산뱅크 (대천동)",33439,부경엔지니어링(주),2023.3.27 13:22,U,2023.3.29 2:40,,163619.1503,317038.4118,분뇨등관련영업관리,,,,,0,,0
169,가축분뇨배출시설관리업(사업장),09_30_02_P,5680000,5.68E+17,2022.10.14,,1,영업/정상,11,영업,,,,,041-356-6400,,,충청남도 당진시 대덕동 1016-2 네오서진건설(주),"충청남도 당진시 아미로 684, 네오서진건설(주) (대덕동)",31786,네오서진건설(주),2022.12.21 20:57,U,2022.12.23 2:40,,167941.0823,374627.0271,분뇨등관련영업관리,,,,,0,,0
170,가축분뇨배출시설관리업(사업장),09_30_02_P,5080000,5.08E+17,2022.9.30,,1,영업/정상,11,영업,,,,,,,,경상북도 구미시 옥계동 936 구미옥계 세영리첼 더 프라임 105동 1303호,"경상북도 구미시 산호대로 955, 105동 1303호 (옥계동, 구미옥계 세영리첼 더 프라임)",39459,대성환경,2022.9.30 11:32,I,2022.10.2 0:22,분뇨 및 축산분뇨 처리업,329131.0405,294125.4543,분뇨등관련영업관리,분뇨 및 축산분뇨 처리업,,,,0,,0
171,가축분뇨배출시설관리업(사업장),09_30_02_P,5350000,5.35E+17,2022.10.20,,1,영업/정상,11,영업,,,,,055-310-1534,,,경상남도 김해시 부원동 611-4,경상남도 김해시 가락로30번길 17 (부원동),50925,(주)대저건설,2022.10.20 11:33,I,2022.10.22 0:22,,371450.6301,193908.7484,분뇨등관련영업관리,,,,,0,,0
172,가축분뇨배출시설관리업(사업장),09_30_02_P,4830000,4.83E+17,2021.4.9,,1,영업/정상,11,영업,,,,,,,,전라남도 나주시 빛가람동 338-6,"전라남도 나주시 문화로 194, 601호 (빛가람동)",58325,주식회사 평화엔지니어링,2022.11.24 8:54,U,2022.11.26 2:40,,180212.1978,168583.7349,분뇨등관련영업관리,,,,,0,,0
173,가축분뇨배출시설관리업(사업장),09_30_02_P,5710000,5.71E+17,2021.3.29,,1,영업/정상,11,영업,,,,,432313633,,,충청북도 청주시 흥덕구 강내면 월곡리 301-3 충청대학,"충청북도 청주시 흥덕구 강내면 월곡길 38, 충청대학 K동 304호",28171,주식회사 순정에너지환경,2022.12.28 9:49,U,2022.12.30 2:40,환경컨설팅 및 관련 엔지니어링 서비스업,232815.8653,346700.2153,분뇨등관련영업관리,환경컨설팅 및 관련 엔지니어링 서비스업,,,,0,,0
174,가축분뇨배출시설관리업(사업장),09_30_02_P,5350000,5.35E+17,2017.4.28,,1,영업/정상,11,영업,,,,,055-343-7022,,,경상남도 김해시 한림면 안하리 234-3,"경상남도 김해시 한림면 안하로 117, 김해시 가축분뇨공공처리시설",50852,김해시도시개발공사,2023.7.3 20:18,U,2023.7.5 2:40,,365839.1542,202726.5131,분뇨등관련영업관리,,,,,0,,0
175,가축분뇨배출시설관리업(사업장),09_30_02_P,4680000,4.68E+17,2021.3.5,,1,영업/정상,11,영업,,,,,,,,전라북도 익산시 송학동 180-4 대한훼미리아파트 2동 106호,"전라북도 익산시 배산로2길 10 (송학동, 대한훼미리아파트)",54664,다인환경,2021.3.11 11:29,U,2021.3.13 2:40,사업시설 유지관리 서비스업,194297.3637,270946.0068,분뇨등관련영업관리,사업시설 유지관리 서비스업,,,,,,
176,가축분뇨배출시설관리업(사업장),09_30_02_P,5690000,5.69E+17,2021.2.9,,1,영업/정상,11,영업,,,,,044-868-7048,,,세종특별자치시 소정면 대곡리 368-8,세종특별자치시 소정면 학수소사길 63,30001,(주)금강피스코,2021.2.9 15:09,I,2021.2.11 0:23,,215014.8021,358977.5767,분뇨등관련영업관리,,,,,,,
177,가축분뇨배출시설관리업(사업장),09_30_02_P,4680000,4.68E+17,2021.2.10,,1,영업/정상,11,영업,,,,,,,,전라북도 익산시 송학동 180-4 대한훼미리아파트 2동 106호,"전라북도 익산시 배산로2길 10 (송학동, 대한훼미리아파트)",54664,다인환경,2021.3.16 11:38,U,2021.3.18 2:40,사업시설 유지관리 서비스업,194297.3637,270946.0068,분뇨등관련영업관리,사업시설 유지관리 서비스업,,,,,,
178,가축분뇨배출시설관리업(사업장),09_30_02_P,6510000,6.51E+17,2000.9.23,,1,영업/정상,11,영업,,,,,064-747-3200,,,제주특별자치도 제주시 아라이동 1482-6,제주특별자치도 제주시 기자길 52 (아라이동),63246,(주)경원산업,2022.5.13 14:40,U,2022.5.15 2:40,,157766.7733,-1505.418138,분뇨등관련영업관리,,,,,0,,0
179,가축분뇨배출시설관리업(사업장),09_30_02_P,4500000,4.5E+17,2018.10.5,,1,영업/정상,11,영업,,,,,418544331,,,충청남도 공주시 송선동 540-22,충청남도 공주시 송선농공단지길 46 (송선동),32590,(주)윤성워터텍,2023.5.31 16:05,U,2023.6.2 2:40,,214083.1477,330791.4201,분뇨등관련영업관리,,,,,0,,0
180,가축분뇨배출시설관리업(사업장),09_30_02_P,5130000,5.13E+17,2018.11.1,,1,영업/정상,11,영업,,,,,053-422-3332,,712-090,경상북도 경산시 옥산동 816-10,경상북도 경산시 삼성현로15길 12 (옥산동),38669,태령종합건설(주),2020.11.30 10:36,U,2020.12.2 2:40,,355163.9146,259634.1046,분뇨등관련영업관리,,,,,,,
181,가축분뇨배출시설관리업(사업장),09_30_02_P,5020000,5.02E+17,2021.1.8,,1,영업/정상,11,영업,,,,,542909922,,,경상북도 포항시 남구 오천읍 원리 1172 주식회사포웰,"경상북도 포항시 남구 오천읍 하원로 29, 주식회사포웰",37882,주식회사 포웰,2022.7.6 20:05,I,2022.7.8 0:22,,416811.727,277441.1635,분뇨등관련영업관리,,,,,0,,0
182,가축분뇨배출시설관리업(사업장),09_30_02_P,4890000,4.89E+17,2022.7.20,,1,영업/정상,11,영업,,,,,623621623,,,전라남도 보성군 벌교읍 벌교리 605-31,"전라남도 보성군 벌교읍 채동선로 302-1, 2층",59424,(주)케이엔씨,2022.7.21 9:32,I,2022.7.23 0:22,,231187.5285,149977.0124,분뇨등관련영업관리,,,,,0,,0
183,가축분뇨배출시설관리업(사업장),09_30_02_P,3780000,3.78E+17,2022.7.8,,1,영업/정상,11,영업,,,,,269018358,,,경기도 성남시 수정구 창곡동 559-4 더존메디컬타워 205호,"경기도 성남시 수정구 위례서일로 18, 더존메디컬타워 205호 (창곡동)",13647,(주)에코비트워터,2022.11.14 9:36,U,2022.11.16 2:40,토목 건설업,212123.859,440336.0112,분뇨등관련영업관리,토목 건설업,,,,0,,0
184,가축분뇨배출시설관리업(사업장),09_30_02_P,4040000,4.04E+17,2021.9.7,,1,영업/정상,11,영업,,,,,02-2049-2521,,,경기도 하남시 덕풍동 744 덕풍동 744 케이앤몰 201호,"경기도 하남시 덕풍동로 111-21, 덕풍동 744 케이앤몰 2층 201호 (덕풍동)",12927,(주)한국종합기술,2022.7.14 11:20,I,2022.7.16 0:22,축산분뇨 처리업,218281.1596,449964.9003,분뇨등관련영업관리,축산분뇨 처리업,,,,0,,0
185,가축분뇨배출시설관리업(사업장),09_30_02_P,5460000,5.46E+17,2020.11.27,,1,영업/정상,11,영업,,,,,963-4759,,676-805,경상남도 함양군 함양읍 용평리 530-24,경상남도 함양군 함양읍 하림강변길 15-2,,함양위생공사,2020.11.27 17:51,I,2020.11.29 0:23,,266257.4188,224125.0777,분뇨등관련영업관리,,,,,,,
186,가축분뇨배출시설관리업(사업장),09_30_02_P,5600000,5.6E+17,2020.11.24,,1,영업/정상,11,영업,,,,,,,,경기도 포천시 선단동 산 11-1 대진대학교,"경기도 포천시 호국로 1007, 대진대학교산학협력단 304호 (선단동)",11159,(주)대진바이오워터,2020.11.24 17:29,I,2020.11.26 0:23,분뇨 및 축산분뇨 처리업,213662.031,485365.5191,분뇨등관련영업관리,분뇨 및 축산분뇨 처리업,,,,,,
187,가축분뇨배출시설관리업(사업장),09_30_02_P,4550000,4.55E+17,2020.11.25,,1,영업/정상,11,영업,,,,,,,,충청남도 금산군 남일면 마장리 395-3,충청남도 금산군 남일면 무금로 1987,32753,태호환경(주),2020.11.25 11:18,I,2020.11.27 0:23,,246807.0398,286357.0238,분뇨등관련영업관리,,,,,,,
188,가축분뇨배출시설관리업(사업장),09_30_02_P,5100000,5.1E+17,2020.12.8,,1,영업/정상,11,영업,,,,,3322273,,,경상북도 영천시 고경면 청정리 143-4,경상북도 영천시 고경면 청정길 118-43,770-840,(주)성진환경,2020.12.8 18:05,I,2020.12.10 0:23,,390254.7411,278450.61,분뇨등관련영업관리,,,,,,,
189,가축분뇨배출시설관리업(사업장),09_30_02_P,5670000,5.67E+17,2022.5.18,,1,영업/정상,11,영업,,,,,055-267-9991,,,경상남도 창원시 마산합포구 현동 371,"경상남도 창원시 마산합포구 현동로 50, 중앙빌딩 204호 (현동)",51778,한종산업개발(주),2022.5.18 16:01,I,2022.5.20 0:22,,341492.4978,184654.1916,분뇨등관련영업관리,,,,,0,,0
190,가축분뇨배출시설관리업(사업장),09_30_02_P,3940000,3.94E+17,2019.2.15,,3,폐업,2,폐업,2019.9.10,,,,907-2982,,,경기도 고양시 일산동구 백석동 1297-2 일산르메이에르프라자,"경기도 고양시 일산동구 중앙로 1048, 일산르메이에르프라자 614호 (백석동)",10447,(주)동진씨앤지,2019.9.10 16:15,U,2019.9.12 2:40,환경컨설팅 및 관련 엔지니어링 서비스업,181208.4059,460164.3024,분뇨등관련영업관리,환경컨설팅 및 관련 엔지니어링 서비스업,,,,,,
191,가축분뇨배출시설관리업(사업장),09_30_02_P,4490000,4.49E+17,2019.2.20,,3,폐업,2,폐업,2023.2.23,,,,041-621-2400,,,충청남도 천안시 서북구 차암동 9-2 이그잭스(주),"충청남도 천안시 서북구 2공단7길 50, 이그잭스(주) 1층 (차암동)",31075,(주)성원엔지니어링,2023.2.23 14:06,U,2023.2.25 2:40,,210791.5421,372825.4942,분뇨등관련영업관리,,,,,0,,0
192,가축분뇨배출시설관리업(사업장),09_30_02_P,6510000,6.51E+17,2019.2.12,,3,폐업,2,폐업,2019.10.21,,,,,,,제주특별자치도 제주시 영평동 2235 제주국제대학교,"제주특별자치도 제주시 516로 2870, 제주국제대학교 9206호 (영평동)",63309,(주)비젼에코텍,2019.10.25 18:23,U,2019.10.27 2:40,,159994.4005,-6043.304505,분뇨등관련영업관리,,,,,,,
193,가축분뇨배출시설관리업(사업장),09_30_02_P,4010000,4.01E+17,2019.4.26,,3,폐업,2,폐업,2022.7.26,,,,269018358,,,경기도 시흥시 정왕동 1281-2 (주)휴비스워터,경기도 시흥시 공단1대로322번길 16 (주)휴비스워터 202호 (정왕동),15105,(주)에코비트워터,2022.7.26 11:09,U,2022.7.28 2:40,,176326.3654,425463.5766,분뇨등관련영업관리,,,,,0,,0
194,가축분뇨배출시설관리업(사업장),09_30_02_P,4010000,4.01E+17,2019.5.2,,3,폐업,2,폐업,2022.7.26,,,,269018200,,,경기도 시흥시 정왕동 1281-2 (주)휴비스워터,경기도 시흥시 공단1대로322번길 16 (주)휴비스워터 (정왕동),15105,(주)에코비트,2022.7.26 11:10,U,2022.7.28 2:40,,176326.3654,425463.5766,분뇨등관련영업관리,,,,,0,,0
195,가축분뇨배출시설관리업(사업장),09_30_02_P,4181000,4.181E+17,2018.5.28,,3,폐업,2,폐업,2022.1.1,2022.1.1,2022.1.5,2022.1.5,033-258-8800,,,강원특별자치도 춘천시 후평동 311-8,강원특별자치도 춘천시 삭주로 163 (후평동),24232,강원도시가스주식회사,2022.1.5 18:29,I,2023.6.13 0:00,,265773.324,487360.4892,분뇨등관련영업관리,,,,,0,,0
196,가축분뇨배출시설관리업(사업장),09_30_02_P,4181000,4.181E+17,2021.1.21,,3,폐업,2,폐업,2022.2.28,,,,033-241-8300,,,강원특별자치도 춘천시 효자동 708 춘천시 다문화가족지원센터,"강원특별자치도 춘천시 공지로 305, 춘천시 다문화가족지원센터 5층 (효자동)",24372,주식회사 케이드,2022.3.14 16:25,I,2023.6.13 0:00,,264312.5178,485239.217,분뇨등관련영업관리,,,,,0,,0
197,가축분뇨배출시설관리업(사업장),09_30_02_P,4201000,4.201E+17,2000.9.16,,3,폐업,2,폐업,2008.4.28,,,,033 6427914,,210-803,강원특별자치도 강릉시 주문진읍 교항리 1207-10,,,케이엠네이쳐(주),2008.4.28 14:12,I,2023.6.13 0:00,,360689.1471,486906.3883,분뇨등관련영업관리,,,,,0,,0
198,가축분뇨배출시설관리업(사업장),09_30_02_P,4201000,4.201E+17,1999.11.10,,3,폐업,2,폐업,2008.12.31,,,,336614482,,210-801,강원특별자치도 강릉시 주문진읍 교항리 1207-6,강원특별자치도 강릉시 주문진읍 농공단지길 28-32,,(주)대성환경건설,2009.1.2 10:39,I,2023.6.13 0:00,,360487.9173,486867.9062,분뇨등관련영업관리,,,,,0,,0
199,가축분뇨배출시설관리업(사업장),09_30_02_P,4201000,4.201E+17,1999.10.5,,3,폐업,2,폐업,2009.1.6,,,,336441730,,210-851,강원특별자치도 강릉시 사천면 석교리 613,강원특별자치도 강릉시 사천면 청솔공원길 207-12,,(주)대양이엔씨,2009.1.7 13:32,I,2023.6.13 0:00,,360745.1222,482775.08,분뇨등관련영업관리,,,,,0,,0
200,가축분뇨배출시설관리업(사업장),09_30_02_P,4191000,4.191E+17,2012.4.17,,3,폐업,2,폐업,2013.4.4,,,,033-731-6432,,220-843,강원특별자치도 원주시 흥업면 사제리 337 거장A 상가201호,강원특별자치도 원주시 흥업면 사제로 483,220-843,(주)삼성환경엔지니어링,2013.4.8 15:52,I,2023.6.13 0:00,,278606.9957,426001.7634,분뇨등관련영업관리,,,,,0,,0
201,가축분뇨배출시설관리업(사업장),09_30_02_P,3990000,3.99E+17,2019.7.22,,3,폐업,2,폐업,2021.5.27,,,,031-532-9392,,,경기도 남양주시 진접읍 팔야리 422-20,경기도 남양주시 진접읍 금강로1845번길 126,12018,(주)지이에스,2021.5.27 15:19,U,2021.5.29 2:40,,219083.1407,472605.1521,분뇨등관련영업관리,,,,,,,
