번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(x),좌표정보(y),환경업무구분명,업종구분명,종별명,주생산품명,배출시설조업시간,배출시설연간가동일수,방지시설조업시간,방지시설연간가동일수
370,가축분뇨 수집운반업,09_30_01_P,6520000,6.52E+17,2010.12.13,,1,영업/정상,3,영업,,,,,647640058,,699-943,제주특별자치도 서귀포시 남원읍 신례리 2044,제주특별자치도 서귀포시 남원읍 위미항구로 395-31,699-943,주식회사 한라자원 농업회사법인,2020.11.19 14:16,U,2020.11.22 2:40,기타 비료 및 질소화합물 제조업,166717.4649,-20674.00504,분뇨등관련영업관리,기타 비료 및 질소화합물 제조업,,,,,,
371,가축분뇨 수집운반업,09_30_01_P,6520000,6.52E+17,2007.1.8,,1,영업/정상,3,영업,,,,,7923200,,699-932,제주특별자치도 서귀포시 대정읍 동일리 223,제주특별자치도 서귀포시 대정읍 대한로 389-33,,세미영농조합법인,2020.11.19 14:27,U,2020.11.22 2:40,,129284.5752,-25968.45772,분뇨등관련영업관리,,,,,,,
372,가축분뇨 수집운반업,09_30_01_P,6520000,6.52E+17,2011.7.7,,1,영업/정상,3,영업,,,,,064-792-2999,,699-931,제주특별자치도 서귀포시 대정읍 인성리 207-3,제주특별자치도 서귀포시 대정읍 추사로 31,,(주)부강테크,2023.4.20 18:11,U,2023.4.22 2:40,환경상담 및 관련 엔지니어링 서비스업,132781.2346,-27154.85738,분뇨등관련영업관리,환경상담 및 관련 엔지니어링 서비스업,,,,0,,0
373,가축분뇨 수집운반업,09_30_01_P,6520000,6.52E+17,2008.1.11,,1,영업/정상,3,영업,,,,,064-794-0883,,697-923,제주특별자치도 서귀포시 안덕면 동광리 산 83-7,제주특별자치도 서귀포시 안덕면 한창로 748-49,699-925,금강에코너지(주),2020.11.19 16:15,U,2020.11.22 2:40,,138260.1752,-19008.36578,분뇨등관련영업관리,,,,,,,
374,가축분뇨 수집운반업,09_30_01_P,6520000,6.52E+17,2010.12.30,,1,영업/정상,3,영업,,,,,647873005,,699-911,제주특별자치도 서귀포시 표선면 가시리 3430,제주특별자치도 서귀포시 표선면 원님로 579-78,,칠성영농조합법인,2012.8.31 16:39,I,2018.8.31 23:59,기타 비료 및 질소화합물 제조업,176594.9581,-15994.57584,분뇨등관련영업관리,기타 비료 및 질소화합물 제조업,,,,,,
375,가축분뇨 수집운반업,09_30_01_P,4980000,4.98E+17,2013.8.7,,1,영업/정상,3,영업,,,,,061-395-3465,,,,전라남도 장성군 장성읍 역전로 117,515-805,장성자연순환농업센터영농조합법인,2015.7.16 10:59,I,2018.8.31 23:59,,179977.0164,200403.1793,분뇨등관련영업관리,,,,,,,
376,가축분뇨 수집운반업,09_30_01_P,5690000,5.69E+17,2015.8.3,,1,영업/정상,3,영업,,,,,,,,충청남도 공주시 우성면 신웅리 225-1,충청남도 공주시 우성면 곰나루길 33,32530,보성환경,2015.8.10 18:08,I,2018.8.31 23:59,,208871.2658,330323.0201,분뇨등관련영업관리,,,,,,,
377,가축분뇨 수집운반업,09_30_01_P,4930000,4.93E+17,1993.6.4,,1,영업/정상,3,영업,,,,,061-536-5966,,536-806,전라남도 해남군 해남읍 용정리 91-6,전라남도 해남군 해남읍 용머리길 21-20,536-806,대흥미화사,2020.3.27 16:07,U,2020.3.29 2:40,,162013.8371,118172.573,분뇨등관련영업관리,,,,,,,
378,가축분뇨 수집운반업,09_30_01_P,4930000,4.93E+17,1996.11.27,,1,영업/정상,3,영업,,,,,061-533-3555,,536-806,전라남도 해남군 해남읍 용정리 91-6,전라남도 해남군 해남읍 용머리길 21-20,536-806,해남미화사,2018.4.24 17:39,I,2018.8.31 23:59,,162013.8371,118172.573,분뇨등관련영업관리,,,,,,,
379,가축분뇨 수집운반업,09_30_01_P,4930000,4.93E+17,2014.4.10,,1,영업/정상,3,영업,,,,,061-532-0087,,,전라남도 해남군 황산면 일신리 673-1,전라남도 해남군 황산면 호교길 241-266,536-865,해남자연순환농업센터영농조합법인,2023.6.14 20:37,U,2023.6.16 2:40,,156109.8375,118126.8751,분뇨등관련영업관리,,,,,0,,0
380,가축분뇨 수집운반업,09_30_01_P,4930000,4.93E+17,2015.3.2,,1,영업/정상,3,영업,,,,,061-536-3214,,,전라남도 해남군 해남읍 용정리 91-6 좋은농부들,"전라남도 해남군 해남읍 용머리길 21-20, 좋은농부들",59032,좋은농부들영농조합법인,2023.3.9 8:59,U,2023.3.11 2:40,,162013.8371,118172.573,분뇨등관련영업관리,,,,,0,,0
381,가축분뇨 수집운반업,09_30_01_P,4140000,4.14E+17,2006.5.16,,1,영업/정상,3,영업,,,,,,,,,경기도 연천군 전곡읍 선사로 284,11031,우성환경,2016.8.24 18:37,I,2018.8.31 23:59,,206587.4843,501336.1711,분뇨등관련영업관리,,,,,,,
382,가축분뇨 수집운반업,09_30_01_P,4140000,4.14E+17,2008.6.5,,1,영업/정상,3,영업,,,,,031-832-4521,,486-852,경기도 연천군 청산면 초성리 226-4,,,대흥환경,2013.5.16 10:44,I,2018.8.31 23:59,,206458.6738,499265.583,분뇨등관련영업관리,,,,,,,
383,가축분뇨 수집운반업,09_30_01_P,4140000,4.14E+17,2001.5.26,,1,영업/정상,3,영업,,,,,,,,경기도 연천군 백학면 통구리 469-6,경기도 연천군 백학면 청정로 227,11049,임진환경,2021.12.20 18:07,U,2021.12.22 2:40,축산분뇨 처리업,192470.5314,500193.0676,분뇨등관련영업관리,축산분뇨 처리업,,,,0,,0
384,가축분뇨 수집운반업,09_30_01_P,4140000,4.14E+17,2005.12.12,,1,영업/정상,3,영업,,,,,,,,경기도 연천군 전곡읍 은대리 628-1,경기도 연천군 전곡읍 청정로 2460,11027,일신환경,2021.12.17 11:31,U,2021.12.19 2:40,,205062.154,502962.3658,분뇨등관련영업관리,,,,,0,,0
385,가축분뇨 수집운반업,09_30_01_P,4920000,4.92E+17,2014.5.20,,1,영업/정상,3,영업,,,,,,,527-851,전라남도 강진군 군동면 화산리 997번지,전라남도 강진군 군동면 화방로 405-44,527-851,강진양돈영농조합법인,2014.6.5 17:31,I,2018.8.31 23:59,축산분뇨 처리업,182453.6913,131054.1068,분뇨등관련영업관리,축산분뇨 처리업,,,,,,
386,가축분뇨 수집운반업,09_30_01_P,4870000,4.87E+17,2008.3.25,,1,영업/정상,3,영업,,,,,7825460,,542-803,전라남도 구례군 구례읍 봉남리 103-3,,,정화사,2008.6.30 14:13,I,2018.8.31 23:59,,242235.0463,189752.426,분뇨등관련영업관리,,,,,,,
387,가축분뇨 수집운반업,09_30_01_P,4870000,4.87E+17,2008.3.25,,1,영업/정상,3,영업,,,,,7832578,,,전라남도 구례군 간전면 효곡리 178-2,전라남도 구례군 간전면 선창길 106-11,57629,구례액비유통양돈영농조합법인,2020.12.2 16:42,U,2020.12.4 2:40,,250294.005,182572.2813,분뇨등관련영업관리,,,,,,,
388,가축분뇨 수집운반업,09_30_01_P,4870000,4.87E+17,2011.9.30,,1,영업/정상,3,영업,,,,,,,,"전라남도 구례군 간전면 효곡리 173, 175, 175-7",,,그린액비유통영농조합법인,2020.10.14 10:14,U,2020.10.16 2:40,,,,분뇨등관련영업관리,,,,,,,
389,가축분뇨 수집운반업,09_30_01_P,4140000,4.14E+17,2010.10.22,,1,영업/정상,3,영업,,,,,,,486-902,경기도 연천군 전곡읍 은대리 628-1,경기도 연천군 전곡읍 청정로 2460,486-902,영진환경,2021.9.6 15:05,U,2021.9.8 2:40,,205062.154,502962.3658,분뇨등관련영업관리,,,,,0,,0
390,가축분뇨 수집운반업,09_30_01_P,4390000,4.39E+17,1994.12.10,,1,영업/정상,3,영업,,,,,842-0935,,380-200,충청북도 충주시 용관동 1-23,충청북도 충주시 중원대로 3753 (용관동),,(합)시민환경,2020.10.8 10:42,U,2020.10.10 2:40,,279176.3819,384717.1423,분뇨등관련영업관리,,,,,,,
391,가축분뇨 수집운반업,09_30_01_P,4140000,4.14E+17,2016.10.18,,1,영업/정상,3,영업,,,,,,,486-902,경기도 연천군 전곡읍 은대리 628-1,경기도 연천군 전곡읍 청정로 2460,,지지환경,2021.10.8 11:25,U,2021.10.10 2:40,,205062.154,502962.3658,분뇨등관련영업관리,,,,,0,,0
392,가축분뇨 수집운반업,09_30_01_P,4140000,4.14E+17,2006.4.18,,1,영업/정상,3,영업,,,,,,,486-852,경기도 연천군 청산면 초성리 226-1,경기도 연천군 청산면 학담로96번길 47,486-852,승진환경,2021.1.22 17:48,U,2021.1.24 2:40,,206476.3079,499273.9879,분뇨등관련영업관리,,,,,,,
393,가축분뇨 수집운반업,09_30_01_P,4390000,4.39E+17,1993.12.17,,1,영업/정상,3,영업,,,,,8551173,,380-200,충청북도 충주시 용관동 1-23,충청북도 충주시 중원대로 3753 (용관동),,대평청소사,2020.10.8 10:39,U,2020.10.10 2:40,,279176.3819,384717.1423,분뇨등관련영업관리,,,,,,,
394,가축분뇨 수집운반업,09_30_01_P,4450000,4.45E+17,2001.8.8,,1,영업/정상,3,영업,,,,,435338100,,,,충청북도 진천군 진천읍 중앙서로 53 (진천축산농협),27833,진천축산업협동조합,2020.1.22 16:15,U,2020.1.24 2:40,,239361.7373,372697.8042,분뇨등관련영업관리,,,,,,,
395,가축분뇨 수집운반업,09_30_01_P,4720000,4.72E+17,2019.8.12,,1,영업/정상,3,영업,,,,,,,,전라북도 완주군 봉동읍 장기리 160-4,전라북도 완주군 봉동읍 봉동동서로 140,55326,상원상사,2020.4.9 18:14,U,2020.4.11 2:40,,215027.3219,270983.1989,분뇨등관련영업관리,,,,,,,
396,가축분뇨 수집운반업,09_30_01_P,4730000,4.73E+17,2019.8.21,,1,영업/정상,3,영업,,,,,,,,전라북도 진안군 성수면 좌산리 435-5,전라북도 진안군 성수면 가외반로 109,,상기한우영농조합법인,2019.8.21 17:30,I,2019.8.23 2:22,,229342.4401,242985.7862,분뇨등관련영업관리,,,,,,,
397,가축분뇨 수집운반업,09_30_01_P,4750000,4.75E+17,2019.11.27,,1,영업/정상,3,영업,,,,,063-353-2179,,,전라북도 장수군 번암면 논곡리 365,전라북도 장수군 번암면 성암길 302-1,55661,(유)농업회사법인 진필팜,2022.11.4 13:19,U,2022.11.6 2:40,,249950.1499,222715.7004,분뇨등관련영업관리,,,,,0,,0
398,가축분뇨 수집운반업,09_30_01_P,4450000,4.45E+17,2019.12.3,,1,영업/정상,3,영업,,,,,,,,충청북도 진천군 문백면 태락리 469,충청북도 진천군 문백면 문진로 636,27865,삼풍환경,2022.12.16 14:37,U,2022.12.18 2:40,축산 관련 서비스업,238865.1673,366244.7291,분뇨등관련영업관리,축산 관련 서비스업,,,,0,,0
399,가축분뇨 수집운반업,09_30_01_P,6510000,6.51E+17,2019.12.26,,1,영업/정상,3,영업,,,,,064-759-5458,,,제주특별자치도 제주시 도두이동 1125 제주위생처리장,"제주특별자치도 제주시 제성1길 50, 제주위생처리장 (도두이동)",63116,청수환경위생(주),2023.1.11 10:36,U,2023.1.13 2:40,분뇨 및 축산분뇨 처리업,151854.0371,326.3287353,분뇨등관련영업관리,분뇨 및 축산분뇨 처리업,,,,0,,0
400,가축분뇨 수집운반업,09_30_01_P,4430000,4.43E+17,2019.10.8,,1,영업/정상,3,영업,,,,,"732-8822,731-8118",,,충청북도 옥천군 옥천읍 구일리 385-2,충청북도 옥천군 옥천읍 서대구일로 130-68 (주1동),29057,친환경 우리소 영농조합법인,2019.10.8 15:06,I,2019.10.10 0:22,,253510.323,308676.0785,분뇨등관련영업관리,,,,,,,
401,가축분뇨 수집운반업,09_30_01_P,4170000,4.17E+17,2019.10.16,,1,영업/정상,3,영업,,,,,,,,경기도 양평군 지평면 지평리 485-4,경기도 양평군 지평면 지평로 383,12541,선두기업,2021.5.11 8:16,U,2021.5.13 2:40,축산 관련 서비스업,256386.9379,441766.0562,분뇨등관련영업관리,축산 관련 서비스업,,,,,,
402,가축분뇨 수집운반업,09_30_01_P,4460000,4.46E+17,2019.10.17,,1,영업/정상,3,영업,,,,,,,,충청북도 괴산군 칠성면 율원리 1005-3,충청북도 괴산군 칠성면 둔율1길 7,28019,수지환경,2023.5.3 12:41,U,2023.5.5 2:40,,275723.9304,365124.9735,분뇨등관련영업관리,,,,,0,,0
403,가축분뇨 수집운반업,09_30_01_P,4720000,4.72E+17,2022.1.28,,1,영업/정상,3,영업,,,,,,,,전라북도 완주군 소양면 명덕리 1464-5,,,농촌환경,2022.2.14 9:04,U,2022.2.16 2:40,축산분뇨 처리업,218242.4011,261987.8696,분뇨등관련영업관리,축산분뇨 처리업,,,,0,,0
404,가축분뇨 수집운반업,09_30_01_P,5700000,5.7E+17,2022.3.10,,1,영업/정상,3,영업,,,,,,,,경기도 여주시 현암동 666-1,"경기도 여주시 현암로 11-21, 2층 202호 (현암동)",12638,(주)한강환경,2022.3.11 14:00,I,2022.3.13 0:22,축산분뇨 처리업,255936.7735,423610.6906,분뇨등관련영업관리,축산분뇨 처리업,,,,0,,0
405,가축분뇨 수집운반업,09_30_01_P,5700000,5.7E+17,2022.3.10,,1,영업/정상,3,영업,,,,,,,,경기도 여주시 현암동 666-1,"경기도 여주시 현암로 11-21, 2층 202호 (현암동)",12638,(주)한강환경운수,2022.3.11 13:59,I,2022.3.13 0:22,축산분뇨 처리업,255936.7735,423610.6906,분뇨등관련영업관리,축산분뇨 처리업,,,,0,,0
406,가축분뇨 수집운반업,09_30_01_P,5700000,5.7E+17,2022.3.10,,1,영업/정상,3,영업,,,,,031-884-8820,,,경기도 여주시 현암동 666-1,"경기도 여주시 현암로 11-21, 2층 202호 (현암동)",12638,(주)한강환경특수,2023.3.6 8:56,U,2023.3.8 2:40,축산분뇨 처리업,255936.7735,423610.6906,분뇨등관련영업관리,축산분뇨 처리업,,,,0,,0
407,가축분뇨 수집운반업,09_30_01_P,4720000,4.72E+17,2023.5.31,,1,영업/정상,3,영업,,,,,063-263-0022,,,전라북도 완주군 비봉면 백도리 429,전라북도 완주군 비봉면 율백로 194-13,55307,고산농협 경축순환자원화센터,2023.7.7 17:03,U,2023.7.9 2:40,축산 분뇨 처리업,215214.7198,276150.4762,분뇨등관련영업관리,축산 분뇨 처리업,,,,0,,0
408,가축분뇨 수집운반업,09_30_01_P,4780000,4.78E+17,2023.6.8,,1,영업/정상,3,영업,,,,,,,,전라북도 고창군 흥덕면 흥덕리 51-4 대지다방,"전라북도 고창군 흥덕면 중학교길 8, 대지다방",56413,동성,2023.7.21 14:48,U,2023.7.23 2:40,"지정 외 폐기물 수집, 운반업",173018.8085,224724.2212,분뇨등관련영업관리,"지정 외 폐기물 수집, 운반업",,,,0,,0
409,가축분뇨 수집운반업,09_30_01_P,4730000,4.73E+17,1989.7.11,,1,영업/정상,3,영업,,,,,063-433-3532,,,전라북도 진안군 마령면 계서리 906-2,전라북도 진안군 마령면 오동2길 35-120 (마이유기질비료공장),55451,마이위생공사,2023.7.17 16:22,U,2023.7.19 2:40,,232425.5558,247492.9725,분뇨등관련영업관리,,,,,0,,0
410,가축분뇨 수집운반업,09_30_01_P,4090000,4.09E+17,2007.11.5,,1,영업/정상,3,영업,,,,,031-989-9380,,,경기도 김포시 대곶면 대벽리 819,경기도 김포시 대곶면 약암로 522-38,10050,김포축산업협동조합,2022.12.28 16:56,U,2022.12.30 2:40,,161514.9731,455928.4564,분뇨등관련영업관리,,,,,0,,0
411,가축분뇨 수집운반업,09_30_01_P,3630000,3.63E+17,2012.7.23,,1,영업/정상,3,영업,,,,,062 946 8585,,506-040,광주광역시 광산구 소촌동 529-22,광주광역시 광산구 상무대로 224 (송정동),506-806,(주)가나위생,2013.9.4 18:36,I,2018.8.31 23:59,,181174.6792,182517.7196,분뇨등관련영업관리,,,,,,,
412,가축분뇨 수집운반업,09_30_01_P,4440000,4.44E+17,2017.4.20,,1,영업/정상,3,영업,,,,,,,,충청북도 영동군 황간면 서송원리 1006,충청북도 영동군 황간면 영동황간로 996,29113,복전퇴비,2021.11.3 17:28,U,2021.11.5 2:40,,277533.2768,299373.7338,분뇨등관련영업관리,,,,,0,,0
413,가축분뇨 수집운반업,09_30_01_P,5600000,5.6E+17,2010.11.3,,1,영업/정상,3,영업,,,,,5332850,,487-886,경기도 포천시 영중면 영평리 272-7,경기도 포천시 영중면 전영로 1399,,제일환경,2016.12.22 17:12,I,2018.8.31 23:59,축산분뇨 처리업,218758.379,501573.7177,분뇨등관련영업관리,축산분뇨 처리업,,,,,,
414,가축분뇨 수집운반업,09_30_01_P,5600000,5.6E+17,2010.11.10,,1,영업/정상,3,영업,,,,,315342008,,487-922,경기도 포천시 창수면 주원리 75,경기도 포천시 창수면 옥수로298번길 51,,금주산업,2010.11.12 10:44,I,2018.8.31 23:59,,216624.3611,501038.9767,분뇨등관련영업관리,,,,,,,
415,가축분뇨 수집운반업,09_30_01_P,5600000,5.6E+17,2011.11.1,,1,영업/정상,3,영업,,,,,,,,경기도 포천시 영북면 자일리 676,경기도 포천시 영북면 북원로 148-14,11102,허니비료,2020.3.9 16:37,U,2020.3.11 2:40,기타 비료 및 질소화합물 제조업,224607.2895,512418.9642,분뇨등관련영업관리,기타 비료 및 질소화합물 제조업,,,,,,
416,가축분뇨 수집운반업,09_30_01_P,5600000,5.6E+17,2012.10.10,,1,영업/정상,3,영업,,,,,,,487-882,경기도 포천시 영중면 성동리 895-6,경기도 포천시 영중면 호국로 3042,487-882,두크대학환경,2013.2.22 8:54,I,2018.8.31 23:59,,221681.592,501292.7842,분뇨등관련영업관리,,,,,,,
417,가축분뇨 수집운반업,09_30_01_P,5700000,5.7E+17,1998.2.2,,1,영업/정상,3,영업,,,,,318835317,,469-805,경기도 여주시 하동 137-12,경기도 여주시 여흥로57번길 1 (하동),,여주양돈협회영농조합법인,2017.5.22 9:49,I,2018.8.31 23:59,축산관련 서비스업,255799.5897,421899.8276,분뇨등관련영업관리,축산관련 서비스업,,,,,,
418,가축분뇨 수집운반업,09_30_01_P,5700000,5.7E+17,1999.5.15,,1,영업/정상,3,영업,,,,,031-883-2331,,,경기도 여주시 하동 247-3 여주축협,경기도 여주시 우암로 6 (하동),12623,여주축산업협동조합,2023.7.20 14:05,U,2023.7.22 2:40,,256085.2907,421999.4686,분뇨등관련영업관리,,,,,0,,0
419,가축분뇨 수집운반업,09_30_01_P,5600000,5.6E+17,2002.3.2,,1,영업/정상,3,영업,,,,,,,487-911,경기도 포천시 신북면 가채리 254-5,경기도 포천시 신북면 중앙로 369,,포천축산업협동조합,2011.6.2 13:21,I,2018.8.31 23:59,,218706.4428,490574.5139,분뇨등관련영업관리,,,,,,,
420,가축분뇨 수집운반업,09_30_01_P,5600000,5.6E+17,2005.1.10,,1,영업/정상,3,영업,,,,,,,487-922,경기도 포천시 창수면 오가리 177-4,,,임진환경,2013.3.21 9:56,I,2018.8.31 23:59,,,,분뇨등관련영업관리,,,,,,,
421,가축분뇨 수집운반업,09_30_01_P,5600000,5.6E+17,2008.11.27,,1,영업/정상,3,영업,,,,,,,,경기도 포천시 창수면 주원리 75,경기도 포천시 창수면 옥수로298번길 51,,금주산업,2021.12.3 15:01,U,2021.12.7 2:40,,216624.3611,501038.9767,분뇨등관련영업관리,,,,,0,,0
422,가축분뇨 수집운반업,09_30_01_P,5600000,5.6E+17,2013.2.28,,1,영업/정상,3,영업,,,,,534-9400,,487-886,경기도 포천시 영중면 영평리 712,경기도 포천시 영중면 가영로535번길 155,11130,영평영송영농조합법인,2016.12.20 19:22,I,2018.8.31 23:59,,217267.9574,501259.1932,분뇨등관련영업관리,,,,,,,
423,가축분뇨 수집운반업,09_30_01_P,5600000,5.6E+17,2014.1.8,,1,영업/정상,3,영업,,,,,535-9439,,487-932,경기도 포천시 관인면 사정리 322-2,경기도 포천시 관인면 북원로 455,487-932,농업회사법인 친환경두엄바이오(주),2015.1.5 16:23,I,2018.8.31 23:59,,222122.8419,514195.9928,분뇨등관련영업관리,,,,,,,
424,가축분뇨 수집운반업,09_30_01_P,5380000,5.38E+17,2003.11.8,,1,영업/정상,3,영업,,,,,,,626-851,경상남도 양산시 상북면 외석리 9 외3필지,경상남도 양산시 상북면 신전외석1길 175-1,626-850,양산양돈영농조합법인,2011.10.30 14:15,I,2018.8.31 23:59,,386586.1602,217954.2362,분뇨등관련영업관리,,,,,,,
425,가축분뇨 수집운반업,09_30_01_P,5380000,5.38E+17,2006.4.10,,1,영업/정상,3,영업,,,,,372-7011,,626-801,경상남도 양산시 북부동 691-2,"경상남도 양산시 북안북2길 4, 3층 (북부동)",626-801,양산양돈영농조합법인,2012.5.21 13:32,I,2018.8.31 23:59,,385278.1864,207345.6299,분뇨등관련영업관리,,,,,,,
426,가축분뇨 수집운반업,09_30_01_P,5380000,5.38E+17,2012.11.1,,1,영업/정상,3,영업,,,,,,,626-834,경상남도 양산시 원동면 화제리 2770-3,경상남도 양산시 원동면 뻘등길 102-1,626-834,흙마음영농조합법인,2016.12.5 18:15,I,2018.8.31 23:59,,378563.304,205823.6939,분뇨등관련영업관리,,,,,,,
427,가축분뇨 수집운반업,09_30_01_P,3730000,3.73E+17,2001.5.7,,1,영업/정상,3,영업,,,,,254-2002,,689-804,울산광역시 울주군 언양읍 동부리 383-5,울산광역시 울주군 언양읍 동부2길 35,,서울주정화(주),2022.6.7 17:11,U,2022.6.9 2:40,,392796.7409,231975.8309,분뇨등관련영업관리,,,,,0,,0
428,가축분뇨 수집운반업,09_30_01_P,3730000,3.73E+17,2004.4.26,,1,영업/정상,3,영업,,,,,052 2670331,,680-100,울산광역시 남구 선암동 선암지구 22B 1N,,,㈜조양산업,2009.2.8 18:17,I,2018.8.31 23:59,,,,분뇨등관련영업관리,,,,,,,
429,가축분뇨 수집운반업,09_30_01_P,3730000,3.73E+17,2014.2.18,,1,영업/정상,3,영업,,,,,052-262-2922,,689-806,울산광역시 울주군 언양읍 서부리 171-8,울산광역시 울주군 언양읍 읍성로 20,689-806,처용양돈영농조합법인,2020.5.26 14:54,U,2020.5.28 2:40,,391938.0204,231649.6757,분뇨등관련영업관리,,,,,,,
430,가축분뇨 수집운반업,09_30_01_P,3730000,3.73E+17,2014.2.11,,1,영업/정상,3,영업,,,,,052-262-2922,,689-806,울산광역시 울주군 언양읍 서부리 171-8,울산광역시 울주군 언양읍 읍성로 20,689-806,처용양돈영농조합법인,2020.2.5 9:49,U,2020.2.7 2:40,,391938.0204,231649.6757,분뇨등관련영업관리,,,,,,,
431,가축분뇨 수집운반업,09_30_01_P,3730000,3.73E+17,2009.12.22,,1,영업/정상,3,영업,,,,,2567424,,,울산광역시 울주군 청량읍 상남리 626-3,,,(주)클린환경,2009.12.23 9:21,I,2018.8.31 23:59,분뇨 및 축산폐기물 처리업,409311.0213,223657.3558,분뇨등관련영업관리,분뇨 및 축산폐기물 처리업,,,,,,
432,가축분뇨 수집운반업,09_30_01_P,3730000,3.73E+17,2009.12.16,,1,영업/정상,3,영업,,,,,2567424,,689-864,울산광역시 울주군 청량읍 상남리 626-3,,,(주)클린환경,2009.12.23 9:39,I,2018.8.31 23:59,분뇨 및 축산폐기물 처리업,409311.0213,223657.3558,분뇨등관련영업관리,분뇨 및 축산폐기물 처리업,,,,,,
433,가축분뇨 수집운반업,09_30_01_P,3730000,3.73E+17,2011.1.21,,1,영업/정상,3,영업,,,,,2545838,,,울산광역시 울주군 삼동면 조일리 1056-4,울산광역시 울주군 삼동면 암리2길 84,44956,울주영농조합법인,2020.12.21 10:47,U,2020.12.23 2:40,,390754.7579,225254.2777,분뇨등관련영업관리,,,,,,,
434,가축분뇨 수집운반업,09_30_01_P,3730000,3.73E+17,2011.1.21,,1,영업/정상,3,영업,,,,,2620844,,689-812,울산광역시 울주군 삼남읍 교동리 1612-9,울산광역시 울주군 삼남읍 동향교4길 19,689-812,TOP 환경개발,2012.1.10 18:11,I,2018.8.31 23:59,,391918.0922,230699.9752,분뇨등관련영업관리,,,,,,,
435,가축분뇨 수집운반업,09_30_01_P,4050000,4.05E+17,2007.11.15,,1,영업/정상,3,영업,,,,,031-334-2229,,,경기도 용인시 처인구 포곡읍 유운리 239-1,경기도 용인시 처인구 포곡읍 곡현로 197,17022,포곡모현양돈영농조합법인,2020.12.30 10:18,U,2021.1.1 2:40,,219789.5622,422472.615,분뇨등관련영업관리,,,,,,,
436,가축분뇨 수집운반업,09_30_01_P,4050000,4.05E+17,2002.4.1,,1,영업/정상,3,영업,,,,,313391328,,,경기도 용인시 처인구 포곡읍 유운리 239-1,경기도 용인시 처인구 포곡읍 곡현로 197,17022,신용축산영농조합법인,2022.2.25 15:32,U,2022.2.27 2:40,,219789.5622,422472.615,분뇨등관련영업관리,,,,,0,,0
437,가축분뇨 수집운반업,09_30_01_P,4050000,4.05E+17,2001.12.29,,1,영업/정상,3,영업,,,,,332-2345,,,경기도 용인시 처인구 원삼면 가재월리 820-1,경기도 용인시 처인구 원삼면 가재월로93번길 22,17175,농업회사법인 용인비료 주식회사,2016.1.28 13:23,I,2018.8.31 23:59,,228645.4645,408222.7811,분뇨등관련영업관리,,,,,,,
438,가축분뇨 수집운반업,09_30_01_P,4050000,4.05E+17,2014.3.31,,1,영업/정상,3,영업,,,,,,,,경기도 용인시 처인구 포곡읍 유운리 166-2,경기도 용인시 처인구 포곡읍 곡현로170번길 14,17022,한돈누리 영농조합법인,2016.5.27 10:40,I,2018.8.31 23:59,축산 관련 서비스업,219852.9062,422103.3514,분뇨등관련영업관리,축산 관련 서비스업,,,,,,
439,가축분뇨 수집운반업,09_30_01_P,4050000,4.05E+17,2016.5.17,,1,영업/정상,3,영업,,,,,,,,경기도 용인시 처인구 백암면 백봉리 309,경기도 용인시 처인구 백암면 백봉로 541 (EQB),17180,천지환경,2016.5.17 11:22,I,2018.8.31 23:59,,235139.185,403124.7376,분뇨등관련영업관리,,,,,,,
440,가축분뇨 수집운반업,09_30_01_P,4050000,4.05E+17,2017.6.15,,1,영업/정상,3,영업,,,,,031-334-2229,,,경기도 용인시 처인구 포곡읍 유운리 239-1,경기도 용인시 처인구 포곡읍 곡현로 197 (유운상회),17022,포곡모현마을회,2017.6.16 14:14,I,2018.8.31 23:59,축산분뇨 처리업,219789.5622,422472.615,분뇨등관련영업관리,축산분뇨 처리업,,,,,,
441,가축분뇨 수집운반업,09_30_01_P,4060000,4.06E+17,2000.11.14,,1,영업/정상,3,영업,,,,,,,413-842,경기도 파주시 탄현면 오금리 123,경기도 파주시 탄현면 방촌로879번길 101-15,413-842,현대위생,2020.3.9 13:22,U,2020.3.11 2:40,,175029.0433,479914.8754,분뇨등관련영업관리,,,,,,,
442,가축분뇨 수집운반업,09_30_01_P,4060000,4.06E+17,2000.11.21,,1,영업/정상,3,영업,,,,,,,413-863,경기도 파주시 파주읍 연풍리 483 동광모닝스카이 103동 1102호,"경기도 파주시 파주읍 술이홀로 409-6, 103동 1102호 (동광모닝스카이)",413-863,경화환경,2022.10.31 10:16,U,2022.11.2 2:40,축산분뇨 처리업,185159.7117,481015.541,분뇨등관련영업관리,축산분뇨 처리업,,,,0,,0
443,가축분뇨 수집운반업,09_30_01_P,4060000,4.06E+17,2005.1.10,,1,영업/정상,3,영업,,,,,,,413-826,경기도 파주시 검산동 310 21통1반 유승아파트 101동 1202호,"경기도 파주시 평화로348번길 50, 101동 1202호 (검산동,유승아파트)",413-749,파주위생,2022.12.1 19:03,U,2022.12.3 2:40,축산분뇨 처리업,177473.8719,474731.9196,분뇨등관련영업관리,축산분뇨 처리업,,,,0,,0
