번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(x),좌표정보(y),문화체육업종명,문화사업자구분명,지역구분명,총층수,주변환경명,제작취급품목내용,보험기관명,건물용도명,지상층수,지하층수,객실수,건축연면적,영문상호명,영문상호주소,선박총톤수,선박척수,선박제원,무대면적,좌석수,기념품종류,회의실별동시수용인원,시설면적,놀이기구수내역,놀이시설수,방송시설유무,발전시설유무,의무실유무,안내소유무,기획여행보험시작일자,기획여행보험종료일자,자본금,보험시작일자,보험종료일자,부대시설내역,시설규모,관광숙박업상세명
1784,관광숙박업,03_11_01_P,5350000,CDFI2260032021000002,2021.10.27,,1,영업/정상,13,영업중,,,,,,,,경상남도 김해시 어방동 532-5,경상남도 김해시 활천로237번길 8-13 (어방동),50819,아몬드키즈관광호텔,2023.6.12 11:08,U,2023.6.14 2:40,,373432.6098,195442.4617,관광숙박업,,일반상업지역,10,,,,숙박시설,9,1,42,0,,,0,0,,0,0,,0,417.7,,0,,,,,,,8000000000,,,,418,관광호텔업
1785,관광숙박업,03_11_01_P,3490000,CDFI2260032021000013,2021.11.25,,1,영업/정상,13,영업중,,,,,032-752-9892,,,인천광역시 중구 을왕동 694-6,인천광역시 중구 용유서로 262-15 (을왕동),22383,JN PARK HOTEL(제이앤파크호텔),2023.4.10 10:09,U,2023.4.12 2:40,,144981.8509,438261.3965,관광숙박업,,자연녹지지역,0,,,,숙박시설,7,5,80,6913,JN PARK HOTEL,TYPE OF BUSINESS : Hotel,0,0,,0,0,,0,6912.99,,0,,,,,,,100000000,,,,6913,관광호텔업
1786,관광숙박업,03_11_01_P,5260000,CDFI2260032021000002,2021.11.25,,1,영업/정상,13,영업중,,,,,054-791-5511,,,경상북도 울릉군 울릉읍 저동리 52-7 관광호스텔,경상북도 울릉군 울릉읍 봉래길 6-75,40218,다온프라임 호스텔,2022.7.15 11:40,U,2022.7.17 2:40,,545538.4165,451142.8136,관광숙박업,,,8,,,,,8,0,48,0,,,0,0,,0,0,,0,2222.58,,0,,,,,,,0,,,,2223,호스텔업
1787,관광숙박업,03_11_01_P,4990000,CDFI2260032021000001,2021.11.15,,1,영업/정상,13,영업중,,,,,061-554-1000,,,전라남도 완도군 신지면 대곡리 206-1,전라남도 완도군 신지면 울몰길 49,59146,루미아호텔앤리조트,2021.12.20 11:48,U,2021.12.22 2:40,,184626.9761,92578.82348,관광숙박업,,관리지역,3,기타,,,호텔,3,1,60,4566,,,0,0,,0,0,,0,36895,,0,,,,,,,200000000,,,,36895,가족호텔업
1788,관광숙박업,03_11_01_P,3620000,CDFI2260032021000001,2021.12.9,,1,영업/정상,13,영업중,,,,,062-376-3000,,,광주광역시 북구 운암동 450-4,광주광역시 북구 대자로106번길 10-6 (운암동),61262,에이치원호텔,2023.5.19 13:35,U,2023.5.21 2:40,,189338.6387,185955.8705,관광숙박업,,근린상업지역,13,기타,,,호텔,12,1,87,4999,,,0,0,,0,0,,0,4998.5,,0,,,,,,,500000000,,,,4999,관광호텔업
1789,관광숙박업,03_11_01_P,3180000,CDFI2260032021000002,2021.12.2,,1,영업/정상,13,영업중,,,,,,,,서울특별시 영등포구 양평동3가 33-5,서울특별시 영등포구 선유서로31길 10-4 (양평동3가),7269,상상그린 G. HOUSE,2022.12.12 16:56,U,2022.12.14 2:40,,189814.2911,447182,관광숙박업,,,10,,,,,9,1,46,0,,,0,0,,0,0,,0,996.33,,0,,,,,,,0,,,,996,호스텔업
1790,관광숙박업,03_11_01_P,4810000,CDFI2260032021000027,2021.12.3,,1,영업/정상,13,영업중,,,,,,,,전라남도 여수시 돌산읍 평사리 1395-83,전라남도 여수시 돌산읍 돌산로 3159-4,59771,라벤다,2021.12.3 15:55,I,2021.12.5 0:22,,269379.4288,134133.6625,관광숙박업,,자연녹지지역,0,기타,,,숙박시설,3,0,0,0,,,0,0,,0,0,,0,282.41,,0,,,,,,,52000000,,,,282,호스텔업
1791,관광숙박업,03_11_01_P,4810000,CDFI2260032021000028,2021.12.3,,1,영업/정상,13,영업중,,,,,,,,전라남도 여수시 돌산읍 평사리 1395-84,전라남도 여수시 돌산읍 돌산로 3159-6,59771,가즈아,2021.12.3 15:55,I,2021.12.5 0:22,,269369.1696,134091.4467,관광숙박업,,자연녹지지역,0,기타,,,,3,1,0,0,,,0,0,,0,0,,0,282.12,,0,,,,,,,0,,,,282,호스텔업
1792,관광숙박업,03_11_01_P,4810000,CDFI2260032021000029,2021.12.3,,1,영업/정상,13,영업중,,,,,,,,전라남도 여수시 봉산동 253-13,전라남도 여수시 봉산남2길 15 (봉산동),59762,동백에어 B&B,2021.12.6 11:08,U,2021.12.8 2:40,,266060.1608,137611.9155,관광숙박업,,일반주거지역,0,주택가주변,,,숙박시설,2,0,0,0,,,0,0,,0,0,,0,48.69,,0,,,,,,,20000000,,,,49,호스텔업
1793,관광숙박업,03_11_01_P,6520000,CDFI2260032021000004,2021.12.9,,1,영업/정상,13,영업중,,,,,064-909-9999,,,제주특별자치도 서귀포시 대정읍 안성리 214,제주특별자치도 서귀포시 대정읍 일주서로 2093,63520,프리뮬러호텔,2023.4.28 17:01,U,2023.4.30 2:40,,134067.6848,-27130.67494,관광숙박업,,자연녹지지역,5,,,,,4,1,0,0,,,0,0,,0,0,,0,4448.6,,0,,,,,,,0,,,,4449,가족호텔업
1794,관광숙박업,03_11_01_P,4810000,CDFI2260032021000026,2021.11.12,,1,영업/정상,13,영업중,,,,,,,,전라남도 여수시 돌산읍 평사리 36-9,전라남도 여수시 돌산읍 계동해안길 93,59774,펜시오션 풀빌라,2021.12.29 7:52,U,2021.12.31 2:40,,272749.997,129445.7642,관광숙박업,,관리지역,3,기타,,,숙박시설,1,2,0,0,,,0,0,,0,0,,0,853.1,,0,,,,,,,1000000000,,,,853,호스텔업
1795,관광숙박업,03_11_01_P,4800000,CDFI2260032021000004,2021.11.19,,1,영업/정상,13,영업중,,,,,,,,전라남도 목포시 달동 817-25,전라남도 목포시 고하도길 61 (달동),58762,더(The)라온,2021.11.19 16:59,I,2021.11.21 0:22,,141990.6396,140349.8674,관광숙박업,,자연녹지지역,3,,,,숙박시설,3,0,0,0,,,0,0,,0,0,,0,818,,0,,,,,,,1129484000,,,,818,호스텔업
1796,관광숙박업,03_11_01_P,4800000,CDFI2260032021000005,2021.11.19,,1,영업/정상,13,영업중,,,,,,,,전라남도 목포시 달동 817-81,전라남도 목포시 고하도길 57 (달동),58762,바닷가 하얀목화밭,2023.2.23 9:19,U,2023.2.25 2:40,,141969.7705,140333.3362,관광숙박업,,자연녹지지역,3,,,,숙박시설,3,0,0,0,,,0,0,,0,0,,0,865,,0,,,,,,,1459166000,,,,865,호스텔업
1797,관광숙박업,03_11_01_P,4160000,CDFI2260032023000004,2023.3.2,,1,영업/정상,13,영업중,,,,,,,,경기도 가평군 가평읍 달전리 138-11,"경기도 가평군 가평읍 북한강변로 1007-82, 가평남이섬 블리스 풀빌라 펜션",12422,가평남이섬 블리스 풀빌라 펜션,2023.3.2 16:20,I,2023.3.4 0:41,,245954.5691,478008.2129,관광숙박업,,자연녹지지역,4,,,,숙박시설,4,0,0,0,,,0,0,,0,0,,0,353.36,,0,,,,,,,1220000000,,,,353,호스텔업
1798,관광숙박업,03_11_01_P,4420000,CDFI2260032003000001,2003.2.6,,1,영업/정상,13,영업중,,,,,043-542-5281,,,충청북도 보은군 속리산면 사내리 198-1 관광호텔,"충청북도 보은군 속리산면 법주사로 305, 관광호텔",28908,레이크힐스 호텔속리산,2023.2.15 15:37,U,2023.2.18 2:40,,273813.7542,337295.8973,관광숙박업,,,10,기타,,,숙박시설,9,1,132,12476,Lake hills hotel songnisan,Tourist Accomodation Business,0,0,,0,0,,0,9954,,0,,,,,,,0,,,,9954,관광호텔업
1799,관광숙박업,03_11_01_P,4620000,CDFI2260032023000001,2023.2.2,,1,영업/정상,13,영업중,,,,,,,,충청남도 태안군 남면 원청리 512-45,충청남도 태안군 남면 청포대길 57-66,32157,슈슈풀빌라,2023.2.2 11:22,I,2023.2.4 0:41,,137525.1119,348614.7635,관광숙박업,,관리지역,4,기타,,,숙박시설,4,0,3,494,,,0,0,,0,0,,0,493.91,,0,,,,,,,600000000,,,,494,호스텔업
1800,관광숙박업,03_11_01_P,5340000,CDFI2260032023000001,2023.2.15,,1,영업/정상,13,영업중,,,,,,,,경상남도 사천시 서포면 비토리 산 9-9,경상남도 사천시 서포면 토끼로 245-39,52545,아르비토,2023.2.21 16:32,U,2023.2.23 2:40,,288117.789,165713.0377,관광숙박업,,관리지역,2,,,농헙손해보험(재난배상책임보험),숙박시설,2,0,6,686,,,0,0,,0,0,,0,671.2,,0,,,,,,,0,,,,671,호스텔업
1801,관광숙박업,03_11_01_P,3000000,CDFI2260032023000001,2023.2.15,,1,영업/정상,13,영업중,,,,,,,,서울특별시 종로구 원남동 233 종로하루,"서울특별시 종로구 창경궁로21가길 5-3, 종로하루 (원남동)",3136,종로하루,2023.2.17 10:02,U,2023.2.19 2:40,,199626.3522,452520.3925,관광숙박업,,상업지역,2,학교정화(상대),,,,2,0,2,0,JONGNO HARU,Tourist Accomodation Business(Hostel),0,0,,0,0,,0,42.98,,0,,,,,,,0,,,,43,호스텔업
1802,관광숙박업,03_11_01_P,4810000,CDFI2260032023000004,2023.3.29,,1,영업/정상,13,영업중,,,,,,,,전라남도 여수시 돌산읍 평사리 산 318-49,"전라남도 여수시 돌산읍 돌산로 3169-24, 스톤아일랜드",59771,스톤아일랜드 풀빌라,2023.6.23 8:44,U,2023.6.25 2:40,,269170.6519,134077.4567,관광숙박업,,자연녹지지역,0,,,,숙박시설,2,2,0,0,,,0,0,,0,0,,0,2365.09,,0,,,,,,,0,,,,2365,호스텔업
1803,관광숙박업,03_11_01_P,3160000,CDFI2260032023000001,2023.2.8,,1,영업/정상,13,영업중,,,,,,,,서울특별시 구로구 구로동 707-11,서울특별시 구로구 가마산로 158-2 (구로동),8310,"지니의 2층 3룸 주택(Genie's second floor, three room house)",2023.2.8 18:28,I,2023.2.10 0:40,,189450.2646,443088.5288,관광숙박업,,일반주거지역,3,기타,,,단독주택,3,0,0,0,,,0,0,,0,0,,0,62.25,,0,,,,,,,60000000,,,,62,
1804,관광숙박업,03_11_01_P,4800000,CDFI2260032023000001,2023.2.10,,1,영업/정상,13,영업중,,,,,,,,전라남도 목포시 창평동 3-12,전라남도 목포시 호남로52번길 14-1 (창평동),58723,The 좋은집,2023.2.10 15:56,I,2023.2.12 0:41,,143534.254,144040.5486,관광숙박업,,상업지역,3,,,,숙박시설,3,0,0,0,,,0,0,,0,0,,0,176.76,,0,,,,,,,0,,,,177,호스텔업
1805,관광숙박업,03_11_01_P,3380000,CDFI2260032023000002,2023.2.10,,1,영업/정상,13,영업중,,,,,50713684441,,,부산광역시 수영구 민락동 181-154 오션브릿지,"부산광역시 수영구 광안해변로278번길 42, 오션브릿지 B동 5~6층 (민락동)",48283,그레이193호텔,2023.2.13 16:55,U,2023.2.15 2:40,,393521.9986,185933.101,관광숙박업,,,15,,,,,6,0,25,0,,,0,0,,0,0,,0,1084.37,,0,,,,,,,16000000,,,,1084,소형호텔업
1806,관광숙박업,03_11_01_P,3780000,CDFI2260032023000001,2023.3.24,,1,영업/정상,13,영업중,,,,,031-678-5500,,,경기도 성남시 분당구 정자동 3-2,경기도 성남시 분당구 백현로 26 (정자동),13553,더블트리 바이 힐튼 서울 판교 레지던스,2023.3.28 8:09,U,2023.3.30 2:40,,209146.6344,430959.1744,관광숙박업,,일반상업지역,24,,,,호텔,20,4,0,0,,,0,0,,0,0,,0,33083.65,,0,,,,,,,0,,,,33084,가족호텔업
1807,관광숙박업,03_11_01_P,3780000,CDFI2260032023000002,2023.3.24,,1,영업/정상,13,영업중,,,,,031-678-5500,,,경기도 성남시 분당구 정자동 3-2,경기도 성남시 분당구 백현로 26 (정자동),13553,더블트리 바이 힐튼 서울 판교,2023.3.27 17:03,U,2023.3.29 2:40,,209146.6344,430959.1744,관광숙박업,,일반상업지역,25,,,,호텔,21,4,0,0,,,0,0,,0,0,,0,49979.62,,0,,,,,,,0,,,,49980,관광호텔업
1808,관광숙박업,03_11_01_P,3400000,CDFI2260032023000002,2023.2.16,,1,영업/정상,13,영업중,,,,,,,,부산광역시 기장군 일광읍 문중리 180-34,부산광역시 기장군 일광읍 장곡길 83-10,46039,메르벨르A,2023.5.19 13:56,U,2023.5.21 2:40,,404495.6347,202847.2593,관광숙박업,,자연녹지지역,5,,,현대해상,,4,1,4,0,,,0,0,,0,0,,0,373.46,,0,,,,,,,0,,,,373,호스텔업
1809,관광숙박업,03_11_01_P,3400000,CDFI2260032023000003,2023.2.16,,1,영업/정상,13,영업중,,,,,,,,부산광역시 기장군 일광읍 문중리 180-28,부산광역시 기장군 일광읍 장곡길 83-12,46039,메르벨르B,2023.5.19 13:56,U,2023.5.21 2:40,,404480.6877,202833.2111,관광숙박업,,자연녹지지역,4,,,현대해상,,4,0,4,0,,,0,0,,0,0,,0,275.01,,0,,,,,,,0,,,,275,호스텔업
1810,관광숙박업,03_11_01_P,3490000,CDFI2260032023000001,2023.3.17,,1,영업/정상,13,영업중,,,,,032-747-0170,,,인천광역시 중구 을왕동 783-1,인천광역시 중구 용유서로348번길 11-12 (을왕동),22383,어울림 펜션,2023.4.10 10:10,U,2023.4.12 2:40,,144514.9304,438786.6616,관광숙박업,,자연녹지지역,2,,,,숙박시설,0,0,10,550,,,0,0,,0,0,,0,550.16,,0,,,,,,,0,,,,550,호스텔업
1811,관광숙박업,03_11_01_P,4640000,CDFI2260032023000002,2023.3.17,,1,영업/정상,13,영업중,,,,,,,,전라북도 전주시 완산구 남노송동 536-19,전라북도 전주시 완산구 한지길 9-4 (남노송동),55040,살구 스테이,2023.3.30 15:25,U,2023.4.1 2:40,,213790.0824,257737.6453,관광숙박업,,,3,,,,,0,0,2,0,,,0,0,,0,0,,0,199.17,,0,,,,,,,0,,,,199,호스텔업
1812,관광숙박업,03_11_01_P,6520000,CDFI2260032023000001,2023.3.7,,1,영업/정상,13,영업중,,,,,064-738-7765,,,제주특별자치도 서귀포시 호근동 399,제주특별자치도 서귀포시 태평로 152 (호근동),63571,삼매봉호텔,2023.3.20 18:02,U,2023.3.22 2:40,,156876.8349,-28023.62163,관광숙박업,,,0,,,,,0,0,0,0,,,0,0,,0,0,,0,486.57,,0,,,,,,,0,,,,487,관광호텔업
1813,관광숙박업,03_11_01_P,6520000,CDFI2260032016001106,2016.4.22,,1,영업/정상,13,영업중,,,,,,,,제주특별자치도 서귀포시 호근동 285-1 델앤델리조트,"제주특별자치도 서귀포시 태평로 156, 델앤델리조트 (호근동)",63571,오레브 리조트(O'reve RESORT),2023.2.23 13:30,U,2023.2.25 2:40,,157061.2235,-27848.95799,관광숙박업,,,0,,,,콘도미니엄,4,1,78,29676,,,0,0,,0,0,,0,0,,0,,,,,,,0,,,,0,휴양콘도미니엄업
1814,관광숙박업,03_11_01_P,3020000,CDFI2260032023000001,2023.3.27,,1,영업/정상,13,영업중,,,,,02-748-4417,,,서울특별시 용산구 한강로3가 40-708,서울특별시 용산구 한강대로23길 25 (한강로3가),4378,나인트리 프리미어 로카우스호텔 서울 용산(Nine Tree Premier ROKAUS Hotel Seoul Yongsan),2023.3.27 16:04,I,2023.3.29 0:41,,196785.4048,447267.9829,관광숙박업,,일반상업지역,0,,,,,30,7,0,0,,,0,0,,0,0,,0,0,,0,,,,,,,0,,,,0,관광호텔업
1815,관광숙박업,03_11_01_P,4920000,CDFI2260032023000001,2023.2.20,,1,영업/정상,13,영업중,,,,,061-430-3386,,,전라남도 강진군 강진읍 동성리 305-2,전라남도 강진군 강진읍 탐진로 166-7,59225,강진스테이오소,2023.2.20 9:32,I,2023.2.22 0:41,,179091.0546,127304.7683,관광숙박업,,,0,,,,,0,0,0,0,,,0,0,,0,0,,0,0,,0,,,,,,,0,,,,0,호스텔업
1816,관광숙박업,03_11_01_P,3720000,CDFI2260032023000001,2023.3.30,,1,영업/정상,13,영업중,,,,,052-286-6900,,,울산광역시 북구 산하동 1022-8,"울산광역시 북구 산음10길 40, 솔레이 (산하동)",44264,솔레이 호텔,2023.6.14 15:18,U,2023.6.16 2:40,,421047.4599,239067.1806,관광숙박업,,일반상업지역,10,,,,숙박시설,10,0,31,3686,,,0,0,,0,0,,0,405.49,,0,,,,,,,0,,,,405,관광호텔업
1817,관광숙박업,03_11_01_P,4640000,CDFI2260032023000001,2023.2.20,,1,영업/정상,13,영업중,,,,,063-283-0300,,,전라북도 전주시 완산구 남노송동 536-10,전라북도 전주시 완산구 한지길 9-2 (남노송동),55040,인센스,2023.3.14 9:28,U,2023.3.16 2:40,,213773.7085,257748.177,관광숙박업,,일반상업지역,3,,,,,0,0,2,0,,,0,0,,0,0,,0,149.28,,0,,,,,,,0,,,,149,호스텔업
1818,관광숙박업,03_11_01_P,4810000,CDFI2260032023000001,2023.2.3,,1,영업/정상,13,영업중,,,,,,,,전라남도 여수시 돌산읍 평사리 1383-9,,,토리 키즈 풀빌라,2023.2.7 16:46,U,2023.2.9 2:40,,,,관광숙박업,,자연녹지지역,0,,,,숙박시설,2,0,0,0,,,0,0,,0,0,,0,1330,,0,,,,,,,2500000000,,,,1330,호스텔업
1819,관광숙박업,03_11_01_P,4160000,CDFI2260032023000003,2023.2.3,,1,영업/정상,13,영업중,,,,,,,,경기도 가평군 상면 임초리 216-8,경기도 가평군 상면 임초밤안골로 120-23,12447,빌라드오,2023.7.5 15:44,U,2023.7.7 2:40,,232613.4774,473006.2983,관광숙박업,,관리지역,0,,,,숙박시설,2,0,0,0,,,0,0,,0,0,,0,0,,0,,,,,,,100000000,,,,0,호스텔업
1820,관광숙박업,03_11_01_P,3380000,CDFI2260032023000001,2023.2.9,,1,영업/정상,13,영업중,,,,,,,,부산광역시 수영구 민락동 179-13,"부산광역시 수영구 광안로 67, 6층 (민락동)",48284,지상낙원,2023.2.9 9:10,I,2023.2.11 0:40,,393062.2441,185989.3036,관광숙박업,,,6,,,,,6,1,7,0,,,0,0,,0,0,,0,287.13,,0,,,,,,,19000000,,,,287,호스텔업
1821,관광숙박업,03_11_01_P,5200000,CDFI2260032023000001,2023.3.6,,1,영업/정상,13,영업중,,,,,,,,경상북도 고령군 대가야읍 지산리 232-106,경상북도 고령군 대가야읍 시장1길 9-10,40138,대가야의 목금토-꿈꾸는 시간여행자센터,2023.5.8 10:35,U,2023.5.10 2:40,,314449.0546,248008.5038,관광숙박업,,일반주거지역,2,,,,숙박시설,2,0,0,0,,,0,0,,0,0,,0,395.39,,0,,,,,,,0,,,,395,호스텔업
1822,관광숙박업,03_11_01_P,4030000,CDFI2260032023000001,2023.2.13,,1,영업/정상,13,영업중,,,,,031-462-9300,,,경기도 의왕시 삼동 735,경기도 의왕시 오봉산단3로 14 (삼동),16079,마요트 관광호텔,2023.7.13 17:07,U,2023.7.15 2:40,,195825.0436,425038.0234,관광숙박업,,,0,,,,숙박시설,16,3,82,0,Mayotte Hotel,Tourist Accommodation Business(Hotel Business),0,0,,0,0,,0,0,,0,,,,,,,20000000000,,,,0,관광호텔업
1823,관광숙박업,03_11_01_P,4810000,CDFI2260032023000002,2023.3.28,,1,영업/정상,13,영업중,,,,,,,,전라남도 여수시 돌산읍 평사리 1395-93,"전라남도 여수시 돌산읍 몰둠벙길 21-39, 씨메르리조트",59771,씨메르리조트,2023.3.28 15:58,I,2023.3.30 0:41,,,,관광숙박업,,자연녹지지역,0,,,,숙박시설,4,2,0,0,,,0,0,,0,0,,0,1281.92,,0,,,,,,,0,,,,1282,호스텔업
1824,관광숙박업,03_11_01_P,4810000,CDFI2260032023000003,2023.3.28,,1,영업/정상,13,영업중,,,,,,,,전라남도 여수시 소라면 사곡리 442,전라남도 여수시 소라면 궁항길 127-38,59607,멜로우오렌지,2023.3.28 15:59,I,2023.3.30 0:41,,252233.1113,141973.9708,관광숙박업,,자연녹지지역,0,,,,숙박시설,2,1,0,0,,,0,0,,0,0,,0,947.4,,0,,,,,,,0,,,,947,호스텔업
1825,관광숙박업,03_11_01_P,5600000,CDFI2260032023000001,2023.2.13,,1,영업/정상,13,영업중,,,,,,,,경기도 포천시 영중면 거사리 894,경기도 포천시 영중면 금화봉4길 77-1,11130,힐마루 골프앤리조트 포천(A-타워형),2023.2.13 9:04,I,2023.2.15 0:40,,219684.8617,498694.7408,관광숙박업,,,0,,,,,0,0,0,0,,,0,0,,0,0,,0,0,,0,,,,,,,0,,,,0,휴양콘도미니엄업
1826,관광숙박업,03_11_01_P,3380000,CDFI2260032023000003,2023.3.20,,1,영업/정상,13,영업중,,,,,051-757-4415,,,부산광역시 수영구 광안동 89-22,부산광역시 수영구 수영로680번길 14 (광안동),48267,메종드센텀,2023.3.20 11:19,I,2023.3.22 0:41,,392687.4962,187276.3328,관광숙박업,,일반상업지역,5,학교정화(상대),,,,5,1,29,1282,,,0,0,,0,0,,0,1281.74,,0,,,,,,,90000000,,,,1282,호스텔업
1827,관광숙박업,03_11_01_P,4790000,CDFI2260032023000001,2023.3.20,,1,영업/정상,13,영업중,,,,,063-581-1000,,,전라북도 부안군 변산면 격포리 650,전라북도 부안군 변산면 궁항영상길 68,56340,태왕리조트,2023.7.28 14:56,U,2023.7.30 2:40,,151557.3289,234362.0775,관광숙박업,,관리지역,6,기타,,,숙박시설,4,2,0,0,,,0,0,,0,0,,0,4104.71,,0,,,,,,,100000000,,,,4105,호스텔업
1828,관광숙박업,03_11_01_P,5430000,CDFI2260032007000003,2007.4.12,,1,영업/정상,13,영업중,,,,,055)867-5111,,668-833,경상남도 남해군 미조면 송정리 837번지,경상남도 남해군 미조면 미송로 249-11,,남해파라다이스콘도미니엄,2018.6.19 10:08,I,2018.8.31 23:59,,294403.5867,134972.7905,관광숙박업,관광사업,,,기타,,,콘도미니엄,3,2,,,,,,,,,,,,1339.4,,,,,,,,,14620000000,,,,1339,휴양콘도미니엄업
1829,관광숙박업,03_11_01_P,5430000,CDFI2260032007000004,2007.4.16,,1,영업/정상,13,영업중,,,,,,,668-833,경상남도 남해군 미조면 송정리 837,경상남도 남해군 미조면 미송로 249-11,668-833,남해베네치아리조트,2020.12.15 15:55,U,2020.12.17 2:40,,294403.5867,134972.7905,관광숙박업,관광사업,,,기타,,,콘도미니엄,3,2,,,,,,,,,,,,1339.4,,,,,,,,,14620000000,,,,1339,휴양콘도미니엄업
1830,관광숙박업,03_11_01_P,5430000,CDFI2260032013000001,2013.12.10,,1,영업/정상,13,영업중,,,,,1644-0280,,668-853,경상남도 남해군 창선면 진동리 1332,경상남도 남해군 창선면 흥선로 1545,52455,남해 사우스케이프 오너스클럽,2023.5.2 18:23,U,2023.5.4 2:40,,298278.4559,149133.5742,관광숙박업,,관리지역,5,기타,,,콘도미니엄,3,2,59,6173,,,,,,,,,,8163,,,,,,,,,3606000000,,,,8163,휴양콘도미니엄업
1831,관광숙박업,03_11_01_P,5430000,CDFI2260032015000001,2015.8.24,,1,영업/정상,13,영업중,,,,,055 867 1111,,,경상남도 남해군 창선면 대벽리 178-26번지,경상남도 남해군 창선면 서부로 1503-16 (라피스가족호텔),52449,라피스호텔,2020.5.19 18:45,U,2020.5.21 2:40,,293749.4873,158282.1301,관광숙박업,,관리지역,5,기타,,,숙박시설,5,2,53,6165,,,,,,,,,,6165.23,,,,,,,,,2000000000,,,,6165,가족호텔업
1832,관광숙박업,03_11_01_P,5430000,CDFI2260032016000001,2016.9.27,,1,영업/정상,13,영업중,,,,,055-860-3604,,,"경상남도 남해군 서면 서상리 1316-5번지 서상게스트하우스,서상항여객선터미널","경상남도 남해군 서면 남서대로1687번길 28-12, 서상게스트하우스,서상항여객선터미널",52410,서상게스트하우스,2019.2.7 9:23,U,2019.2.9 2:40,,276252.7679,146067.1713,관광숙박업,,관리지역,2,,,,숙박시설,2,,5,825,,,,,,,,,,442.97,,,,,,,,,,,,,443,호스텔업
1833,관광숙박업,03_11_01_P,5430000,CDFI2260031999000001,1999.11.10,,1,영업/정상,13,영업중,,,,,,,668-833,경상남도 남해군 미조면 송정리 산 324번지,,,신세계송정마리나콘도미니엄,2005.8.9 16:32,I,2018.8.31 23:59,,,,관광숙박업,관광사업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1834,관광숙박업,03_11_01_P,5430000,CDFI2260032003000001,2003.3.6,,1,영업/정상,13,영업중,,,,,,,668-873,경상남도 남해군 서면 서상리 1182-9,경상남도 남해군 서면 스포츠파크길 73,,남해스포츠파크호텔,2021.8.13 13:09,U,2021.8.15 2:40,,276399.0142,145371.2018,관광숙박업,,관리지역,9,,,,숙박시설,9,1,95,,NAMHAE LEISURE LTD,TOURIST ACCOMMODATIONS,,,,,,,,10216.41,,,,,,,,,,,,,10216,가족호텔업
1835,관광숙박업,03_11_01_P,5430000,CDFI2260032005000001,2005.2.2,,1,영업/정상,13,영업중,,,,,055-867-4710,,,경상남도 남해군 삼동면 물건리 5-1 남송가족호텔,경상남도 남해군 삼동면 동부대로1122번길 132-52,52447,남해시즌Family호텔,2020.10.27 10:21,U,2020.10.29 2:40,,296273.5746,145308.3122,관광숙박업,,관리지역,6,,,,숙박시설,6,1,37,2505,,,,,,,,,,10161,,,,,,,,,,,,,10161,가족호텔업
1836,관광숙박업,03_11_01_P,5350000,CDFI2260032014000001,2014.2.6,,1,영업/정상,13,영업중,,,,,055-310-1100,,621-280,경상남도 김해시 대청동 56-14,경상남도 김해시 번화1로67번길 20 (대청동),50988,호텔 파인 그로브,2022.8.8 13:56,U,2022.8.11 2:40,,363672.9334,189673.4658,관광숙박업,,,11,,,,호텔,8,3,63,,Hotel Pine Grove,,,,,,,,,6905.99,,,,,,,,,,,,,6906,관광호텔업
1837,관광숙박업,03_11_01_P,5350000,CDFI2260032014000002,2014.12.29,,1,영업/정상,13,영업중,,,,,055-344-5000,,621-907,경상남도 김해시 부원동 307,경상남도 김해시 김해대로 2360 (부원동),50940,고려개발(주)아이스퀘어호텔,2023.5.19 16:37,U,2023.5.26 8:48,,371547.8538,193488.6726,관광숙박업,,일반상업지역,19,,,메리츠화재해상보험,호텔,16,3,181,0,,,0,0,,0,0,,0,24051.76,,0,,,,,,,0,,,,24052,관광호텔업
1838,관광숙박업,03_11_01_P,5340000,CDFI2260032005000001,2005.5.26,,1,영업/정상,13,영업중,,,,,855-0005,,,경상남도 사천시 사천읍 수석리 277,경상남도 사천시 사천읍 역사길 12 (사천관광호텔 주식회사),52519,사천관광호텔 주식회사,2023.4.26 19:27,U,2023.4.28 2:40,,298899.0057,176356.0331,관광숙박업,관광사업,상업지역,6,기타,,,숙박시설,5,1,57,5642,Sacheon Tourist Hotel Corporated,Tourist Accommddations(Tourist Hotel),,,,,,,,5641.81,,,,,,,,,,,,,5642,관광호텔업
1839,관광숙박업,03_11_01_P,5340000,CDFI2260032013000001,2013.10.10,,1,영업/정상,13,영업중,,,,,055-855-4242,,664-826,경상남도 사천시 서포면 비토리 255-4,경상남도 사천시 서포면 토끼로 245-5,52545,비토섬신우리조트,2023.7.14 8:39,U,2023.7.16 2:40,,288104.4589,165488.1673,관광숙박업,,관리지역,4,,,현대해상화재보험,숙박시설,4,0,30,1824,,,0,0,,0,0,,0,714.24,,0,,,,,,,50000000,,,,714,휴양콘도미니엄업
