순번,시도본부,소방서,119안전센터명,주소,전화번호
638,충북,청주서부,가경119안전센터,충청북도 청주시 흥덕구 가경로 143,043-249-9804
639,충북,청주서부,복대119안전센터,충청북도 청주시 흥덕구 공단로 93,043-249-9822
640,충북,청주서부,산남119안전센터,충청북도 청주시 서원구 산미로 70,043-249-9837
641,충북,청주서부,사직119안전센터,충청북도 청주시 서원구 사직대로 229,043-249-9852
642,충북,청주서부,남이119안전센터,충청북도 청주시 서원구 청남로 866,043-249-9867
643,충북,청주서부,오송119안전센터,충청북도 청주시 흥덕구 오송생명3로 71-5,043-249-9882
644,충북,충주,목행119안전센터,충청북도 충주시 목행산단7로 9,043-841-3331
645,충북,충주,호암119안전센터,충청북도 충주시 호암대로 13,043-841-3341
646,충북,충주,연수119안전센터,충청북도 충주시 동수10길 1,043-841-3382
647,충북,충주,서충주119안전센터,충청북도 충주시 대소원면 영평리 538 ,043-841-3391
648,충북,충주,수안보119안전센터,충청북도 충주시 수안보면 관동길 9-7,043-841-3351
649,충북,충주,주덕119안전센터,충청북도 충주시 주덕읍 산양로 35,043-841-3361
650,충북,충주,앙성119안전센터,충청북도 충주시 앙성면 가곡로 1019,043-841-3371
651,충북,제천,의림지119안전센터,충청북도 제천시 신죽하로 164,043-641-7300
652,충북,제천,화산119안전센터,충청북도 제천시 강명길 17,043-641-7311
653,충북,제천,봉양119안전센터,충청북도 제천시 봉양읍 북부로1433,043-641-7341
654,충북,보은,보은119안전센터,충청북도 보은군 보은읍 남부로 4415,043-773-0210
655,충북,보은,속리산119안전센터,충청북도 보은군 속리산면 법주사로 278,043-773-0230
656,충북,보은,구병산119안전센터,충청북도 보은군 마로면 관기 송현로 48,043-773-0250
657,충북,옥천,옥천119안전센터,충청북도 옥천군 옥천읍 동부로 15,043-730-1900
658,충북,옥천,청산119안전센터,충청북도 옥천군 청산면 남부로 2306,043-730-1920
659,충북,영동,영동119안전센터,충청북도 영동군 영동읍 영동황간로 174,043-740-7110
660,충북,영동,황간119안전센터,충청북도 영동군 황간면 황간로 132,043-740-7140
661,충북,영동,학산119안전센터,충청북도 영동군 학산면 서산로 92,043-740-7170
662,충북,증평,증평119안전센터,충청북도 증평군 충청대로 1789,043-836-4119
663,충북,진천,진천119안전센터,충청북도  진천군 진천읍 진광로 93,043-539-8200
664,충북,진천,덕산119안전센터,충청북도  진천군 덕산읍 초금로 606-1,043-539-8240
665,충북,진천,광혜원119안전센터,충청북도  진천군 광혜원면 화랑길 99,043-539-8220
666,충북,괴산,괴산119안전센터,충청북도 괴산군 괴산읍 괴강로 69,043-760-0214
667,충북,괴산,청천119안전센터,충청북도 괴산군 청천면 선평길 78-9,043-760-0235
668,충북,음성,금왕119안전센터,충청북도 음성군 금왕읍 응천서길 11,043-880-0301
669,충북,음성,음성119안전센터,충청북도 음성군 음성읍 음성로 122,043-872-2119
670,충북,음성,대소119안전센터,충청북도 음성군 대소면 오산로 74,043-881-7119
671,충북,음성,감곡119안전센터,충청북도 음성군 감곡면 음성로 2652,043-881-3119
672,충북,음성,삼성119안전센터,충청북도 음성군 삼성면 금일로 831,043-878-5119
673,충북,단양,단양119안전센터,충청북도 단양군 단양읍 삼봉로 421-56,043-767-4210
674,충북,단양,매포119안전센터,충청북도 단양군 매포읍 평동4로 79,043-767-4230
675,충남,천안동남,구성119안전센터,충청남도 천안시 동남구 천안대로 580,041-570-0332
676,충남,천안동남,독립119안전센터,충청남도 천안시 동남구 목천읍 독립기념관로1,041-570-0362
677,충남,천안동남,병천119안전센터,충청남도 천안시 동남구 병천면 아우내순대길 78,041-570-0382
678,충남,천안동남,청당119안전센터,충청남도 천안시 동남구 청수14로 91,041-570-0406
679,충남,천안동남,풍세119안전센터,충청남도 천안시 동남구 풍세면 풍세로 89,041-570-0428
680,충남,천안서북,차암119안전센터,충청남도 천안시 서북구 직산읍 4산단2길 32,041-360-0330
681,충남,천안서북,성거119안전센터,충청남도 천안시 서북구 성거읍 천흥8길 11번,041-360-0360
682,충남,천안서북,서부119안전센터,충청남도 천안시 서북구 양지18길 22번,041-360-0380
683,충남,천안서북,두정119안전센터,충청남도 천안시 서북구 1공단2길 13,041-360-0400
684,충남,천안서북,성환119안전센터,충청남도 천안시 서북구 성환읍 성환1로 395번,041-360-0420
685,충남,천안서북,쌍용119안전센터,충청남도 천안시 서북구 월봉로 78번,041-360-0440
686,충남,천안서북,입장119안전센터,충청남도 천안시 서북구 입장면 망향로 1107번,041-360-0460
687,충남,천안서북,직산119안전센터,충청남도 천안시 서북구 직산읍 직산로 246,041-360-0480
688,충남,천안서북,불당119안전센터,충청남도 천안시 서북구 불당23로 62,041-360-0490
689,충남,공주,웅진119안전센터,충청남도 공주시 무령로 55,041-851-0332
690,충남,공주,유구119안전센터,충청남도 공주시 유구읍 유구외곽로 368,041-851-0362
691,충남,공주,신관119안전센터,충청남도 공주시 의당로 31,041-851-0382
692,충남,공주,동학사119안전센터,충청남도 공주시 반포면 동학사1로 110,041-851-0402
693,충남,공주,계룡119안전센터,충청남도 공주시 계룡면 월암송정길 18,041-851-0422
694,충남,공주,정안119안전센터,충청남도 공주시 정안면 광정장터길 18,041-851-0442
695,충남,보령,명천119안전센터,충청남도 보령시 성주산로 63,041-930-0332
696,충남,보령,신흑119안전센터,충청남도 보령시 대천항로 205,041-930-0362
697,충남,보령,웅천119안전센터,충청남도 보령시 웅천읍 충서로 947,041-930-0383
698,충남,보령,오천119안전센터,충청남도 보령시 오천면 충청수영로 701,041-930-0405
699,충남,보령,주포119안전센터,충청남도 보령시 주포면 질재로 47-16,041-930-0424
700,충남,아산,모종119안전센터,충청남도 아산시 모종로 77,041-538-0332
701,충남,아산,둔포119안전센터,충청남도 아산시 충무로 1848,041-538-0362
702,충남,아산,인주119안전센터,충청남도 아산시 인주면 공세길 19,041-538-0402
703,충남,아산,신창119안전센터,충청남도 아산시 신창면 순천향로 48,041-538-0382
704,충남,아산,배방119안전센터,충청남도 아산시 배방읍 배방로 38,041-538-0422
705,충남,아산,탕정119안전센터,충청남도 아산시 탕정면 탕정면로 26,041-538-0442
706,충남,아산,장재119안전센터,충청남도 아산시 배방읍 용연로 88,041-538-0462
707,충남,서산,예천119안전센터,충청남도 서산시 호수공원 14로 26-4,041-689-0332
708,충남,서산,대산119안전센터,충청남도 서산시 대산읍 망일산로 831-15,041-689-0362
709,충남,서산,동부119안전센터,충청남도 서산시 학동3로 52,041-689-0382
710,충남,서산,해미119안전센터,충청남도 서산시 해미면 성지3길 29,041-689-0402
711,충남,서산,부석119안전센터,충청남도 서산시 부석면 강경벌로 10,041-689-0422
712,충남,서산,성연119안전센터,충청남도 서산시 성연면 성연5로 92-31,041-689-0442
713,충남,논산,내동119안전센터,충청남도 논산시 대학로 17,041-730-0333
714,충남,논산,반월119안전센터,충청남도 논산시 해월로 155,041-730-0404
715,충남,논산,강경119안전센터,충청남도 논산시 강경읍 동안로 3 ,041-730-0362
716,충남,논산,연산119안전센터,충청남도 논산시 연산면 관창로 54,041-730-0429
717,충남,논산,연무119안전센터,충청남도 논산시 연무읍 동안로 1137,041-730-0382
718,충남,계룡,엄사119안전센터,충청남도 계룡시 엄사면 문화로32,042-540-5330
719,충남,계룡,두마119안전센터,충청남도 계룡시 두마면 사계로 170,042-540-5360
720,충남,당진,당진119안전센터,충청남도 당진시 역천로 838,041-350-5338
721,충남,당진,석문119안전센터,충청남도 당진시 석문면 보덕포로 1069-21,041-350-5362
722,충남,당진,합덕119안전센터,충청남도 당진시 우강면 중방로 2,041-350-5382
723,충남,당진,송악119안전센터,충청남도 당진시 송악읍 송악로 1019,041-350-5402
724,충남,당진,신평119안전센터,충청남도 당진시 신평면 신평길 133,041-350-5422
725,충남,당진,기지시119안전센터,충청남도 당진시 송악읍 틀모시로 844,041-350-5442
726,충남,금산,금산119안전센터,충청남도 금산군 금산읍 삼풍로 2,041-750-1332
727,충남,금산,추부119안전센터,충청남도 금산군 추부면 삼육로 47,041-750-1362
728,충남,금산,복진119안전센터,충청남도 금산군 진산면 읍내로 49-1,041-750-1382
729,충남,부여,백제119안전센터,충청남도 부여군 규암면 계백로17,041-830-0331
730,충남,부여,사비119안전센터,충청남도 부여군 부여읍 북포로 29,041-830-0362
731,충남,부여,홍산119안전센터,충청남도 부여군 홍산면 북토로 89,041-830-0382
732,충남,부여,임천119안전센터,충청남도 부여군 임천면 성흥로179번길1,041-830-0402
733,충남,부여,외산119안전센터,충청남도 부여군 외산면 만수로 235,041-830-0422
734,충남,서천,장항119안전센터,충청남도 서천군 장항읍 장항로 37,041-955-0330
735,충남,서천,서천119안전센터,충청남도 서천군 서천읍 충절로49번길 33-8,041-955-0360
736,충남,서천,비인119안전센터,충청남도 서천군 비인면 비인로 141,041-955-0380
737,충남,서천,서면119안전센터,충청남도 서천군 서면 부사로 153,041-955-0400
738,충남,서천,한산119안전센터,충청남도 서천군 한산면 충절로 1164,041-955-0420
739,충남,서천,판교119안전센터,충청남도 서천군 판교면 대백제로 1953-24,041-955-0440
740,충남,청양,청양119안전센터,충청남도 청양군 청양읍 충절로 1187,041-940-7332
741,충남,청양,정산119안전센터,충청남도 청양군 정산면 서정4길 49,041-940-7362
742,충남,홍성,구룡119안전센터,충청남도 홍성군 홍성읍 충절로 741,041-630-0334
743,충남,홍성,광천119안전센터,충청남도 홍성군 광천읍 충서로 354,041-630-0382
744,충남,홍성,옥암119안전센터,충청남도 홍성군 홍성읍 충서로 1258,041-630-0362
745,충남,홍성,내포119안전센터,충청남도 홍성군 홍북읍 의향로 133,041-630-0422
746,충남,홍성,갈산119안전센터,충청남도 홍성군 갈산면 갈산로150번길 16,041-630-0402
747,충남,예산,오가119안전센터,충청남도 예산군 오가면 오가중앙로 111,041-330-4332
748,충남,예산,금오119안전센터,충청남도 예산군 예산읍 예당관광로 760,041-330-4362
749,충남,예산,삽교119안전센터,충청남도 예산군 삽교읍 삽교로1길 34,041-330-4382
750,충남,예산,덕산119안전센터,충청남도 예산군 덕산면 도청대로 1160,041-330-4402
751,충남,태안,태안119안전센터,충청남도 태안군 태안읍 동백로 100,041-671-0332
752,충남,태안,안면119안전센터,충청남도 태안군 안면읍 장터로 77,041-671-0362
753,충남,태안,원북119안전센터,충청남도 태안군 원북면 원이로 1031,041-671-0382
754,충남,태안,근흥119안전센터,충청남도 태안군 근흥면 신진대교길 201-8,041-671-0402
755,전북,전주덕진,금암119안전센터,전라북도 전주시 덕진구 백제대로 611,063-250-4272
756,전북,전주덕진,아중119안전센터,전라북도 전주시 덕진구 진버들4길 16,063-250-4275
757,전북,전주덕진,팔복119안전센터,전라북도 전주시 덕진구 온고을로 430,063-250-4273
758,전북,전주덕진,전미119안전센터,전라북도 전주시 덕진구 과학로 144,063-250-4274
759,전북,전주완산,효자119안전센터,전라북도 전주시 완산구 거마평로 73,063-220-4272
760,전북,전주완산,서부119안전센터,전라북도 전주시 완산구 우전로 228,063-228-0119
761,전북,전주완산,교동119안전센터,전라북도 전주시 완산구 경기전길 183,063-284-0119
762,전북,전주완산,노송119안전센터,전라북도 전주시 완산구 관선4길 38,063-287-7119
763,전북,전주완산,평화119안전센터,전라북도 전주시 완산구 평화로 105,063-236-4119
764,전북,전주완산,임실119안전센터,전라북도 임실군 임실읍 감천로 33,063-642-2119
765,전북,군산,사정119안전센터,전라북도 군산시 번영로 308 ,063-450-0228
766,전북,군산,금동119안전센터,전라북도 군산시 군산창길 1,063-450-0274
767,전북,군산,항만119안전센터,전라북도 군산시 임해로 462,063-450-0275
768,전북,군산,비응119안전센터,전라북도 군산시 새만금북로 43,063-450-0279
769,전북,군산,지곡119안전센터,전라북도 군산시 백토로 223,063-450-0273
770,전북,군산,경암119안전센터,전라북도 군산시 구암3.1로 147,063-450-0277
771,전북,군산,산북119안전센터,전라북도 군산시 산북로 71-11,063-450-0276
772,전북,군산,대야119안전센터,전라북도 군산시 대야면 대야관통로 5,063-450-0278
773,전북,익산,팔봉119안전센터,전라북도 익산시 무왕로 1338,063-836-2119
774,전북,익산,남중119안전센터,전라북도 익산시 인북로 397,063-855-0119
775,전북,익산,공단119안전센터,전라북도 익산시 선화로 429,063-833-0119
776,전북,익산,인화119안전센터,전라북도 익산시 목천로 301,063-852-0119
777,전북,익산,모현119안전센터,전라북도 익산시 배산로 181,063-853-0119
778,전북,익산,함열119안전센터,전라북도 익산시 함열읍 함열중앙로 133,063-861-0119
779,전북,익산,금마119안전센터,전라북도 익산시 금마면 미륵사지로 130,063-839-3278
780,전북,정읍,하북119안전센터,전라북도 정읍시 서부산업도로 507-5,063-570-1272
781,전북,정읍,시기119안전센터,전라북도 정읍시 정읍남로 1421,063-570-1273
782,전북,정읍,신태인119안전센터,전라북도 정읍시 신태인읍 정신로 1241,063-570-1274
783,전북,정읍,영원119안전센터,전라북도 정읍시 영원면 영원로 1048,063-570-1275
784,전북,정읍,칠보119안전센터,전라북도 정읍시 태산로 2165 ,063-570-1276
785,전북,남원,식정119안전센터,전라북도 남원시 요천로 1965,063-626-0119
786,전북,남원,인월119안전센터,전라북도 남원시 인월면 황산로 1828,063-636-5119
787,전북,남원,금지119안전센터,전라북도 남원시 금지면 요천로 430,063-635-2119
788,전북,김제,교동119안전센터,전라북도 김제시 벽성로 278,063-540-4272
789,전북,김제,만경119안전센터,전라북도 김제시 만경읍 만경공단1길 7,063-540-4273
790,전북,김제,검산119안전센터,전라북도 김제시 검산동 314-2,예정
791,전북,김제,금산119안전센터,전라북도 김제시 금산면 금산사로 29,063-540-4274
792,전북,완주,봉동119안전센터,전라북도 완주군 삼례읍 삼봉로 518,063-290-0272
793,전북,완주,삼례119안전센터,전라북도 완주군 삼례읍 삼례역로 27,063-290-0273
794,전북,완주,고산119안전센터,전라북도 완주군 고산면 고산로 49,063-290-0274
795,전북,완주,혁신119안전센터,전라북도 완주군 이서면 지사제2로 12,063-290-0275
796,전북,진안,진안119안전센터,전라북도 진안군 진안읍 쇠징계로 9,063-350-5273
797,전북,진안,마령119안전센터,전라북도 진안군 마령면 임진로 2077-24,063-350-5276
798,전북,장수,장계119안전센터,전라북도 장수군 장계면 육십령로 136,063-350-6272
799,전북,장수,무주119안전센터,전라북도 무주군 무주읍 당산강변로 126,063-350-6274
800,전북,장수,구천동119안전센터,전라북도 무주군 설천면 구천동1로 54,063-350-6286
801,전북,장수,장수119안전센터,전라북도 장수군 장수읍 호비로 42,063-350-6275
802,전북,순창,순창119안전센터,전라북도 순창군 순창읍 교성로 24,063-650-9272
803,전북,고창,고창119안전센터,전라북도 고창군 고창읍 녹두로 1294,063-560-1272
804,전북,고창,무장119안전센터,전라북도 고창군 무장면 무장남북로 20-5,063-560-1273
805,전북,고창,흥덕119안전센터,전라북도 고창군 흥덕면 문화2길 21,063-560-1274
806,전북,고창,대산119안전센터,전라북도 고창군 대산면 공음대산로 932,063-560-1275
807,전북,부안,부안119안전센터,전라북도 부안군 행안면 변산로 86,063-580-1272
808,전북,부안,격포119안전센터,전라북도 부안군 변산면 격포항길 64-17,063-580-1273
809,전남,강진,하당119안전센터,전라남도 목포시 삼향천로 110,061-280-0890
810,전남,강진,호남119안전센터,전라남도 목포시 영산로 165,061-280-0925
811,전남,고흥,경동119안전센터,전라남도 목포시 유동로 42번길 1,061-280-0930
812,전남,고흥,삼학119안전센터,전라남도 목포시 삼학로 218,061-280-0935
813,전남,고흥,연산119안전센터,전라남도 목포시 산정공단로 64,061-280-0940
814,전남,광양,학동119안전센터,전라남도 여수시 망마로 20,061-680-0890
815,전남,광양,평여119안전센터,전라남도 여수시 여수산단로 321(평여동),061-680-0940
816,전남,광양,소라119안전센터,전라남도 여수시 소라면 여순로 297,061-680-0955
817,전남,광양,연등119안전센터,전라남도 여수시 좌수영로 162(연등동),061-680-0925
818,전남,나주,여서119안전센터,전라남도 여수시 문수로 131(문수동),061-680-0945
819,전남,나주,봉산119안전센터,전라남도 여수시 어항단지로 222-5(남산동),061-680-0935
820,전남,나주,돌산119안전센터,전라남도 여수시 돌산읍 강남로 34,061-680-0950
821,전남,나주,서면119안전센터,전라남도 순천시 서면 삼산로 281,061-750-0894
822,전남,담양,저전119안전센터,전라남도 순천시 중앙로 19,061-750-0926
823,전남,담양,왕조119안전센터,전라남도 순천시 기적의도서관 1길 30,061-750-0931
824,전남,담양,연향119안전센터,전라남도 순천시 연향1로 26,061-750-0941
825,전남,담양,승주119안전센터,전라남도 순천시 승주읍 승평길 19-17,061-750-0936
826,전남,목포,구례119안전센터,전라남도 구례군 구례읍 양정4길 37,061-750-0946
827,전남,목포,해룡119안전센터,전라남도 순천시 해룡면 율촌산단5로 17,061-750-0952
828,전남,목포,신대119안전센터,전라남도 순천시 해룡면 매안로142,061-750-0956
829,전남,목포,경현119안전센터,전라남도 나주시 예향로 4201,061-330-0890
830,전남,목포,이창119안전센터,전라남도 나주시 이창택지길 6-13,061-330-0925
831,전남,무안,남평119안전센터,전라남도 나주시 남평읍 지석로 106,061-330-0930
832,전남,무안,빛가람119안전센터,전라남도 나주시 그린로 296,061-330-0935
833,전남,무안,중마119안전센터,전라남도 광양시 중마중앙로 109,061-798-0890
834,전남,무안,금호119안전센터,전라남도 광양시 희망길 12-12(금호동),061-798-0935
835,전남,보성,광양119안전센터,전라남도 광양시 광양읍 서변천로 175,061-798-0925
836,전남,보성,광영119안전센터,전라남도 광양시 금영로 87(광영동),061-798-0930
837,전남,보성,담양119안전센터,전라남도 담양군 담양읍 추성로 1232,061-380-0890
838,전남,순천,고서119안전센터,전라남도 고서면 창평헌로 398,061-380-0936
839,전남,순천,곡성119안전센터,전라남도 곡성군 곡성읍 학교로 7,061-380-0926
840,전남,순천,옥과119안전센터,전라남도 곡성군 옥과면 리문6길 29,061-380-0931
841,전남,순천,고흥119안전센터,전라남도 고흥군 풍양면 고흥로 1330,061-840-0890
842,전남,순천,도양119안전센터,전라남도 고흥군 도양읍 녹동신항5길 4,061-840-0925
843,전남,순천,과역119안전센터,전라남도 고흥군 과역면 과역로 974,061-840-0933
844,전남,순천,벌교119안전센터,전라남도 보성군 벌교읍 녹색로 5247,061-859-0890
845,전남,순천,보성119안전센터,전라남도 보성군 보성읍 송재로 160,061-859-0925
846,전남,신안,홍교119안전센터,전라남도 보성군 벌교읍 홍암로 116-4,061-859-0930
847,전남,신안,화순119안전센터,전라남도 화순군 화순읍 학포로 2750,061-379-0891
848,전남,여수,능주119안전센터,전라남도 화순군 능주면 지석로 1428,061-379-0926
849,전남,여수,동복119안전센터,전라남도 화순군 동복면 천변길 7,061-379-0931
850,전남,여수,장흥119안전센터,전라남도 장흥군 장흥읍 북부로 138,061-850-0891
851,전남,여수,정남진119안전센터,전라남도 장흥군 관산읍 관산우회로 103,061-850-0926
852,전남,여수,강진119안전센터,전라남도 강진군 군동면 중앙로 223,061-430-0890
853,전남,여수,성전119안전센터,전라남도 강진군 성전면 송학리 837-2,061-430-0925
854,전남,여수,해남119안전센터,전라남도 해남군 해남읍 교육청길 82,061-530-0890
855,전남,영광,땅끝119안전센터,전라남도 해남군 송지면 미야길 237-3,061-530-0940
856,전남,영광,삼호119안전센터,전라남도 영암군 삼호읍 나불로 192,061-460-0890
857,전남,영암,영암119안전센터,전라남도 영암군 영암읍 월출로 46,061-460-0925
858,전남,영암,신북119안전센터,전라남도 영암군 신북면 모산리 661-1,061-460-0930
859,전남,영암,무안119안전센터,전라남도 무안군 무안읍 공항로 133,061-450-0890
860,전남,완도,일로119안전센터,전라남도 무안군 일로읍 삼일로 493-1,061-450-0925
861,전남,완도,해제119안전센터,전라남도 무안군 해제면 현해로 1621,061-450-0930
862,전남,장성,남악119안전센터,전라남도 무안군 삼향읍 남악5로72번길81-18,061-450-0935
863,전남,장성,함평119안전센터,전라남도 함평군 대동면 함장로 1202-93,061-338-0890
864,전남,장흥,나산119안전센터,전라남도 함평군 나산면 함장로 2786,061-338-0925
865,전남,장흥,영광119안전센터,전라남도 영광군 영광읍 함영로 3508,061-350-0890
866,전남,진도,홍농119안전센터,전라남도 영광군 홍농읍 홍농로 543,061-350-0925
867,전남,진도,장성119안전센터,전라남도 장성군 장성읍 단풍로 204,061-360-0891
868,전남,함평,삼계119안전센터,전라남도 장성군 삼계면 영장로 1632,061-360-0926
869,전남,함평,완도119안전센터,전라남도 완도군 완도읍 농공단지길 7,061-470-0890
870,전남,해남,고금119안전센터,전라남도 완도군 고금면 고금동로 266,061-470-0925
871,전남,해남,진도119안전센터,전라남도 진도군 진도대로 6945,061-530-0934
872,전남,화순,임회119안전센터,전라남도 진도군 임회면 십일시장길 34,061-530-0946
873,전남,화순,신안119안전센터,전라남도 신안군 암태면 단고리 973-6,061-280-0950
874,전남,화순,지도119안전센터,전라남도 신안군 지도읍 해제지도로 1304,061-280-0945
875,경북,포항북부,덕산119안전센터,경상북도 포항시 북구 중앙로 332,054-260-2400
876,경북,포항북부,두호119안전센터,경상북도 포항시 북구 삼호로 305,054-260-2410
877,경북,포항북부,흥해119안전센터,경상북도 포항시 북구 흥해읍 중성로 67,054-260-2420
878,경북,포항북부,장량119안전센터,경상북도 포항시 북구 법원로 158,054-260-2430
879,경북,포항북부,기계119안전센터,경상북도 포항시 북구 기계면 기계로 371,054-260-2460
880,경북,포항남부,일월119안전센터,경상북도 포항시 남구 동해안로 5890,054-284-2725
881,경북,포항남부,해도119안전센터,경상북도 포항시 남구 중앙로 118,054-281-1119
882,경북,포항남부,제철119안전센터,경상북도 포항시 남구 철강로 360,054-286-0119
883,경북,포항남부,연일119안전센터,경상북도 포항시 남구 연일읍 철강로 10,054-286-1119
884,경북,포항남부,효자119안전센터,경상북도 포항시 남구 지곡로212번길 45,054-273-2119
885,경북,포항남부,오천119안전센터,경상북도 포항시 남구 오천읍 해병로 369,054-292-0119
886,경북,포항남부,구룡포119안전센터,경상북도 포항시 남구 구룡포읍 호미로 265,054-284-0119
887,경북,포항남부,울릉119안전센터,경상북도 울릉군 울릉읍 울릉순환로 415,054-791-2119
888,경북,경주,황오119안전센터,경상북도 경주시 알천남로 276,054-778-0601
889,경북,경주,동부119안전센터,경상북도 경주시 중앙로 59,054-778-0611
890,경북,경주,보문119안전센터,경상북도 경주시 경감로 587-8,054-778-0631
891,경북,경주,안강119안전센터,경상북도 경주시 안강읍 안강중앙로 146,054-778-0651
892,경북,경주,감포119안전센터,경상북도 경주시 감포읍 동해안로 2153,054-778-0671
893,경북,경주,외동119안전센터,경상북도 경주시 외동읍 입실로1길 78-15,054-778-0661
894,경북,경주,건천119안전센터,경상북도 경주시 건천읍 내서로 1065,054-778-0681
895,경북,경주,용황119안전센터,경상북도 경주시 공단로 25,054-778-0641
896,경북,경주,불국사119안전센터,경상북도 경주시 불국신택지4길 4,054-778-0621
897,경북,김천,양금119안전센터,경상북도 김천시 강변로 219(양천동),054-436-0118
898,경북,김천,다수119안전센터,경상북도 김천시 영남대로 1246,054-430-0119
899,경북,김천,대광119안전센터,경상북도 김천시 공단로 152-36,054-432-0119
900,경북,김천,지례119안전센터,경상북도 김천시 지례면 장터길 115,054-435-0119
901,경북,김천,아포119안전센터,경상북도 김천시 아포읍 아포공단길 45,054-439-0119
902,경북,김천,율곡119안전센터,경상북도 김천시 혁신7로 46,054-437-8119
903,경북,안동,법흥119안전센터,경상북도 안동시 육사로 301,054-854-6119
904,경북,안동,용상119안전센터,경상북도 안동시 마들6길 27,054-821-1119
905,경북,안동,풍산119안전센터,경상북도 안동시 풍산읍 풍산태사로 1162,054-858-4119
906,경북,안동,옥동119안전센터,경상북도 안동시 광명로 85,054-853-6119
907,경북,안동,도산119안전센터,경상북도 안동시 도산면 퇴계로 2171,054-856-7119
908,경북,안동,청송119안전센터,경상북도 청송군 청송읍 길안청송로 1630,054-873-1119
909,경북,안동,진보119안전센터,경상북도 청송군 진보면 청송로 6346,054-874-5119
910,경북,안동,영양119안전센터,경상북도 영양군 영양읍 군민회관길 42-14,054-682-3119
911,경북,안동,입암119안전센터,경상북도 영양군 입암면 입암로 153,054-682-4119
912,경북,구미,공단119안전센터,경상북도 구미시 수출대로 112,054-461-3119
913,경북,구미,송정119안전센터,경상북도 구미시 백산로 207,054-452-0119
914,경북,구미,원평119안전센터,경상북도 구미시 산업로 174,054-454-6119
915,경북,구미,봉곡119안전센터,경상북도 구미시 봉곡동로 48,054-452-2119
916,경북,구미,인동119안전센터,경상북도 구미시 이계북로 147,054-471-0119
917,경북,구미,선산119안전센터,경상북도 구미시 선산읍 선산대로 1400-13,054-482-0119
918,경북,구미,고아119안전센터,경상북도 구미시 고아읍 선산대로 821,054-481-3119
919,경북,구미,해평119안전센터,경상북도 구미시 해평면 강동로 1663,054-474-4119
920,경북,구미,상림119안전센터,경상북도 구미시 상림로 45,054-465-9116
921,경북,구미,옥계119안전센터,경상북도 구미시 산동면 산호대로41길 4,054-471-5119
922,경북,영주,문수119안전센터,경상북도 영주시 문수면 적서로448번길 17,054-630-0401
923,경북,영주,가흥119안전센터,경상북도 영주시 선비로 181,054-630-0441
924,경북,영주,풍기119안전센터,경상북도 영주시 풍기읍 기주로 159,054-630-0411
925,경북,영주,봉화119안전센터,경상북도 봉화군 봉화읍 문수로 42,054-630-0421
926,경북,영주,춘양119안전센터,경상북도 봉화군 춘양면 소천로 22,054-630-0431
927,경북,영주,명호119안전센터,경상북도 봉화군 명호면 도천길 18-46,054-630-0451
928,경북,영천,동부119안전센터,경상북도 영천시 호국로 187,054-339-6901
929,경북,영천,남부119안전센터,경상북도 영천시 한방로 176-0,054-339-6942
930,경북,영천,금호119안전센터,경상북도 영천시 금호읍 오계공단길 5,054-339-6911
931,경북,영천,신녕119안전센터,경상북도 영천시 신녕면 어릿골길 11,054-339-6921
932,경북,상주,서성119안전센터,경상북도 상주시 상산로 322,054-530-3802
933,경북,상주,함창119안전센터,경상북도 상주시 함창읍 가야로 46-1,054-530-3810
934,경북,상주,청리119안전센터,경상북도 상주시 청리면 마공공단로 152,054-530-3820
935,경북,상주,화서119안전센터,경상북도 상주시 화서면 상현무동길 5,054-530-3830
936,경북,문경,점촌119안전센터,경상북도 문경시 중앙로 305,054-555-2119
937,경북,문경,모전119안전센터,경상북도 문경시 모전로 173,054-555-5119
938,경북,문경,가은119안전센터,경상북도 문경시 가은읍 가은로 126,054-571-5119
939,경북,문경,문경119안전센터,경상북도 문경시 문경읍 새재로 501,054-571-0119
940,경북,경산,압량119안전센터,경상북도 경산시 압량읍 김유신로 12,053-813-1119
941,경북,경산,중앙119안전센터,경상북도 경산시 장산로 143,053-813-0119
942,경북,경산,중산119안전센터,경상북도 경산시 펜타힐즈4로 1,053-817-1191
943,경북,경산,하양119안전센터,경상북도 경산시 하양읍 대경로 793,053-852-0119
944,경북,경산,진량119안전센터,경상북도 경산시 진량읍 공단2로 72,053-856-0119
945,경북,경산,자인119안전센터,경상북도 경산시 자인면 금학로 25-11,053-857-2119
946,경북,의성,봉양119안전센터,경상북도 의성군 봉양면 대로 4741,054-830-7800
947,경북,의성,의성119안전센터,경상북도 의성군 의성읍 홍술로 187,054-834-7119
948,경북,의성,안계119안전센터,경상북도 의성군 안계면 안계길 100,054-861-0119
949,경북,의성,군위119안전센터,경상북도 군위군 군위읍 군위공단길 65,054-383-0119
950,경북,의성,의흥119안전센터,경상북도 군위군 의흥면 읍내길 23,054-382-7119
951,경북,영덕,영덕119안전센터,경상북도 영덕군 영덕읍 경동로 8401,054-730-1600
952,경북,영덕,강구119안전센터,경상북도 영덕군 강구면 강산로 38,054-730-1610
953,경북,영덕,영해119안전센터,경상북도 영덕군 영해면 창수영해로 481,054-730-1620
954,경북,청도,청도119안전센터,경상북도 청도군 청도읍 중앙로 192-34,054-373-0119
955,경북,청도,풍각119안전센터,경상북도 청도군 풍각면 송서로 64,054-372-2119
956,경북,청도,금천119안전센터,경상북도 청도군 금천면 청려로 4363,054-372-3119
