번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(x),좌표정보(y),위생업태명,남성종사자수,여성종사자수,영업장주변구분명,등급구분명,급수시설구분명,총직원수,본사직원수,공장사무직직원수,공장판매직직원수,공장생산직직원수,건물소유구분명,보증액,월세액,다중이용업소여부,시설총규모,전통업소지정번호,전통업소주된음식,홈페이지
850,식용얼음판매업,07_22_21_P,3220000,3220000-111-1980-00001,1980.9.27,,3,폐업,2,폐업,2002.7.4,,,,,,135-822,서울특별시 강남구 논현동 141-17,,,영광빙고,2001.9.21 0:00,I,2018.8.31 23:59,식용얼음판매업,201950.9637,445408.6247,식용얼음판매업,,,,,,,0,0,0,4,,,,N,0,,,
851,식용얼음판매업,07_22_21_P,3220000,3220000-111-1984-00002,1984.6.1,,3,폐업,2,폐업,2007.3.22,,,,02 5486119,,135-951,서울특별시 강남구 청담동 39-6,,,강남얼음,2001.9.21 0:00,I,2018.8.31 23:59,식용얼음판매업,203617.0633,446289.0433,식용얼음판매업,,,,,,,0,0,0,2,,,,N,0,,,
852,식용얼음판매업,07_22_21_P,3220000,3220000-111-1984-00001,1984.9.29,,3,폐업,2,폐업,1998.9.29,,,,02 5575697,,135-887,서울특별시 강남구 신사동 508-7,,,서울시얼음조합하치장,2001.9.21 0:00,I,2018.8.31 23:59,식용얼음판매업,201732.5327,446333.0946,식용얼음판매업,,,,,,,0,0,0,2,,,,N,0,,,
853,식용얼음판매업,07_22_21_P,3220000,3220000-111-1985-00001,1985.5.22,,3,폐업,2,폐업,2008.2.19,,,,02 5477036,,135-825,서울특별시 강남구 논현동 145-4,,,정일식품,2007.8.20 15:27,I,2018.8.31 23:59,식용얼음판매업,202082.8369,445259.2816,식용얼음판매업,,,,,,,0,0,0,1,,,,N,0,,,
854,식용얼음판매업,07_22_21_P,3220000,3220000-111-1985-00002,1985.6.5,,3,폐업,2,폐업,2008.2.19,,,,02 5717396,,135-888,서울특별시 강남구 신사동 526-10,,,대광상사,2001.9.21 0:00,I,2018.8.31 23:59,식용얼음판매업,201674.2441,446523.6978,식용얼음판매업,,,,,,,0,0,0,1,,,,N,0,,,
855,식용얼음판매업,07_22_21_P,3220000,3220000-111-1985-00003,1985.6.27,,3,폐업,2,폐업,2008.2.19,,,,02 5471816,,135-927,서울특별시 강남구 역삼동 765-8,,,영동어름,2001.9.21 0:00,I,2018.8.31 23:59,식용얼음판매업,204545.27,443886.8446,식용얼음판매업,,,,,,,,,,,,,,N,0,,,
856,식용얼음판매업,07_22_21_P,3050000,3050000-111-1993-00293,1993.4.3,,3,폐업,2,폐업,2009.10.8,,,,02 9605038,0,130-817,서울특별시 동대문구 용두동 12-8,,,강북얼음,2008.11.21 14:19,I,2018.8.31 23:59,식용얼음판매업,203600.8366,452883.9921,식용얼음판매업,2,1,기타,기타,상수도전용,,,,,,,,,N,0,,,
857,식용얼음판매업,07_22_21_P,3050000,3050000-111-1993-00294,1993.7.8,,3,폐업,2,폐업,2006.12.27,,,,202429975,0,130-100,서울특별시 동대문구 장안동 64-2,,,오룡물산,2003.8.13 0:00,I,2018.8.31 23:59,식용얼음판매업,,,식용얼음판매업,2,0,주택가주변,기타,상수도전용,,,,,,,,,N,0,,,
858,식용얼음판매업,07_22_21_P,3050000,3050000-111-1994-00295,1994.1.6,,3,폐업,2,폐업,2006.12.26,,,,02 9571497,0,130-817,서울특별시 동대문구 용두동 12-4,,,연우산업청량대리점,2002.2.21 0:00,I,2018.8.31 23:59,식용얼음판매업,203627.0932,452829.3255,식용얼음판매업,0,0,기타,기타,상수도전용,,,,,,,,,N,0,,,
859,식용얼음판매업,07_22_21_P,3050000,3050000-111-1994-00296,1994.3.9,,3,폐업,2,폐업,2007.5.3,,,,209570548,19.67,130-865,서울특별시 동대문구 제기동 993-13,,,나리얼음,2004.8.13 0:00,I,2018.8.31 23:59,식용얼음판매업,203464.5139,453030.5173,식용얼음판매업,0,0,주택가주변,기타,상수도전용,,,,,,,,,N,0,,,
860,식용얼음판매업,07_22_21_P,3050000,3050000-111-1994-00297,1994.6.16,,3,폐업,2,폐업,2005.6.28,,,,202153672,9,130-090,서울특별시 동대문구 휘경동 312-46,,,제일얼음,2003.9.2 0:00,I,2018.8.31 23:59,식용얼음판매업,204851.5081,453940.3794,식용얼음판매업,0,0,주택가주변,기타,상수도전용,,,,,,,,,N,0,,,
861,식용얼음판매업,07_22_21_P,3050000,3050000-111-1995-00298,1995.2.7,,3,폐업,2,폐업,2008.8.8,,,,209264300,0,130-824,서울특별시 동대문구 용두동 721-8,,,한흥얼음,2001.9.29 0:00,I,2018.8.31 23:59,식용얼음판매업,,,식용얼음판매업,0,0,주택가주변,기타,상수도전용,,,,,,,,,N,0,,,
862,식용얼음판매업,07_22_21_P,3050000,3050000-111-1995-00300,1995.3.18,,3,폐업,2,폐업,1997.4.14,,,,02 9671804,0,130-865,서울특별시 동대문구 제기동 992-26,,,경동얼음,2001.9.29 0:00,I,2018.8.31 23:59,식용얼음판매업,203452.5489,453068.9375,식용얼음판매업,0,0,기타,기타,상수도전용,,,,,,,,,N,0,,,
863,식용얼음판매업,07_22_21_P,3050000,3050000-111-1995-00299,1995.7.4,,3,폐업,2,폐업,1999.1.18,,,,,21.95,130-817,서울특별시 동대문구 용두동 23-2,,,삼일얼음,1999.1.20 0:00,I,2018.8.31 23:59,식용얼음판매업,,,식용얼음판매업,0,0,주택가주변,기타,상수도전용,,,,,,,,,N,0,,,
864,식용얼음판매업,07_22_21_P,3050000,3050000-111-1997-00971,1997.5.20,,3,폐업,2,폐업,2007.12.14,,,,222445666,11.56,130-882,서울특별시 동대문구 답십리동 21-68,,,서울얼음,2006.10.4 0:00,I,2018.8.31 23:59,식용얼음판매업,205039.6755,451741.1715,식용얼음판매업,0,0,주택가주변,기타,상수도전용,,,,,,,,,N,0,,,
865,식용얼음판매업,07_22_21_P,3050000,3050000-111-1999-00968,1999.5.20,,3,폐업,2,폐업,1999.5.21,,,,222429395,10.28,130-842,서울특별시 동대문구 장안동 374-11 (1층),,,신원얼음,1999.5.26 0:00,I,2018.8.31 23:59,식용얼음판매업,206007.1279,451838.89,식용얼음판매업,0,0,주택가주변,기타,상수도전용,,,,,,,,,N,0,,,
866,식용얼음판매업,07_22_21_P,3050000,3050000-111-2003-00002,2003.8.20,,3,폐업,2,폐업,2005.9.28,,,,02 5676642,13,130-851,서울특별시 동대문구 전농동 103-235,,,삼방얼음,2003.8.20 0:00,I,2018.8.31 23:59,식용얼음판매업,204470.8991,453484.0058,식용얼음판매업,,,,,,,0,0,0,0,자가,0,0,N,0,,,
867,식용얼음판매업,07_22_21_P,3050000,3050000-111-2004-00001,2004.7.9,,3,폐업,2,폐업,2008.8.20,,,,222127234,,130-883,서울특별시 동대문구 답십리동 53-27,,,얼음,2004.7.9 0:00,I,2018.8.31 23:59,식용얼음판매업,205056.5208,452244.7444,식용얼음판매업,,,,,,,,,,,,,,N,0,,,
868,식용얼음판매업,07_22_21_P,3050000,3050000-111-2009-00001,2009.5.4,,3,폐업,2,폐업,2014.1.16,,,,22131005,26.4,130-842,서울특별시 동대문구 장안동 396-1 (지상1층),"서울특별시 동대문구 답십리로66길 119 (장안동,(지상1층))",2628,얼음냉도사,2009.5.4 15:53,I,2018.8.31 23:59,식용얼음판매업,205709.9454,451713.7679,식용얼음판매업,,,,,상수도전용,,,,,,자가,,,N,0,,,
869,식용얼음판매업,07_22_21_P,3050000,3050000-111-2009-00002,2009.6.3,,3,폐업,2,폐업,2011.12.29,,,,02  22140004,13.2,130-838,서울특별시 동대문구 장안동 288-35 (지상1층),,,얼음냉박사,2011.11.17 16:24,I,2018.8.31 23:59,식용얼음판매업,206118.9029,452764.138,식용얼음판매업,,,,,상수도전용,,0,0,0,0,자가,,,N,0,,,
870,식용얼음판매업,07_22_21_P,3050000,3050000-111-2014-00001,2014.1.16,,3,폐업,2,폐업,2014.8.14,,,,,35.26,130-836,서울특별시 동대문구 장안동 121-4 1층,"서울특별시 동대문구 답십리로65길 89, 1층 (장안동)",2525,얼음냉도사,2014.1.16 14:07,I,2018.8.31 23:59,식용얼음판매업,206087.7017,452695.1463,식용얼음판매업,,,,,,,,,,,자가,,,N,35.26,,,
871,식용얼음판매업,07_22_21_P,3050000,3050000-111-2014-00002,2014.9.25,,3,폐업,2,폐업,2017.2.10,,,,02  22460993,35.26,130-836,서울특별시 동대문구 장안동 121-4,"서울특별시 동대문구 답십리로65길 89, 1층 (장안동)",2525,얼음냉도사,2014.9.25 10:48,I,2018.8.31 23:59,식용얼음판매업,206087.7017,452695.1463,식용얼음판매업,,,,,,,,,,,자가,,,N,35.26,,,
872,식용얼음판매업,07_22_21_P,3050000,3050000-111-2017-00001,2017.2.20,,3,폐업,2,폐업,2019.9.6,,,,,35.26,130-836,서울특별시 동대문구 장안동 121-4,"서울특별시 동대문구 답십리로65길 89, 1층 (장안동)",2525,얼음냉도사,2019.9.6 10:24,U,2019.9.8 2:40,식용얼음판매업,206087.7017,452695.1463,식용얼음판매업,,,,,,,,,,,자가,,,N,35.26,,,
873,식용얼음판매업,07_22_21_P,3050000,3050000-111-1990-00288,1990.2.21,,3,폐업,2,폐업,2017.10.31,,,,209628271,0,130-817,서울특별시 동대문구 용두동 12-2,서울특별시 동대문구 왕산로32길 24 (용두동),2560,광흥상회,2017.10.31 13:40,I,2018.8.31 23:59,식용얼음판매업,203618.6694,452850.9989,식용얼음판매업,0,0,기타,지도,상수도전용,,,,,,,,,N,0,,,
874,식용얼음판매업,07_22_21_P,3050000,3050000-111-1991-00290,1991.4.10,,3,폐업,2,폐업,1995.7.20,,,,02 9646489,0,130-817,서울특별시 동대문구 용두동 39-20,,,광주얼음,2002.2.21 0:00,I,2018.8.31 23:59,식용얼음판매업,203622.3227,452779.8741,식용얼음판매업,0,0,기타,기타,상수도전용,,,,,,,,,N,0,,,
875,식용얼음판매업,07_22_21_P,3080000,3080000-111-2000-00378,2000.10.25,,3,폐업,2,폐업,2001.7.3,,,,02 9026784,25.42,142-060,서울특별시 강북구 번동 산 411-18,,,태진유통,2001.7.3 0:00,I,2018.8.31 23:59,식용얼음판매업,,,식용얼음판매업,0,0,기타,기타,상수도전용,,,,,,,,,N,0,,,
876,식용얼음판매업,07_22_21_P,3080000,3080000-111-2002-00001,2002.3.2,,3,폐업,2,폐업,2006.12.4,,,,02 9894258,,142-874,서울특별시 강북구 수유동 55-36 지상1층,,,수유얼음,2005.3.4 0:00,I,2018.8.31 23:59,식용얼음판매업,201898.9918,458670.7334,식용얼음판매업,,,,,,,,,,,,,,N,0,,,
877,식용얼음판매업,07_22_21_P,3080000,3080000-111-2005-00001,2005.5.18,,3,폐업,2,폐업,2018.10.1,,,,02 9898936,29.7,142-810,서울특별시 강북구 미아동 217-104 (으뜸공원길 61-13),"서울특별시 강북구 솔매로45길 95-38 (미아동,(으뜸공원길 61-13))",1118,얼음냉도사,2018.10.1 17:06,U,2018.10.3 2:36,식용얼음판매업,201963.5651,458645.2262,식용얼음판매업,,,,,상수도전용,,0,0,0,0,임대,,,N,0,,,
878,식용얼음판매업,07_22_21_P,3080000,3080000-111-2009-00002,2009.6.22,,3,폐업,2,폐업,2011.12.6,,,,02   9809752,,142-804,서울특별시 강북구 미아동 44-32 (대지4길 20)(지상1층),,,형제얼음,2009.6.22 15:48,I,2018.8.31 23:59,식용얼음판매업,202754.1365,456600.5056,식용얼음판매업,,,,,,,,,,,,,,N,0,,,
879,식용얼음판매업,07_22_21_P,3160000,3160000-111-1981-00234,1981.7.14,,3,폐업,2,폐업,2000.2.7,,,,,0,152-824,서울특별시 구로구 고척동 52-314,,,고척어름,2002.1.15 0:00,I,2018.8.31 23:59,식용얼음판매업,188032.9057,444470.4941,식용얼음판매업,2,1,기타,을,상수도전용,,,,,,,,,N,0,,,
880,식용얼음판매업,07_22_21_P,3220000,3220000-111-1987-00001,1987.6.24,,3,폐업,2,폐업,2005.6.23,,,,02 5422343,,135-822,서울특별시 강남구 논현동 140-13,,,정일식품,2001.9.21 0:00,I,2018.8.31 23:59,식용얼음판매업,202080.2543,445289.0001,식용얼음판매업,,,,,,,,,,,,,,N,0,,,
881,식용얼음판매업,07_22_21_P,3030000,3030000-111-1976-00513,1976.1.16,,3,폐업,2,폐업,2003.12.10,,,,02   00000,10.13,133-835,서울특별시 성동구 성수동2가 315-100,,,요단상회,2001.12.28 0:00,I,2018.8.31 23:59,식용얼음판매업,204740.5876,448959.9571,식용얼음판매업,1,0,기타,지도,상수도전용,,0,0,0,0,,,,N,0,,,
882,식용얼음판매업,07_22_21_P,3030000,3030000-111-1977-00483,1977.1.6,,3,폐업,2,폐업,2004.2.7,,,,202922414,8.75,133-813,서울특별시 성동구 마장동 481-12,,,마장어름,2001.12.28 0:00,I,2018.8.31 23:59,식용얼음판매업,203491.8293,451823.6512,식용얼음판매업,1,0,기타,지도,상수도전용,,0,0,0,0,,,,N,0,,,
883,식용얼음판매업,07_22_21_P,3210000,3210000-111-2008-00001,2008.5.15,,3,폐업,2,폐업,2015.10.14,,,,02  547 8700,6.6,137-808,서울특별시 서초구 반포동 703-19 1층,"서울특별시 서초구 신반포로42길 11 (반포동,1층)",6534,조양석유,2009.12.15 12:01,I,2018.8.31 23:59,식용얼음판매업,201582.5997,445297.9558,식용얼음판매업,,,,,,,,,,,임대,,,N,0,,,
884,식용얼음판매업,07_22_21_P,3060000,3060000-111-1995-00250,1995.5.29,,3,폐업,2,폐업,2001.6.14,,,,02 4924512,0,131-809,서울특별시 중랑구 망우동 465-44,,,이천얼음,2001.10.4 0:00,I,2018.8.31 23:59,식용얼음판매업,208753.8757,455006.0171,식용얼음판매업,1,0,기타,기타,상수도전용,,,,,,,,,N,0,,,
885,식용얼음판매업,07_22_21_P,3550000,3550000-111-2013-00001,2013.4.22,,3,폐업,2,폐업,2013.5.6,,,,,22.31,407-822,인천광역시 계양구 작전동 854-4 한양아파트상가 1층 일부,"인천광역시 계양구 계양대로120번길 10, 1층 일부호 (작전동, 한양아파트상가)",21089,씨에스(CS),2013.5.1 11:25,I,2018.8.31 23:59,식용얼음판매업,175502.0085,448006.5228,식용얼음판매업,,,,,,,,,,,자가,,,N,0,,,
886,식용얼음판매업,07_22_21_P,3470000,3470000-111-2002-00001,2002.5.17,,3,폐업,2,폐업,2002.6.5,,,,053 5219717,10,704-945,대구광역시 달서구 장기동 558-4,,,한림농수산유통,2002.6.4 0:00,I,2018.8.31 23:59,식용얼음판매업,338259.2698,261381.1086,식용얼음판매업,,,,,,,0,0,0,0,,,,N,0,,,
887,식용얼음판매업,07_22_21_P,3460000,3460000-111-1987-00001,1987.6.30,,3,폐업,2,폐업,2007.5.21,,,,7560600,,706-826,대구광역시 수성구 범어동 1004-96 신천시장 96호,,,시장얼음,2002.1.15 0:00,I,2018.8.31 23:59,식용얼음판매업,,,식용얼음판매업,,,,,,,,,,,,,,N,0,,,
888,식용얼음판매업,07_22_21_P,3460000,3460000-111-2011-00001,2011.6.17,,3,폐업,2,폐업,2012.2.23,,,,,4.96,706-831,대구광역시 수성구 수성동1가 249-132,,,대화얼음,2011.6.22 10:46,I,2018.8.31 23:59,식용얼음판매업,,,식용얼음판매업,,,,,,,0,0,0,0,,,,N,0,,,
889,식용얼음판매업,07_22_21_P,3380000,3380000-111-1975-00405,1975.7.2,,3,폐업,2,폐업,2017.10.16,,,,,11.7,613-805,부산광역시 수영구 광안동 197-11,부산광역시 수영구 광안해변로 187-1 (광안동),48303,합천,2017.10.16 17:38,I,2018.8.31 23:59,식용얼음판매업,392784.7532,185605.8798,식용얼음판매업,,,기타,기타,,,0,0,0,0,,,,N,0,,,
890,식용얼음판매업,07_22_21_P,3380000,3380000-111-1990-00330,1990.1.19,,3,폐업,2,폐업,2008.6.19,,,,051 7523896,9.88,613-830,부산광역시 수영구 수영동 312-5,,,종일얼음,2002.8.23 0:00,I,2018.8.31 23:59,식용얼음판매업,392698.4171,187565.3948,식용얼음판매업,,,기타,기타,,,0,0,0,0,,,,N,0,,,
891,식용얼음판매업,07_22_21_P,3380000,3380000-111-1991-00467,1991.10.22,,3,폐업,2,폐업,2000.6.15,,,,051 6223618,,613-814,부산광역시 수영구 남천동 17-17,,,가람얼음,2002.9.3 0:00,I,2018.8.31 23:59,식용얼음판매업,392190.4423,184564.0619,식용얼음판매업,,,기타,기타,,,,,,,,,,N,0,,,
892,식용얼음판매업,07_22_21_P,3300000,3300000-111-1973-00548,1973.5.7,,3,폐업,2,폐업,2008.3.5,,,,,2.69,607-839,부산광역시 동래구 온천동 1277,,,서광상회,1999.3.30 0:00,I,2018.8.31 23:59,식용얼음판매업,,,식용얼음판매업,,,기타,기타,,,0,0,0,0,,,,N,0,,,
893,식용얼음판매업,07_22_21_P,3300000,3300000-111-1977-00550,1977.7.7,,3,폐업,2,폐업,2003.1.17,,,,,6.25,607-831,부산광역시 동래구 온천동 145-25,,,온천식품,1999.3.30 0:00,I,2018.8.31 23:59,식용얼음판매업,389525.8919,193460.436,식용얼음판매업,,,기타,기타,,,,,,,,,,N,0,,,
894,식용얼음판매업,07_22_21_P,3300000,3300000-111-1979-00551,1979.5.14,,3,폐업,2,폐업,2020.5.21,,,,,8.68,607-818,부산광역시 동래구 사직동 128-1,부산광역시 동래구 아시아드대로134번길 62 (사직동),47843,진현 얼음집,2020.5.21 10:46,U,2020.5.23 2:40,식용얼음판매업,388406.7307,190581.8409,식용얼음판매업,,,기타,기타,,,0,0,0,0,,,,N,0,,,
895,식용얼음판매업,07_22_21_P,3300000,3300000-111-1982-00545,1982.6.8,,3,폐업,2,폐업,2003.1.6,,,,,2.93,607-831,부산광역시 동래구 온천동 44-2,,,김해얼음,2003.1.13 0:00,I,2018.8.31 23:59,식용얼음판매업,389485.4464,193627.7837,식용얼음판매업,,,기타,기타,,,,,,,,,,N,0,,,
896,식용얼음판매업,07_22_21_P,3300000,3300000-111-1982-00547,1982.8.10,,3,폐업,2,폐업,2008.3.5,,,,,25.75,607-833,부산광역시 동래구 온천동 210-62,,,시장얼음,1999.3.30 0:00,I,2018.8.31 23:59,식용얼음판매업,,,식용얼음판매업,,,기타,기타,,,0,0,0,0,,,,N,0,,,
897,식용얼음판매업,07_22_21_P,3300000,3300000-111-1983-00549,1983.7.15,,3,폐업,2,폐업,1999.11.29,,,,,6.8,607-840,부산광역시 동래구 온천동 1376-7,,,진숙상회,1999.11.29 0:00,I,2018.8.31 23:59,식용얼음판매업,388311.5788,191113.6835,식용얼음판매업,0,0,기타,기타,,,,,,,,,,N,0,,,
898,식용얼음판매업,07_22_21_P,3300000,3300000-111-1995-00570,1995.3.29,,3,폐업,2,폐업,2019.9.24,,,,051 5226330,11.73,607-827,부산광역시 동래구 안락동 425-31,부산광역시 동래구 충렬대로359번길 51-3 (안락동),47786,안락얼음,2019.9.24 13:30,U,2019.9.26 2:40,식용얼음판매업,391092.7271,191004.014,식용얼음판매업,,,기타,기타,,,0,0,0,0,,,,N,0,,,
899,식용얼음판매업,07_22_21_P,3300000,3300000-111-1995-00571,1995.5.3,,3,폐업,2,폐업,2001.10.8,,,,051 5253435,16.92,607-828,부산광역시 동래구 안락동 442-2,,,일홍얼음,2001.12.12 0:00,I,2018.8.31 23:59,식용얼음판매업,391299.2697,191038.8535,식용얼음판매업,,,기타,기타,,,,,,,,,,N,0,,,
900,식용얼음판매업,07_22_21_P,3300000,3300000-111-1995-00572,1995.5.20,,3,폐업,2,폐업,2018.4.2,,,,051 5235527,19.71,607-809,부산광역시 동래구 명장동 145-9 명장시장상가,"부산광역시 동래구 명장로64번길 12 (명장동, 명장시장상가)",47775,청하상사,2018.4.2 17:47,I,2018.8.31 23:59,식용얼음판매업,391849.8128,191455.4879,식용얼음판매업,,,기타,기타,,,0,0,0,0,,,,N,0,,,
901,식용얼음판매업,07_22_21_P,3300000,3300000-111-1995-00573,1995.5.25,,3,폐업,2,폐업,2008.12.3,,,,051553 4010,11.61,607-824,부산광역시 동래구 수안동 334-23,,,팔도얼음,2008.10.9 17:47,I,2018.8.31 23:59,식용얼음판매업,390159.0315,191226.0256,식용얼음판매업,0,0,기타,기타,,,0,0,0,0,,,,N,0,,,
902,식용얼음판매업,07_22_21_P,3300000,3300000-111-1995-00574,1995.6.29,,3,폐업,2,폐업,2008.12.26,,,,051 5555593,20,607-020,부산광역시 동래구 복천동 229-28,,,시장얼음,2009.11.25 13:12,I,2018.8.31 23:59,식용얼음판매업,389889.1631,191389.243,식용얼음판매업,,,기타,기타,,,0,0,0,0,,,,N,0,,,
903,식용얼음판매업,07_22_21_P,3300000,3300000-111-1996-00576,1996.6.19,,3,폐업,2,폐업,2003.12.30,,,,051 5246511,16.45,607-809,부산광역시 동래구 명장동 145-13,,,충북상회,1999.3.30 0:00,I,2018.8.31 23:59,식용얼음판매업,391750.6996,191454.8207,식용얼음판매업,,,기타,기타,,,,,,,,,,N,0,,,
904,식용얼음판매업,07_22_21_P,3300000,3300000-111-1996-00577,1996.10.1,,3,폐업,2,폐업,2008.8.22,,,,051 5270157,17.45,607-827,부산광역시 동래구 안락동 425-7,,,영덕상회,1999.3.30 0:00,I,2018.8.31 23:59,식용얼음판매업,391082.6913,190987.5543,식용얼음판매업,,,기타,기타,,,0,0,0,0,,,,N,0,,,
905,식용얼음판매업,07_22_21_P,3300000,3300000-111-1997-00578,1997.3.31,,3,폐업,2,폐업,2006.2.9,,,,,11.38,607-837,부산광역시 동래구 온천동 838-2,,,협동,2003.10.21 0:00,I,2018.8.31 23:59,식용얼음판매업,388595.0552,192196.779,식용얼음판매업,0,0,기타,기타,,,0,0,0,0,,,,N,0,,,
906,식용얼음판매업,07_22_21_P,3300000,3300000-111-1997-00579,1997.4.16,,3,폐업,2,폐업,2022.12.28,,,,051 555 9443,27.74,607-831,부산광역시 동래구 온천동 148-8,부산광역시 동래구 온천장로119번길 36 (온천동),47708,시장얼음,2022.12.28 11:28,U,2022.12.30 2:40,식용얼음판매업,389583.8814,193393.0701,식용얼음판매업,0,0,기타,기타,,0,0,0,0,0,,0,0,N,0,,,
907,식용얼음판매업,07_22_21_P,3300000,3300000-111-1998-00581,1998.5.8,,3,폐업,2,폐업,2001.10.8,,,,051 5553819,17.6,607-800,부산광역시 동래구 낙민동 216-3,,,명광얼음,2001.12.6 0:00,I,2018.8.31 23:59,식용얼음판매업,390235.1649,190805.4612,식용얼음판매업,,,기타,기타,,,,,,,,,,N,0,,,
908,식용얼음판매업,07_22_21_P,3300000,3300000-111-1998-00582,1998.6.29,,3,폐업,2,폐업,2001.10.8,,,,051 5580237,17.71,607-834,부산광역시 동래구 온천동 457-1,,,반도상회,2001.12.6 0:00,I,2018.8.31 23:59,식용얼음판매업,389366.397,192678.8088,식용얼음판매업,,,기타,기타,,,,,,,,,,N,0,,,
909,식용얼음판매업,07_22_21_P,3300000,3300000-111-1998-00580,1998.10.20,,3,폐업,2,폐업,2003.12.30,,,,051 5032593,24.79,607-843,부산광역시 동래구 온천동 1459-2,,,터미널얼음,2000.4.25 0:00,I,2018.8.31 23:59,식용얼음판매업,388784.4565,191305.0407,식용얼음판매업,0,0,기타,기타,,,,,,,,,,N,0,,,
910,식용얼음판매업,07_22_21_P,3300000,3300000-111-1999-00614,1999.6.14,,3,폐업,2,폐업,2000.4.18,,,,,0,607-826,부산광역시 동래구 안락동 464-46,,,다나상회,2000.4.18 0:00,I,2018.8.31 23:59,식용얼음판매업,,,식용얼음판매업,0,0,기타,기타,상수도전용,,,,,,,,,N,0,,,
911,식용얼음판매업,07_22_21_P,3300000,3300000-111-2000-00707,2000.6.28,,3,폐업,2,폐업,2008.3.5,,,,051 5571205,,607-828,부산광역시 동래구 안락동 440-79,,,한양얼음,2001.7.28 0:00,I,2018.8.31 23:59,식용얼음판매업,391308.1856,190929.9051,식용얼음판매업,0,0,기타,기타,,,0,0,0,0,,,,N,0,,,
912,식용얼음판매업,07_22_21_P,3380000,3380000-111-1993-00422,1993.4.27,,3,폐업,2,폐업,2017.9.11,,,,051 754 1317,7.2,613-803,부산광역시 수영구 광안동 136-20,부산광역시 수영구 수영로600번길 71 (광안동),48295,성광상사,2017.9.11 10:06,I,2018.8.31 23:59,식용얼음판매업,392926.2332,186443.7665,식용얼음판매업,,,기타,기타,,,0,0,0,0,,,,N,0,,,
913,식용얼음판매업,07_22_21_P,3380000,3380000-111-1986-00297,1986.4.26,,3,폐업,2,폐업,2008.5.29,,,,,10.24,613-826,부산광역시 수영구 망미동 826-86,,,신풍얼음집,2002.8.23 0:00,I,2018.8.31 23:59,식용얼음판매업,391329.6817,188075.1043,식용얼음판매업,,,기타,기타,,,0,0,0,0,,,,N,0,,,
914,식용얼음판매업,07_22_21_P,3380000,3380000-111-1987-00390,1987.7.15,,3,폐업,2,폐업,1999.11.8,,,,051 7595241,,613-804,부산광역시 수영구 광안동 169-3,,,한일얼음상사,2002.8.28 0:00,I,2018.8.31 23:59,식용얼음판매업,392520.9268,185869.1617,식용얼음판매업,,,기타,기타,,,,,,,,,,N,0,,,
915,식용얼음판매업,07_22_21_P,3380000,3380000-111-1999-00023,1999.6.18,,3,폐업,2,폐업,2014.5.21,,,,051 7528132,5.95,613-830,부산광역시 수영구 수영동 145-5 T통B반,부산광역시 수영구 구락로43번길 35 (수영동),48226,팔도얼음집,2002.8.23 0:00,I,2018.8.31 23:59,식용얼음판매업,392880.1581,187773.7718,식용얼음판매업,0,0,기타,자율,,,0,0,0,0,,,,N,0,,,
916,식용얼음판매업,07_22_21_P,3380000,3380000-111-2000-00066,2000.5.31,,3,폐업,2,폐업,2006.9.4,,,,051 7530100,27.52,613-828,부산광역시 수영구 민락동 178-19 T통B반,,,한일얼음,2002.8.23 0:00,I,2018.8.31 23:59,식용얼음판매업,393184.2635,186044.6829,식용얼음판매업,0,0,기타,자율,,,0,0,0,0,,,,N,0,,,
917,식용얼음판매업,07_22_21_P,3380000,3380000-111-2000-00070,2000.9.8,,3,폐업,2,폐업,2012.8.1,,,,051 6223618,23.93,613-817,부산광역시 수영구 남천동 148-52 T통B반,부산광역시 수영구 남천동로19번길 8 (남천동),48306,가람얼음상회,2012.7.18 10:08,I,2018.8.31 23:59,식용얼음판매업,392312.3665,184633.2924,식용얼음판매업,1,1,기타,자율,,,0,0,0,0,,,,N,0,,,
918,식용얼음판매업,07_22_21_P,3380000,3380000-111-2015-00001,2015.7.3,,3,폐업,2,폐업,2018.11.19,,,,051 6223618,15.4,613-816,부산광역시 수영구 남천동 77-7,"부산광역시 수영구 수영로393번길 11, 1층 (남천동)",48317,가람얼음,2018.11.19 15:42,U,2018.11.21 2:37,식용얼음판매업,391934.6795,184542.672,식용얼음판매업,,,,,상수도전용,,0,0,0,0,자가,,,N,0,,,
919,식용얼음판매업,07_22_21_P,3380000,3380000-111-1988-00246,1988.6.16,,3,폐업,2,폐업,2008.5.29,,,,,8.74,613-805,부산광역시 수영구 광안동 186-23,,,동양상사,2003.4.14 0:00,I,2018.8.31 23:59,식용얼음판매업,392491.832,185552.0543,식용얼음판매업,,,기타,기타,,,0,0,0,0,,,,N,0,,,
920,식용얼음판매업,07_22_21_P,3380000,3380000-111-1989-00459,1989.3.20,,3,폐업,2,폐업,2008.5.29,,,,051 7511945,16.2,613-801,부산광역시 수영구 광안동 92-25,,,크로바얼음,2002.8.23 0:00,I,2018.8.31 23:59,식용얼음판매업,392807.8124,187120.2183,식용얼음판매업,,,기타,기타,,,0,0,0,0,,,,N,0,,,
