시설명,시설코드,시설종류명(시설유형),시설종류상세명(시설종류),자치구(시)구분,시설장명,시군구코드,시군구명,시설주소,정원(수용인원),현인원,전화번호,우편번호
선한복지센터,C7834,(장애인) 장애인보호작업장,장애인직업재활시설,자치구,김현,1174000000,강동구,"서울특별시 강동구 양재대로91길 62(성내동, 동아아파트상가4층)",0,28,02-470-2301,5403
사랑나눔강동,C7835,(장애인) 장애인공동생활가정,장애인거주시설,자치구,이득남,1174000000,강동구,서울특별시 강동구 양재대로112길 86401호,4,4,070-4078-8460,5350
하나렘넌트장애인주간보호센터,C7844,(장애인) 장애인주간보호시설,장애인지역사회재활시설,자치구,김진연,1144000000,마포구,서울특별시 마포구 월드컵로13길 19-13,12,12,02-323-1004,121820
위드그룹홈,C7854,(장애인) 장애인공동생활가정,장애인거주시설,자치구,김영희,1138000000,은평구,서울특별시 은평구 갈현로15길 11-13302호 (구산동),4,4,02-384-5841,3430
서울시농아노인지원센터,C7885,(장애인) 장애인주간보호시설,장애인지역사회재활시설,자치구,이미연,1117000000,용산구,서울특별시 용산구 한강대로21길 17-72층,15,15,02-2632-3372,4379
교남시냇가,C7901,(장애인) 중증장애인거주시설,장애인거주시설,자치구,황규인,1150000000,강서구,경기 파주시 적성면어못내길 94-42,30,28,031-959-0711,10804
디딤돌주간보호센터,C7904,(장애인) 장애인주간보호시설,장애인지역사회재활시설,자치구,전은이,1159000000,동작구,"서울특별시 동작구 대방동7길 571층 101호 (대방동, 한빛빌라)",13,13,02-825-0331,6954
구립강서구직업재활센터,C7913,(장애인) 장애인보호작업장,장애인직업재활시설,자치구,유기학,1150000000,강서구,서울특별시 강서구 허준로 95-9외 1번지 (가양동),70,65,02-3661-0362,7525
작은숨골공동생활가정,C7919,(장애인) 장애인공동생활가정,장애인거주시설,자치구,심석보,1141000000,서대문구,서울특별시 서대문구 연희로41가길 103-7.,4,4,02-379-6278,3650
서울시립미래형장애인직업재활시설그린내,C7928,(장애인) 장애인근로사업장,장애인직업재활시설,자치구,기화서,1141000000,서대문구,서울특별시 서대문구 명지2길 14-0(홍은동),56,58,02-303-4520,3656
논현제2공동생활가정,C7958,(장애인) 장애인공동생활가정,장애인거주시설,자치구,김한덕,1168000000,강남구,서울특별시 강남구 논현로113길 38-1301호 (논현동),4,4,02-541-0246,6122
포도원복지센터,C7973,(장애인) 장애인단기거주시설,장애인거주시설,자치구,박순자,1138000000,은평구,서울특별시 은평구 갈현로41길 48,10,12,02-386-4020,3316
마포구수어통역센터,C7978,(장애인) 수화통역센터,장애인지역사회재활시설,자치구,이두세,1144000000,마포구,서울특별시 마포구 월드컵로 213마포장애인복지회관 3층 (성산동),19,3926,02-707-1063,3953
메타아카데미주간보호센터,C7979,(장애인) 장애인주간보호시설,장애인지역사회재활시설,자치구,박정수,1174000000,강동구,서울특별시 강동구 양재대로121길 25202호,10,10,02-471-4032,5316
하나인장애인주간보호센터,C7988,(장애인) 장애인주간보호시설,장애인지역사회재활시설,자치구,나상운,1121500000,광진구,서울특별시 광진구 능동로59길 14 (중곡동),10,10,070-7727-2858,4903
희망일터,C7989,(장애인) 장애인보호작업장,장애인직업재활시설,자치구,김동현,1121500000,광진구,서울특별시 광진구 천호대로 622 (능동),30,28,02-457-4385,4987
서울시립미래형장애인직업재활시설굿윌스토어,C7995,(장애인) 장애인근로사업장,장애인직업재활시설,자치구,박경호,1171000000,송파구,서울특별시 송파구 마천로 226지하1층~지상2층,70,53,02-6913-9100,5737
소망의집,C8000,(장애인) 장애인공동생활가정,장애인거주시설,자치구,김주은,1171000000,송파구,서울특별시 송파구 백제고분로 32길 32-1201호,4,4,02-443-6091,5588
사랑의집,C8001,(장애인) 장애인공동생활가정,장애인거주시설,자치구,김보경,1171000000,송파구,서울특별시 송파구 오금로64나길 11-1301호,4,4,02-408-7406,5774
희망을긷는샘,C8007,(장애인) 장애인공동생활가정,장애인거주시설,자치구,박준석,1130500000,강북구,서울특별시 강북구 삼양로163길 31-5101호,4,3,02-950-0152,1003
내일을 꿈꾸는 사람들,C8008,(장애인) 장애인공동생활가정,장애인거주시설,자치구,임종혁,1135000000,노원구,서울특별시 노원구 동일로237바길 11-8101호(상계동),3,3,02-950-0152,1610
로뎀나무,C8010,(장애인) 장애인주간보호시설,장애인지역사회재활시설,자치구,김일석,1150000000,강서구,서울특별시 강서구 까치산로18나길 36오성빌라 1층,10,11,02-2605-9286,7674
빛가람장애인시설,C8019,(장애인) 장애인보호작업장,장애인직업재활시설,자치구,최인권,1138000000,은평구,서울특별시 은평구 대서문길 36지하 1층 (진관동),20,28,070-4601-2421,3307
아름드리주간보호센터,C8023,(장애인) 장애인주간보호시설,장애인지역사회재활시설,자치구,양우석,1123000000,동대문구,서울특별시 동대문구 한천로58길 1071층 (이문동),10,10,02-957-0058,2422
로뎀하우스,C8028,(장애인) 장애인단기거주시설,장애인거주시설,자치구,이우형,1150000000,강서구,서울특별시 강서구 공항대로45가길 29102동 201호 (등촌동),10,11,02-2606-5467,7572
구립송파구장애인보호작업장,C8031,(장애인) 장애인보호작업장,장애인직업재활시설,자치구,최은정,1171000000,송파구,서울특별시 송파구 양산로 53층,20,20,02-400-6503,5771
바우뫼주간보호센터,C8055,(장애인) 장애인주간보호시설,장애인지역사회재활시설,자치구,이경희,1165000000,서초구,서울특별시 서초구 바우뫼로 43 1층 ,10,10,02-577-7851,137900
맑은샘장애인주간보호시설 ,C8056,(장애인) 장애인주간보호시설,장애인지역사회재활시설,자치구,김원수,1147000000,양천구,서울특별시 양천구 신월로 192201호 (신월동),12,12,02-2692-2448,8064
다솜센터(시립서대문장애인단기보호센터),C8071,(장애인) 장애인단기거주시설,장애인거주시설,자치구,김선경,1141000000,서대문구,서울특별시 서대문구 증가로4길 58-16(홍은동),10,10,02-372-9394,3664
보라매보호작업장,C8077,(장애인) 장애인보호작업장,장애인직업재활시설,자치구,박형진,1154500000,금천구,서울특별시 금천구 가산디지털2로 136승일벤처타워302,0,34,7044189277,8503
시립중랑장애인단기거주시설 행복누리,C8078,(장애인) 장애인단기거주시설,장애인거주시설,자치구,고희윤,1126000000,중랑구,서울특별시 중랑구 겸재로61길 81(망우동),10,11,24342114,2174
드림장애인보호작업장,C8091,(장애인) 장애인보호작업장,장애인직업재활시설,자치구,조순복,1147000000,양천구,서울특별시 양천구 지양로 7 (신월동),40,21,226943338,8044
갑을충의장애인공동생활가정,C8093,(장애인) 장애인공동생활가정,장애인거주시설,자치구,정보근,1162000000,관악구,서울특별시 관악구 난우16길 13-3 (신림동),4,4,02-856-5934,8850
행복한나무,C8099,(장애인) 장애인보호작업장,장애인직업재활시설,자치구,서진원,1156000000,영등포구,"서울특별시 영등포구 양산로 96 양산로 96, 산경물산 A30호(당산동2가)",20,20,02-6929-3903,7264
갑을장애인직업휴먼센터,C8102,(장애인) 장애인보호작업장,장애인직업재활시설,자치구,정보근,1162000000,관악구,서울특별시 관악구 난우16길 13-7 (신림동),26,30,02-864-8585,8850
우리마포보호작업장,C8104,(장애인) 장애인보호작업장,장애인직업재활시설,자치구,변성환,1144000000,마포구,서울특별시 마포구 신촌로26길 10우리마포보호작업장,19,20,02-359-1000,4103
송파위더스,C8106,(장애인) 장애인보호작업장,장애인직업재활시설,자치구,박세향,1171000000,송파구,서울특별시 송파구 성내천로 333-4333-4 (마천동),30,18,02-407-1991,5762
렘넌트주간보호센터,C8127,(장애인) 장애인주간보호시설,장애인지역사회재활시설,자치구,이금자,1171000000,송파구,서울특별시 송파구 동남로 303-83층 (오금동),10,11,02-951-9904,5729
우리마포장애인주간이용센터,C8129,(장애인) 장애인주간보호시설,장애인지역사회재활시설,자치구,박소현,1144000000,마포구,서울특별시 마포구 신촌로26길 103층,12,12,02-359-1000,4103
해누리하우스,C8130,(장애인) 장애인공동생활가정,장애인거주시설,자치구,김경환,1147000000,양천구,서울특별시 양천구 곰달래로3길 24-12201호 (신월동),4,3,070-8904-2605,7921
사랑나눔송파,C8166,(장애인) 장애인공동생활가정,장애인거주시설,자치구,이득남,1171000000,송파구,서울특별시 송파구 성내천로42길 11301호 (마천동),4,4,070-8292-8460,5758
유일장애인공동생활가정,C8176,(장애인) 장애인공동생활가정,장애인거주시설,자치구,김재은,1132000000,도봉구,"서울특별시 도봉구 도봉로133길 14A동 301호 (쌍문동, 성원하이츠아파트)",4,4,29913490,1395
효정,C8181,(장애인) 장애인근로사업장,장애인직업재활시설,자치구,천성애,1130500000,강북구,서울특별시 강북구 삼양로77길 38(수유동),30,39,02-989-3148,1102
한다솜장애인공동생활가정,C8183,(장애인) 장애인공동생활가정,장애인거주시설,자치구,나기원,1174000000,강동구,서울특별시 강동구 아리수로74길 31-0201호,4,4,02-426-3887,5219
다사랑(대한정신보건가족협회),C8186,(장애인) 장애인보호작업장,장애인직업재활시설,자치구,권기옥,1150000000,강서구,서울특별시 강서구 개화동로7길 3-16,30,29,7077929300,7503
프란치스코의집 단기거주시설,C8188,(장애인) 장애인단기거주시설,장애인거주시설,자치구,이영미,1130500000,강북구,서울특별시 강북구 노해로23길 88-18 (수유동),12,10,02-995-9004,1047
광진구수어통역센터,C8196,(장애인) 수화통역센터,장애인지역사회재활시설,자치구,석철민,1121500000,광진구,서울특별시 광진구 아차산로 4173층 (구의동)(구의동),23,46,02-454-3888,5044
초록등대장애인보호작업장,C8197,(장애인) 장애인보호작업장,장애인직업재활시설,자치구,고용채,1150000000,강서구,"서울특별시 강서구 송정로1길 19베이스빌딩, 2층 (공항동)",36,29,02-2603-2683,7627
강동구수어통역센터,C8199,(장애인) 수화통역센터,장애인지역사회재활시설,자치구,경기현,1174000000,강동구,서울특별시 강동구 성내로 526층 (성내동),0,6038,02-488-3754,5399
강서나누리센터,C8212,(장애인) 장애인보호작업장,장애인직업재활시설,자치구,윤보라,1150000000,강서구,서울특별시 강서구 공항대로7가길 21-3,20,30,070-8715-3650,7618
구립서대문장애인공동생활가정,C8213,(장애인) 장애인공동생활가정,장애인거주시설,자치구,정혜선,1141000000,서대문구,서울특별시 서대문구 연희로41나길 5-6202호 (홍은동),4,4,02-322-7297,3650
갑을장애인주간보호센터,C8222,(장애인) 장애인주간보호시설,장애인지역사회재활시설,자치구,박돈곤,1162000000,관악구,서울특별시 관악구 난우16길 13-72층 (신림동),15,11,264148586,8850
군자작은예수의집,C8235,(장애인) 장애인단기거주시설,장애인거주시설,자치구,최순자,1121500000,광진구,서울특별시 광진구 자양로35길 7-7군자작은예수의집 (구의동),10,10,24626569,4993
종로장애인복지관,C8237,(장애인) 장애인복지관,장애인지역사회재활시설,자치구,김은영,1111000000,종로구,서울특별시 종로구 자하문로 89,0,1345,02-6395-7070,3032
꿈터장애인주간보호센터,C8256,(장애인) 장애인주간보호시설,장애인지역사회재활시설,자치구,육순일,1162000000,관악구,서울특별시 관악구 쑥고개로13길24 (봉천동),15,12,02-3285-1968,8785
함재보호작업장,C8258,(장애인) 장애인보호작업장,장애인직업재활시설,자치구,강미랑,1171000000,송파구,"서울특별시 송파구 송파대로 4121,2,4층 (송파동)",25,17,7043331950,5667
센터봄,C8260,(장애인) 장애인단기거주시설,장애인거주시설,자치구,이혜린,1174000000,강동구,"서울특별시 강동구 천호대로1210, 4층 (둔촌동)",10,10,24715448,5360
동천하우스6,C8266,(장애인) 장애인공동생활가정,장애인거주시설,자치구,김영문,1135000000,노원구,서울특별시 노원구 한글비석로50길 12301호,4,4,070-8276-9577,1655
사회복지법인 에덴복지재단 형원,C8280,(장애인) 장애인근로사업장,장애인직업재활시설,자치구,황태성,1153000000,구로구,경기도 파주시 소라지로195번길47-20 (신촌동),50,38,070-4786-3003,10863
덕유린장애인단기보호센터,C8294,(장애인) 장애인단기거주시설,장애인거주시설,자치구,최선미,1111000000,종로구,서울특별시 종로구 지봉로12가길 49101호 (숭인동)(숭인동),10,10,222351445,3113
성산푸른초장단기보호시설,C8304,(장애인) 장애인단기거주시설,장애인거주시설,자치구,홍금화,1150000000,강서구,서울특별시 강서구 양천로30길 142층,10,12,02-2692-5665,7593
성산푸른초장주간보호시설,C8305,(장애인) 장애인주간보호시설,장애인지역사회재활시설,자치구,홍금화,1150000000,강서구,서울특별시 강서구 양천로30길 143층,15,16,02-2665-7273,7593
보라향그룹홈,C8306,(장애인) 장애인공동생활가정,장애인거주시설,자치구,김영희,1138000000,은평구,서울특별시 은평구 갈현로15길 11-13301호 (구산동),4,4,23855841,3430
열린마음,C8318,(장애인) 장애인공동생활가정,장애인거주시설,자치구,이연옥,1150000000,강서구,"서울특별시 강서구 초록마을로34길61, 201호 (화곡동)",4,4,226997324,7730
늘푸름보호작업장,C8328,(장애인) 장애인보호작업장,장애인직업재활시설,자치구,안성기,1153000000,구로구,서울특별시 구로구 부일로1나길38(온수동),40,37,02-374-6091,8262
희망일굼터,C8367,(장애인) 장애인보호작업장,장애인직업재활시설,자치구,한상명,1147000000,양천구,"서울특별시 양천구 신정로267 (신정동, 양천벤처타운 제804호, B205호))",40,34,070-8913-2465,8079
강서뇌성마비 주간보호,C8368,(장애인) 장애인주간보호시설,장애인지역사회재활시설,자치구,박세영,1150000000,강서구,서울특별시 강서구 방화대로45길 692층,12,12,02-2662-3491,157849
내일을꿈꾸는사람들2호,C8377,(장애인) 장애인공동생활가정,장애인거주시설,자치구,임종혁,1135000000,노원구,"서울특별시 노원구 동일로237다길 37201호 (상계동, 풀래음파크빌)",3,4,02-950-0188,1609
중증장애인다수고용사업장굿윌스토어밀알도봉점,C8381,(장애인) 장애인근로사업장,장애인직업재활시설,자치구,박정열,1132000000,도봉구,서울특별시 도봉구 마들로 664-17,100,45,269109104,132822
우리마포재활치료센터,C8392,(장애인) 장애인재활치료시설,장애인지역사회재활시설,자치구,박소현,1144000000,마포구,서울특별시 마포구 신촌로26길10 (노고산동),50,,23591000,4103
서울특별시중구장애인복지관,C8398,(장애인) 장애인복지관,장애인지역사회재활시설,자치구,정진옥,1114000000,중구,서울특별시 중구 퇴계로 460중구종합복지센터 4층,0,190,02-2235-1328,4579
금천구립장애인보호작업장,C8400,(장애인) 장애인보호작업장,장애인직업재활시설,자치구,김정석,1154500000,금천구,"서울특별시 금천구 한내로 69-15금천한내복지관내 (독산동, 주공13단지아파트)",32,32,28979747,8598
너나울공동생활가정,C8401,(장애인) 장애인공동생활가정,장애인거주시설,자치구,정선숙,1130500000,강북구,"서울특별시 강북구 인수봉로60가길 24-7201호 (수유동, 다우빌라)",4,4,29060688,1089
참사랑너나울주간보호센터,C8402,(장애인) 장애인주간보호시설,장애인지역사회재활시설,자치구,정선숙,1130500000,강북구,서울특별시 강북구 한천로143길 391층 (수유동) ,15,12,02-908-0688,1072
동문엔터프라이즈,C8404,(장애인) 장애인보호작업장,장애인직업재활시설,자치구,박은옥,1123000000,동대문구,"서울특별시 동대문구 한천로 58-22층, 3층 (장안동)",30,25,02-2216-2232,2631
강서구희망센터,C8410,(장애인) 장애인보호작업장,장애인직업재활시설,자치구,나치웅,1150000000,강서구,"서울특별시 강서구 화곡로31길 25지층(화곡동), 서울특별시 강서구 강서로 34길 36 (화곡동)",34,38,02-2696-3113,7700
늘푸른집,C8420,(장애인) 장애인단기거주시설,장애인거주시설,자치구,임혜숙,1150000000,강서구,서울특별시 강서구 금낭화로26가길 1301층 ,10,10,02-2038-2165,7501
하상점자도서관,C8423,(장애인) 장애인복지관,장애인지역사회재활시설,자치구,허명환,1168000000,강남구,서울특별시 강남구 개포로 613,30,30,24516000,6335
광림주간보호센터,C8430,(장애인) 장애인주간보호시설,장애인지역사회재활시설,자치구,배재숙,1168000000,강남구,서울특별시 강남구 압구정로22길 21웨슬리관 2층,12,10,220565676,6031
빛나눔보호작업장,C8435,(장애인) 장애인보호작업장,장애인직업재활시설,자치구,홍영호,1138000000,은평구,서울특별시 은평구 수색로 390-29 (수색동),23,31,02-309-7480,3486
남산골주간보호센터,C8447,(장애인) 장애인주간보호시설,장애인지역사회재활시설,자치구,조점희,1114000000,중구,서울특별시 중구 퇴계로20길 41-11남산쉼터 2층 (남산동2가),15,13,02-3789-3270,4629
영광시각장애인모바일점자도서관,C8462,(장애인) 점자도서관,장애인지역사회재활시설,자치구,,1141000000,서대문구,서울특별시 서대문구 세검정로 78-19올해피복지센터 2층 (홍제동),,30,23934568,3618
강북장애인종합복지관주간보호시설,C8480,(장애인) 장애인주간보호시설,장애인지역사회재활시설,자치구,조석영,1130500000,강북구,서울특별시 강북구 오현로 189강북장애인종합복지관(2층),10,12,02-989-4215,1143
밀알그린보호작업장,C8482,(장애인) 장애인보호작업장,장애인직업재활시설,자치구,유혜현,1168000000,강남구,서울특별시 강남구 밤고개로1길 341층 101호 (수서동),25,21,234118300,6349
강남 행복의집,C8539,(장애인) 장애인공동생활가정,장애인거주시설,자치구,김영배,1168000000,강남구,"서울특별시 강남구 논현로117길 12-4401호 (논현동, 현대로얄빌라)",4,4,02-517-5501,6117
강동행복의집,C8541,(장애인) 장애인공동생활가정,장애인거주시설,자치구,김영배,1174000000,강동구,"서울특별시 강동구 양재대로135길5-1, 301호 (천호동)",4,4,02-488-5503,5306
도봉단기보호시설,C8542,(장애인) 장애인단기거주시설,장애인거주시설,자치구,김정석,1132000000,도봉구,서울특별시 도봉구 마들로 7091층 (도봉동),10,11,02-3491-3091,1327
그린도봉주간보호센터,C8551,(장애인) 장애인주간보호시설,장애인지역사회재활시설,자치구,박정희,1132000000,도봉구,"서울특별시 도봉구 도봉로 575608(쌍문동,삼환프라자) ",12,11,29565300,1432
베데스다의집함께하네,C8558,(장애인) 장애인공동생활가정,장애인거주시설,자치구,심희남,1132000000,도봉구,서울특별시 도봉구 방학동 686-1251 (방학동),4,4,233912123,1341
해피죤아동발달지원센터,C8563,(장애인) 장애인재활치료시설,장애인지역사회재활시설,자치구,송금열,1174000000,강동구,"서울특별시 강동구 상암로195, 501호 (명일동, 에이플러스빌딩)",0,48,24263869,5295
소망그룹홈4,C8572,(장애인) 장애인공동생활가정,장애인거주시설,자치구,김윤례,1168000000,강남구,서울특별시 강남구 언주로159길 21102호 (신사동),4,4,02-6956-3046,6024
소망그룹홈3,C8573,(장애인) 장애인공동생활가정,장애인거주시설,자치구,김윤례,1168000000,강남구,서울특별시 강남구 언주로159길 21101호 (신사동),4,4,02-6956-3046,6024
소망그룹홈2,C8574,(장애인) 장애인공동생활가정,장애인거주시설,자치구,김윤례,1168000000,강남구,서울특별시 강남구 언주로157길 22가동 2층 2호 (신사동),4,4,02-6956-3046,6024
루치아 공동생활가정,C8585,(장애인) 장애인공동생활가정,장애인거주시설,자치구,김경수,1144000000,마포구,"서울특별시 마포구 마포대로4라길41, 201호 (마포동, 마포더힐)",4,4,7086253788,4178
맑은샘장애인단기거주시설,C8620,(장애인) 장애인단기거주시설,장애인거주시설,자치구,김원수,1147000000,양천구,"서울특별시 양천구 신월로192, 202호 (신월동)",10,10,02-2692-2448,8064
여호와닛시의집,C8627,(장애인) 장애인공동생활가정,장애인거주시설,자치구,정영자,1150000000,강서구,서울특별시 강서구 방화동로5길38-7 (방화동),4,3,02-2665-0326,7620
서울곰두리체육센터,C8632,(장애인) 장애인체육시설,장애인지역사회재활시설,자치구,유석영,1171000000,송파구,서울특별시 송파구 동남로 271,3000,3000,02-449-0986,5725
H2빌,C8644,(장애인) 중증장애인거주시설,장애인거주시설,자치구,김은숙,1150000000,강서구,서울특별시 강서구 금낭화로26가길 130-0,30,30,269252366,7501
서울시각장애인생활이동지원센터,C8664,(장애인) 장애인생활이동지원센터,장애인지역사회재활시설,자치구,윤상원,1159000000,동작구,"서울특별시 동작구 상도로 216-0상도동, 인경빌딩3,4,6층",3448,1019,02-2092-0001,6964
공감보호작업장,C8676,(장애인) 장애인보호작업장,장애인직업재활시설,자치구,김기진,1120000000,성동구,"서울특별시 성동구 아차산로144, B101호, B103호(성수동2가, 우영테크노센터)",20,20,02-3409-8270,4783
행복플러스보호작업장,C8688,(장애인) 장애인보호작업장,장애인직업재활시설,자치구,정재호,1129000000,성북구,서울특별시 성북구 화랑로134 (하월곡동2-2),35,38,02-6959-8100,2793
행복플러스 단기보호시설,C8689,(장애인) 장애인단기거주시설,장애인거주시설,자치구,이병권,1129000000,성북구,서울특별시 성북구 화랑로134 (하월곡동),15,15,269598100,2793
비움,C8692,(장애인) 장애인공동생활가정,장애인거주시설,자치구,이경미,1171000000,송파구,서울특별시 송파구 삼전로3길3-25 (잠실동),4,3,02-2043-8460,5579
장애인내일키움직업교육센터,C8696,(장애인) 장애인보호작업장,장애인직업재활시설,자치구,윤연옥,1141000000,서대문구,서울특별시 서대문구 연희로33가길6-15 (연희동),30,30,02-323-0080,3661
오뚜기직업재활센터,C8708,(장애인) 장애인보호작업장,장애인직업재활시설,자치구,황철희,1156000000,영등포구,"서울특별시 영등포구 영신로40길16, 2층 (영등포동6가)",65,59,02-2677-8008,7251
하늘아래주간보호시설,C8710,(장애인) 장애인주간보호시설,장애인지역사회재활시설,자치구,이인형,1153000000,구로구,"서울특별시 구로구 경인로23길8 (오류동, 대서프라자 301-1호 오류동)",10,10,070-4240-1046,8268
하늘마음,C8713,(장애인) 장애인공동생활가정,장애인거주시설,자치구,김경일,1114000000,중구,서울특별시 중구 동호로11나길 35202호 (신당동),4,4,222358707,4602
오뚜기하우스,C8717,(장애인) 장애인공동생활가정,장애인거주시설,자치구,송주혜,1153000000,구로구,"서울특별시 구로구 부일로871-16 871-16, 101동 202호, 302호",6,6,02-932-4415,8260
교남발달지원센터,C8720,(장애인) 장애인재활치료시설,장애인지역사회재활시설,자치구,황규인,1150000000,강서구,"서울특별시 강서구 까치산로22길 38, 3층 (화곡동)",,36,226973880,7662
동천하우스7,C8729,(장애인) 장애인공동생활가정,장애인거주시설,자치구,김영문,1132000000,도봉구,"서울특별시 도봉구 시루봉로17길47, 202호 (방학동)",4,3,070-8839-3999,1314
동천하우스8,C8730,(장애인) 장애인공동생활가정,장애인거주시설,자치구,김영문,1132000000,도봉구,"서울특별시 도봉구 시루봉로17길47, 502호 (방학동)",4,3,070-8839-3999,1314
소망드림복지센터,C8742,(장애인) 장애인보호작업장,장애인직업재활시설,자치구,최병석,1174000000,강동구,서울특별시 강동구 양재대로116길 202층 (길동),0,20,24262577,5351
서울영동주간보호센터,C8758,(장애인) 장애인주간보호시설,장애인지역사회재활시설,자치구,이정호,1168000000,강남구,"서울특별시 강남구 논현로132길20 (논현동, 서울영동교회 교육관2층)",12,12,02-6925-3830,6052
꿈터2장애인주간보호센터,C8769,(장애인) 장애인주간보호시설,장애인지역사회재활시설,자치구,육순일,1162000000,관악구,서울특별시 관악구 쑥고개로13길22 (봉천동),13,10,02-877-1968,8785
예수와주간보호센터,C8774,(장애인) 장애인주간보호시설,장애인지역사회재활시설,자치구,오병석,1168000000,강남구,"서울특별시 강남구 압구정로22길21, 1층 (신사동, 웨슬리관 )",12,11,25497766,6031
행복을파는장사꾼,C8782,(장애인) 장애인보호작업장,장애인직업재활시설,자치구,김완수,1150000000,강서구,서울특별시 강서구 까치산로 134 (화곡동),30,31,220651591,7662
성모자애단기거주시설미리암의집,C8806,(장애인) 장애인단기거주시설,장애인거주시설,자치구,서지숙,1168000000,강남구,서울특별시 강남구 헌릉로757길 35 (율현동),15,15,02-3411-9581,6378
희망하우스,C8814,(장애인) 장애인주간보호시설,장애인지역사회재활시설,자치구,남유선,1121500000,광진구,서울특별시 광진구 능동로34길 102-52층 (능동),10,10,02-452-5599,4987
참사랑 너나울 주간보호센터 2호,C8837,(장애인) 장애인주간보호시설,장애인지역사회재활시설,자치구,정선숙,1130500000,강북구,"서울특별시 강북구 한천로143길 39, 2층 (수유동)",15,12,02-904-0688,1072
(주)의학신문사부설 아이맘인지발달연구소,C8848,(장애인) 장애인재활치료시설,장애인지역사회재활시설,자치구,심효정,1121500000,광진구,서울특별시 광진구 동일로 357 (중곡동),,80,02-3408-5874,4900
예수성심우리엄마네,C8863,(장애인) 장애인공동생활가정,장애인거주시설,자치구,이성우,1130500000,강북구,서울특별시 강북구 삼양로123길 14-19 (수유동),4,4,02-995-8070,1029
다니엘의집5호,C8867,(장애인) 장애인공동생활가정,장애인거주시설,자치구,김상호,1165000000,서초구,"서울특별시 서초구 동산로12길 20203호 (양재동, 동은빌라)",4,4,070-4671-4892,6784
논현제3공동생활가정,C8875,(장애인) 장애인공동생활가정,장애인거주시설,자치구,김한덕,1168000000,강남구,서울특별시 강남구 학동로18길 23-1302호 (논현동),4,4,25420380,6113
최종병기공동생활가정,C8904,(장애인) 장애인공동생활가정,장애인거주시설,자치구,정혜선,1141000000,서대문구,서울특별시 서대문구 연희로41가길 103-13201호(홍은동),4,3,070-8992-9043,3650
위투게더,C8907,(장애인) 장애인단기거주시설,장애인거주시설,자치구,한선화,1171000000,송파구,서울특별시 송파구 성내천로 239 (마천동),10,10,02-400-0260,5747
꿈드래장애인일자리센터,C8920,(장애인) 장애인보호작업장,장애인직업재활시설,자치구,전영열,1123000000,동대문구,서울특별시 동대문구 장한로28가길 70 (장안동),30,13,29287114,2523
푸르메재단넥슨어린이재활병원,C8926,(장애인) 장애인의료재활시설,장애인의료재활시설,자치구,임윤명,1144000000,마포구,서울특별시 마포구 월드컵북로 494푸르메재단넥슨어린이재활병원 (상암동),,1488,02-6070-9000,3918
푸르메스포츠센터,C8929,(장애인) 장애인체육시설,장애인지역사회재활시설,자치구,조영수,1144000000,마포구,서울특별시 마포구 월드컵북로 494푸르메스포츠센터 (상암동),,5203,02-6070-9272,3918
마포푸르메직업재활센터,C8930,(장애인) 장애인보호작업장,장애인직업재활시설,자치구,김재일,1144000000,마포구,서울특별시 마포구 월드컵북로 494-0 (상암동)494-0(상암동) 49,20,35,260709290,3918
래그랜느보호작업장,C8933,(장애인) 장애인보호작업장,장애인직업재활시설,자치구,이한수,1168000000,강남구,서울특별시 강남구 양재대로55길13 (일원동) 지하1층,10,11,02-445-0919,135660
휴샘아동가족발달센터,C8935,(장애인) 장애인재활치료시설,장애인지역사회재활시설,자치구,이정숙,1150000000,강서구,"서울특별시 강서구 마곡중앙5로 81, 908호 (마곡동)",100,35,226611366,157650
구립동대문장애인종합복지관,C8937,(장애인) 장애인복지관,장애인지역사회재활시설,자치구,정은아,1123000000,동대문구,서울특별시 동대문구 청계천로 5210 (용두동)0 (용두동),,,29270063,2589
소망그룹홈1,C8939,(장애인) 장애인공동생활가정,장애인거주시설,자치구,김윤례,1168000000,강남구,서울특별시 강남구 언주로157길 22영빈빌라 가동 (신사동) 1호,4,4,070-4493-3042,6024
sim 발달지원센터,C8945,(장애인) 장애인재활치료시설,장애인지역사회재활시설,자치구,심경애,1121500000,광진구,"서울특별시 광진구 천호대로136길 50 (구의동, 서진드림빌)",,50,02-453-1275,4975
하이드림,C8948,(장애인) 장애인공동생활가정,장애인거주시설,자치구,조순복,1153000000,구로구,"서울특별시 구로구 고척로21다길34-7, 501호 (개봉동, 리움하우스)",4,4,02-2695-9998,8251
행복단기보호시설,C8951,(장애인) 장애인단기거주시설,장애인거주시설,자치구,임주영,1171000000,송파구,"서울특별시 송파구 성내천로 271, 2층 (마천동)",10,10,24489800,138600
행복 보호작업장,C8952,(장애인) 장애인보호작업장,장애인직업재활시설,자치구,김경옥,1171000000,송파구,"서울특별시 송파구 성내천로 271217, 1층 (마천동)",20,18,02-448-9700,5749
SG블루웰,C8980,(장애인) 장애인보호작업장,장애인직업재활시설,자치구,박진효,1154500000,금천구,"서울특별시 금천구 두산로 70-0 (독산동)70, B동 4층 436호 (독산동, 현대지식산업센터)",0,31,02-6912-8080,8584
소울터보호작업장,C8991,(장애인) 장애인보호작업장,장애인직업재활시설,자치구,김미선,1154500000,금천구,"서울특별시 금천구 범안로1138, 603호 (가산동, 고려테크온)",0,19,28384567,8595
