분류,자치구,공연/행사명,날짜/시간,장소,기관명,이용대상,이용요금,출연자정보,프로그램소개,기타내용,홈페이지?주소,대표이미지,신청일,시민/기관,시작일,종료일,테마분류,경도(X좌표),위도(Y좌표),유무료,문화포털상세URL
축제-기타,마포구,제8회 M클래식 축제 [기타 레볼루션],2023-09-14~2023-09-14,마포아트센터 아트홀 맥 ,마포문화재단,8세 이상 관람가능(미취학아동입장불가) ,"전석 20,000원 ","진정훈, 장하은, 김진산, 김재원, 알렉산더 쉐이킨, 정진희,  황소진  ",,,https://www.mfac.or.kr/performance/whole_view.jsp?sc_b_category=17&sc_b_code=BOARD_1207683401&pk_seq=2225&page=1,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=f531a124b67c4cdc930185cfcd86ec9e&thumb=Y,2023.8.9,기관,2023.9.14 0:00,2023.9.14 0:00,기타,37.54990609,126.9455338,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142730&menuNo=200010
전시/미술,마포구,"해설이 있는 전시 [아트스토리 M] 이태호 교수편 Ⅱ 서울산수 - 서울의 명승, 명소",2023-09-14~2023-09-14,마포아트센터 플레이 맥,마포문화재단,8세 이상 관람가,"전석 10,000원 / 마포구민 특별가 1,000원",,,,https://www.mfac.or.kr/performance/whole_view.jsp?sc_b_category=17&sc_b_code=BOARD_1207683401&pk_seq=2239&page=1,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=e81c240e7d8145a9803f4eb9b8ecd023&thumb=Y,2023.8.9,기관,2023.9.14 0:00,2023.9.14 0:00,,37.54990609,126.9455338,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142742&menuNo=200009
축제-기타,마포구,[M클래식 축제] 마포공연예술관광페스티벌 기타레볼루션,2023-09-14~2023-09-14,마포아트센터 아트홀 맥,마포문화재단,8세 이상,"전석 20,000원","진정훈, 장하은, 제이유나, 김재원, 알렉스, 정진희, 황소진",,,https://www.mfac.or.kr/performance/whole_view.jsp?sc_b_category=17&sc_b_code=BOARD_1207683401&pk_seq=2225&page=1,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ca8e4c42230d4ea486995176c1180a56&thumb=Y,2023.7.6,기관,2023.9.14 0:00,2023.9.14 0:00,기타,37.54990609,126.9455338,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142302&menuNo=200010
무용,서초구,해설이 있는 발레 [해적],2023-09-13~2023-09-13,서초문화재단 반포심산아트홀,서초문화재단,"만 5세 이상(등본, 가족관계증명서 확인)","전석 1만4천원(서초구민, 서초문화재단 홈페이지 회원, 학생 50% 할인)",단장 김길용 / 부단장 및 해설 김수연 / 예술감독 홍성욱  / 해설 윤해지 / 와이즈발레단,"바이런의 시를 바탕으로 아돌프 아당이 음악을 작곡하고 생 조르주가 대본을 맡아 조셉 마질리에의 안무로 1856년 파리오페라발레단에 의해 초연되었다. 현재는 마리우스 프티파가 러시아황실발레단(현 마린스키발레단)을 위해 1899년 개정한 버전으로 공연되고 있다. 해적 가운데 파드되는 지금도 대중적으로 많은 인기를 얻고 있는 작품으로, 전막공연보다도 파드되만 발췌하여 자주 공연된다.",,https://www.seochocf.or.kr/site/main/seocho/show/view?show_idx=543,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=80a9919616624b58930ecb851ef314f0&thumb=Y,2023.7.12,기관,2023.9.13 0:00,2023.9.13 0:00,,37.49883446,126.9912425,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142383&menuNo=200008
축제-기타,마포구,[M클래식 축제] 마포공연예술관광페스티벌 고성현 & 프렌즈 [시간에 기대어],2023-09-12~2023-09-12,마포아트센터 아트홀맥,마포문화재단,8세 이상,"R석 50,000원 / S석 40,000 / A석 30,000원","고성현, 김순영, 신상근, 김민지, 김광현, 프라임필하모닉오케스트라",,,https://www.mfac.or.kr/performance/whole_view.jsp?sc_b_category=17&sc_b_code=BOARD_1207683401&pk_seq=2220&page=1,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=27eb8d9c3f4c4e69a97f6afaf2b97c61&thumb=Y,2023.7.6,기관,2023.9.12 0:00,2023.9.12 0:00,기타,37.54990609,126.9455338,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142297&menuNo=200010
국악,종로구,"춤의 정원(庭園) : 최지원, 춤선을 보다-궁중춤예술연구원",2023-09-12~2023-09-12,서울돈화문국악당,서울돈화문국악당,전체관람가,"전석 20,000원",,,,https://sdtt.or.kr/user/program/2023/9/1399,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=c5399cc8f9b8461e875172926c69ca97&thumb=Y,2023.8.3,기관,2023.9.12 0:00,2023.9.12 0:00,기타,37.57725028,126.9907307,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142650&menuNo=200008
영화,도봉구,2023년 찾아가는 삼각산시민청 [도봉산책-소풍나온극장],2023-09-10~2023-09-10,원당샘공원(도봉구 해등로32가길 16),삼각산시민청,시민 누구나,,,,,https://sg.seoulcitizenshall.kr/?r=sg&m=bbs&bid=board2&cat=&sort=gid&orderby=asc&recnum=20&where=&keyword=&p=1&uid=3100,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=91c5c9691cfd411a89b88b54a818a1ce&thumb=Y,2023.8.9,기관,2023.9.10 0:00,2023.9.10 0:00,문화가 있는 날,37.66029179,127.0222644,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142749&menuNo=200013
교육/체험,서초구,2023 기술 입은 문화 예술교육 [효모 사운드클럽],2023-09-09~2023-12-02,심산기념문화센터 교육실 (서울특별시 서초구 사평대로 55),서초문화재단,초등학생 고학년(4학년~6학년),,,,,http://www.seochocf.or.kr/site/main/archive/post/2023-%EA%B8%B0%EC%88%A0-%EC%9E%85%EC%9D%80-%EB%AC%B8%ED%99%94-%EC%98%88%EC%88%A0%EA%B5%90%EC%9C%A1-%ED%9A%A8%EB%AA%A8-%EC%82%AC%EC%9A%B4%EB%93%9C%ED%81%B4%EB%9F%BD-%EC%B0%B8%EC%97%AC%EC%9E%90-%EB%AA%A8%EC%A7%91-%EC%95%88%EB%82%B4?cp=1&sortDirection=DESC&catId=7&metaCode1=GENERAL,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=f8c1fb2fda9645fea61f3fb56ca56a55&thumb=Y,2023.7.20,기관,2023.9.9 0:00,2023.12.2 0:00,어린이/청소년 문화행사,37.49885315,126.9905157,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142491&menuNo=200011
클래식,서초구,해설이 있는 피아노 교수음악회 [쇼팽과 함께],2023-09-09~2023-09-09,서초문화재단 반포심산아트홀,서초문화재단,8세 이상,"전석 1만원(서초구민 60%/ 서초문화재단 홈페이지 회원, 학생, 경로 50%)",김정은 교수,,,https://www.seochocf.or.kr/site/main/seocho/show/view?show_idx=574,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=3ce951ca006f46568a1352b1c4e12d45&thumb=Y,2023.7.12,기관,2023.9.9 0:00,2023.9.9 0:00,,37.49883446,126.9912425,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142379&menuNo=200008
축제-문화/예술,관악구,낙성대공원 힐링 페스티벌,2023-09-09~2023-09-09,낙성대공원,관악구청,누구나,,"(개그맨) 김종하, 김진희, 2N제곱, 추계예술대학교 등",지친 몸과 마음을 힐링! 낙성대공원 힐링 페스티벌 2023년 9월 9일(토) 낙성대공원에서 만나요!,,https://healingnsd.modoo.at/,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=78dda9b8e7e24e10b5e7e59431b5e173&thumb=Y,2023.7.24,시민,2023.9.9 0:00,2023.9.9 0:00,,37.47197208,126.959371,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142504&menuNo=200010
콘서트,광진구,음유시인 [최백호 콘서트],2023-09-09~2023-09-09,나루아트센터 대공연장,광진문화재단,추후 공지,"R석 60,000원 / S석 40,000원",,,,https://www.naruart.or.kr/bbs/board.php?bo_table=performance&wr_id=836&page=2,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=674d0710b6084774842f79bf6fd5c4c2&thumb=Y,2023.5.18,기관,2023.9.9 0:00,2023.9.9 0:00,기타,37.5376439,127.0706037,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=141764&menuNo=200008
연극,종로구,연극 [카르멘],2023-09-08~2023-10-01,세종M씨어터,세종문화회관,만 13세 이상(중학생 이상) 관람가,"R석 50,000원 S석 40,000원 A석 30,000원",,,,https://www.sejongpac.or.kr/portal/performance/performance/view.do?performIdx=33865&menuNo=200004,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=da1e7d1979e84295a7b7b8fbf74fd045&thumb=Y,2023.7.14,기관,2023.9.8 0:00,2023.10.1 0:00,,37.5726241,126.9760053,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142413&menuNo=200008
축제-문화/예술,용산구,2023 서울국제작가축제 [언어의 다리를 건너],2023-09-08~2023-09-13,"노들섬 라이브하우스, 다목적홀 숲, 노들갤러리 2관  ",기타,누구나,,,,,https://www.siwf.or.kr/,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=d6e2df16949c469f9a8c5daa149608d7&thumb=Y,2023.6.30,기관,2023.9.8 0:00,2023.9.13 0:00,,37.51766383,126.9580365,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142214&menuNo=200010
연극,노원구,개굴개굴 고래고래,2023-09-08~2023-09-09,노원어린이극장,노원문화재단,3세이상,"전석 20,000원",,,,https://www.nowonarts.kr/html/pe/performancedetail.php?param_url=https%3A%2F%2Fwww.nowonarts.kr%2Fhtml%2Fpe%2Fperformanceinfo.php%3F%26cate%3D%26skin%3D%26search_state%3D1%26search_syear%3D%26search_smonth%3D%26search_eyear%3D%26search_emonth%3D%26search_order%3D%26search_startPage%3D&idx=341,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=77eb263d984e4346bd39398040aebea6&thumb=Y,2023.8.8,기관,2023.9.8 0:00,2023.9.9 0:00,어린이/청소년 문화행사,37.65445005,127.0636923,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142721&menuNo=200008
교육/체험,노원구,2023 노원문화원 초등학생 문화재탐방교실,2023-09-07~2023-10-26,탐방코스별 상이,노원문화원,노원구 관내 초등학교,,,,,https://www.nwcc.or.kr/main/main.php,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=bfef8f639d95401e83d62c03a14b9ffe&thumb=Y,2023.6.30,기관,2023.9.7 0:00,2023.10.26 0:00,어린이/청소년 문화행사,37.62879899,127.0698009,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142202&menuNo=200011
교육/체험,금천구,"[9월] 점심시간 반짝 출산휴가, 육아휴직 노동법 교육 ",2023-09-07~2023-09-28,G밸리창업복지센터 3층 서남권직장맘지원센터 교육장,서울시청,"(예비)직장맘, 직장대디, 인사담당자",,서남권직장맘지원센터 상근 노무사,"서울특별시 서남권직장맘지원센터에서는 직장맘과 대디 역량 강화를 위해 ？노동법 먹고, 샌드위치 먹고？ 교육을 2017년 기획하여 꾸준히 진행하고 있습니다. 모성보호제도인 출산휴가, 육아휴직, 육아기근로시간 단축등에 대해 알아보고 직장맘과 직장대디가 자신의 권리를 온전히 누리기를 바라며 준비한 교육입니다. ",,https://gworkingmom.net/program/regulars/83,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=a7c0c1f8c2d849a1b97c999572f75a4a&thumb=Y,2023.8.9,기관,2023.9.7 0:00,2023.9.28 0:00,여성 문화행사,37.47619002,126.8837237,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142738&menuNo=200011
교육/체험,중구,[서울도서관] 캔바(Canva)로 나만의 콘텐츠 만들기,2023-09-07~2023-09-21,서울도서관 4층 사서교육장,서울도서관,관심있는 시민 누구나,,,,,https://lib.seoul.go.kr/lecture/applyDetail/4441,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=f30d2dad21ad4cf4aa41d07c52959f5c&thumb=Y,2023.8.7,기관,2023.9.7 0:00,2023.9.21 0:00,기타,37.56631742,126.9778292,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142705&menuNo=200011
무용,종로구,[싱크넥스트23] 정구호x김성훈 GRIMENTO,2023-09-07~2023-09-10,세종S씨어터,세종문화회관,만 12세(2011년 생) 이상,"일반석 55,000원 / 발코니석 45,000원",,,,https://www.sejongpac.or.kr/portal/performance/performance/view.do?performIdx=34105&menuNo=200004,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=79f8a641c8fb45ff933f3e7dabc95360&thumb=Y,2023.8.3,기관,2023.9.7 0:00,2023.9.10 0:00,,37.5726241,126.9760053,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142651&menuNo=200008
연극,종로구,2023 키우피우 오브제극축제 [새를 사랑한 산],2023-09-07~2023-09-09,종로 아이들극장,종로문화재단,4세 이상 권장(36개월 이상 입장 가능) 러닝타임: 40분 내외,"전석 20,000원",,,,https://www.jfac.or.kr/site/child/childProgram/view?pgIdx=282&pgCatCode=,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=081c6c98e72741c5b715a994909db5b6&thumb=Y,2023.8.4,기관,2023.9.7 0:00,2023.9.9 0:00,어린이/청소년 문화행사,37.59046055,126.9987986,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142677&menuNo=200008
전시/미술,마포구,해설이 있는 전시 [아트스토리 M] 이태호 교수편Ⅰ 서울산수 - 조선 후기 한양 도성도와 전경도 ,2023-09-07~2023-09-07,마포아트센터 플레이맥,마포문화재단,8세 이상 관람가,"전석 10,000원 / 마포구민 특별가 1,000원",,,,https://www.mfac.or.kr/performance/whole_view.jsp?sc_b_category=17&sc_b_code=BOARD_1207683401&pk_seq=2238&page=1,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=7c1dc4cefe1948b6b54afd5927997d55&thumb=Y,2023.8.9,기관,2023.9.7 0:00,2023.9.7 0:00,,37.54990609,126.9455338,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142741&menuNo=200009
교육/체험,송파구,"2023 예술, 송송, 인생학교 여성편 [엄마배우 프로젝트]",2023-09-06~2023-12-05,"에즈에스아카데미학원 (백제고분로399, 슈퍼비)",송파문화재단,배우를 꿈꾸는 30~50대 여성 15명(송파?강동구민),,,,,https://www.songpafac.or.kr/notice_view.do?brd_seq=514&curPage=&searchtype=&keyword=,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=1cfdaffe8ad9443f91deeceda530d00d&thumb=Y,2023.7.18,기관,2023.9.6 0:00,2023.12.5 0:00,여성 문화행사,37.50712659,127.1094413,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142461&menuNo=200011
교육/체험,중구,[서울도서관] 손으로 말해요 - 초급 수어 교실,2023-09-06~2023-10-25,서울도서관 4층 사서교육장,서울도서관,누구나,,,,,https://lib.seoul.go.kr/lecture/applyDetail/4461,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ca6e2b2b3884478996b510ce27bfbb4a&thumb=Y,2023.8.9,기관,2023.9.6 0:00,2023.10.25 0:00,기타,37.56631742,126.9778292,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142731&menuNo=200011
교육/체험,송파구,"[휴휴프로그램IV] 아이와 함께, 박물관 나들이",2023-09-06~2023-10-04,몽촌역사관,몽촌역사관,유아와 양육자,,,,,http://baekjemuseum.seoul.go.kr/dreamvillage/board/notice/index.jsp?mpid=SDM0401000000&mmode=list ,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=8a161822fc184b0faf206dc546617833&thumb=Y,2023.8.4,기관,2023.9.6 0:00,2023.10.4 0:00,어린이/청소년 문화행사,37.5238852,127.1243709,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142684&menuNo=200011
축제-기타,마포구,[M클래식 축제] 프리츠 크라이슬러 바이올린 콩쿠르 우승자 콘서트 [귀도 산타나 바이올린 리사이틀],2023-09-06~2023-09-06,마포아트센터 아트홀 맥 ,마포문화재단,8세 이상,"R석 50,000원 / S석 30,000 / A석 20,000원",,,,https://www.mfac.or.kr/performance/whole_view.jsp?sc_b_category=17&sc_b_code=BOARD_1207683401&pk_seq=2216&page=1,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=18a36e6bfbe84c9b94704b2d8c8a7492&thumb=Y,2023.7.6,기관,2023.9.6 0:00,2023.9.6 0:00,기타,37.54990609,126.9455338,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142293&menuNo=200010
교육/체험,종로구,[트렌드 특강] 펫 프렌들리 관광 : 반려견과 함께하는 여행,2023-09-06~2023-09-06,서울관광플라자 4층 다목적홀,기타,"관광업 종사자 및 예비종사자 (취/창업자), 서울시민 100명",,,,,https://www.sto-academy.com/service-page/9-6-%ED%8A%B8%EB%A0%8C%EB%93%9C-%ED%8A%B9%EA%B0%95-%ED%8E%AB-%ED%94%84%EB%A0%8C%EB%93%A4%EB%A6%AC-%EA%B4%80%EA%B4%91-%EB%B0%98%EB%A0%A4%EA%B2%AC%EA%B3%BC-%ED%95%A8%EA%BB%98%ED%95%98%EB%8A%94-%EC%97%AC%ED%96%89?referral=service_list_widget,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=e8010684b842436f859b4b593a8e55f6&thumb=Y,2023.8.7,기관,2023.9.6 0:00,2023.9.6 0:00,기타,37.56863139,126.9871504,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142710&menuNo=200011
교육/체험,관악구,[관악문화재단] 판다쌤 원어민 중국어,2023-09-05~2023-11-28,글빛정보도서관 별다방,관악문화재단,초등학생,,,,,https://lib.gwanak.go.kr/galib/menu/10028/program/30006/lectureDetail.do?currentPageNo=1&searchCondition=title&lectureIdx=23603&manageCd=KJ&targetCd=&searchStatusCd=,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=9b6f02c5cc2a4ff6aeea72f3e05766d7&thumb=Y,2023.8.9,기관,2023.9.5 0:00,2023.11.28 0:00,어린이/청소년 문화행사,37.48624318,126.9596703,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142736&menuNo=200011
교육/체험,송파구,"2023 예술, 송송, 인생학교 청소년편 [송파, 어디까지 춰봤니?]",2023-09-05~2023-10-31,"에즈에스아카데미학원 (백제고분로399, 슈퍼비)",송파문화재단,K-POP을 좋아하는 청소년 15명(송파?강동구민),,,,,https://www.songpafac.or.kr/notice_view.do?brd_seq=513&curPage=&searchtype=&keyword=,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=4b7c14e96362401d903de831ecf8af78&thumb=Y,2023.7.18,기관,2023.9.5 0:00,2023.10.31 0:00,어린이/청소년 문화행사,37.50712659,127.1094413,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142460&menuNo=200011
