부문,수집연도,작품명(국문),작품명(영문),작품규격,제작년도,재료/기법,작품해설,작가명,메인이미지,썸네일이미지
사진,2011,동숭동,Dongsung-dong,17.5×48cm,2009,젤라틴 실버 프린트,,김재경,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=10870,http://collections.eseoul.go.kr/data/art/thumb/10870.jpg
사진,2011,금호동 2가,Geumho-dong 2-ga,17.5×48cm,2010,젤라틴 실버 프린트,,김재경,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=7031,http://collections.eseoul.go.kr/data/art/thumb/3198.jpg
한국화,2011,청킹 맨션,청킹 맨션,162.5×130.3cm,2010,천에 수묵,"<청킹맨션>(2010)은 홍콩 중심가에 위치해 있는 주상복합 건물이자 홍콩으로 이주해 온 젊은 노동자들이 싼 값에 머무르는 맨션인 청킹맨션을 그린 작품이다. 영화 <중경삼림>의 주인공들이 살던 맨션이기도 한 이곳은 홍콩이 근대로부터 현대로 이어온 역사를 대표하는 건축물로 슬럼화되어 범죄의 온상이 되었다. 이여운은 홍콩의 건물을 통해 본 시간의 흐름, 좁은 길과 건물의 높이를 통해 본 지리적 조건, 좁은 공간에 많은 사람들이 살아야만 했던 역사적 사건 모두가 서울을 소재로 작업을 해오던 자신에게 매우 매력적으로 다가왔다고 밝힌다. 작가는 이 작품을 통해 사라져가는 역사에서 다시 생겨나는 역사와 건물의 흔적들을 표현하였다.",이여운,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=6838,http://collections.eseoul.go.kr/data/art/thumb/3088.jpg
사진,2011,무제,Untitled,101.6×127cm,2009,종이에 디지털 잉크젯 프린트,"<무제>(2009)는 사진을 통해 정신적인 세계를 표상하고 한편의 시(詩)로 드러내고자 하는 작가의 생각을 엿볼 수 있다. 주로 배경이 없이 오브제를 클로즈업하거나 화면에 가득 채워 찍는 다른 작업들과는 달리, 이 작품은 바다 풍경을 배경으로 하여 단독 오브제를 원경으로 작업하였다. 모든 것이 빠르게 변해가는 오늘날을 살아가는 사람들에게 한 장의 사진을 통해 잊고 지내왔던 추억과 향수를 불러일으키며 지나온 것들에 대한 의미를 부여한다.",김용훈(1972),http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=7030,http://collections.eseoul.go.kr/data/art/thumb/3197.jpg
서예,2011,화평만년 (和平萬年),화평만년 (和平萬年),68.5×142cm,2003,화선지에 먹,,조수호,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=7027,http://collections.eseoul.go.kr/data/art/thumb/3196.jpg
공예,2011,잎에 담다,잎에 담다,18×45×45cm,2006,점토에 철사,,홍순정,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=7026,http://collections.eseoul.go.kr/data/art/thumb/3195.jpg
공예,2011,어울림 2011-31,어울림 2011-31,145×111.8cm,2011,캔버스에 혼합매체,,정경연,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=7025,http://collections.eseoul.go.kr/data/art/thumb/3194.jpg
공예,2011,성 프란시스코 성당(St. Francisco Cathedral),st. Francisco Cathedral,101×101cm,2005,면사에 혼합매체,,박숙희,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=7024,http://collections.eseoul.go.kr/data/art/thumb/3193.jpg
조각,2011,글로리아,Gloria,40×50×55cm,2010,대리석,,황승우,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=7023,http://collections.eseoul.go.kr/data/art/thumb/3192.jpg
조각,2011,철판 접기,An iron plate fold,148×258×67cm,2000,"철판 용접, 절곡","<철판 접기>(2000)는 철판의 재료적 특성을 최대한 수용하면서 작가의 의도적인 제작 행위는 최소화하는 조형적 실험이다. 작가는 크고 작은 면들으로 철판을 분할하고, 철판을 접었을 때 생기는 면과 면의 접점이 상호작용을 이루면서 공간을 형성하도록 했다. 각 면이 서로 어긋나면서 긴장감이 창출되고 독특한 면의 분할로 시각적 역동성이 연출된다. 제각기 다른 면과 면의 접힌 각도와 절단 방식 그리고 각 면의 각도 차이로 각각의 모서리는 서로 기대고 어긋나지만, 그러한 형태를 작동시키는 원칙은 하나이다.",홍석호,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=7020,http://collections.eseoul.go.kr/data/art/thumb/3191.jpg
조각,2011,마를린 먼로(Marilyn Monroe)-안녕하세요,마를린 먼로(Marilyn Monroe)-안녕하세요,175×45×70cm,2009,합성수지에 아크릴릭,"<마를린 먼로-안녕하세요>(2009)는 등신대 비율로 만든 작품으로, 마를린 먼로가 스크린에서 빠져나와 현실에 존재하는 것 같은 느낌을 준다. 작가는 활동 초기 작업부터 2010년까지는 실제 크기의 사실적인 조각상을 만들었다. 이후에는 흔히 만화 캐릭터들이 보여주는 비율, 즉 머리가 크고 발끝으로 갈수록 좁아지는 역삼각형 형태의 조각상을 만들고 있다. 조정화는 극사실로 제작한 조각의 이미지로 실제이면서 허구이며, 허구이면서도 실제인 조각상을 선보이고 이를 통해 실제와 가상의 경계를 묻는다.",조정화,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=7019,http://collections.eseoul.go.kr/data/art/thumb/3190.jpg
조각,2011,세상의 흐름-바람결,Eco Flow-Windy Power,90×240cm,2009,"아크릴, 합성수지","<Eco Flow-Windy Power>(2009)는 자연의 생명력을 표현하기 위해 환경에 따라 변화하고 성장하는 생명체의 모습을 유려한 곡선으로 묘사한 작품이다. 작품에는 시작점이 있으며, 이 시작점은 점이 선에서 면으로 발전하듯 부드러운 곡선을 형성하면서 부채꼴 모양으로 확장해간다. 작품의 재료로 쓰인 레진은 치과용 수복제로도 많이 사용하는데, 가볍고 내구성이 좋은데다가 유리입자의 혼합물로 빛을 투과하게 하여 심미성을 부여한다. 작가는 레진의 물질적 특성을 통해 생명력이 확장함에 따라 빛의 투과율이 증가하도록 구성했다. 이를 통해 부채꼴 모양으로 확장해가는 물리적인 성장처럼 정신적인 성숙도 무한히 확장하고 있음을 표현한 것이다.",김태수,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=7018,http://collections.eseoul.go.kr/data/art/thumb/3189.jpg
조각,2011,"눈높이, 분할된 시야, 개체(분할 할 수 없는)","Eye Level, Divided Sight, Individuality",32.5×199×61.3cm,2010-2011,합성수지,,김신일,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=7017,http://collections.eseoul.go.kr/data/art/thumb/3188.jpg
조각,2011,방-11,Room-11,62×79×31cm,2011,"OHP 필름, 플라스틱",,고명근,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=7014,http://collections.eseoul.go.kr/data/art/thumb/3187.jpg
드로잉&판화,2011,동일 0808,Identity 08 Aug,54×54×5cm,2008,"유리에 모래분사, 디지털 피그먼트 프린트",,임정은,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=7011,http://collections.eseoul.go.kr/data/art/thumb/3186.jpg
회화,2011,사유의 공간,사유의 공간,91×116.8cm,2011,캔버스에 혼합매체,,하진용,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=7010,http://collections.eseoul.go.kr/data/art/thumb/3185.jpg
회화,2011,데자뷰 081011,DejaVu 081011,100×200cm,2008,캔버스에 콩테,,최종식,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=7009,http://collections.eseoul.go.kr/data/art/thumb/3184.jpg
회화,2011,광야,Wilderness,181.5×229cm,2010,캔버스에 아크릴릭,,조문자,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=7008,http://collections.eseoul.go.kr/data/art/thumb/3183.jpg
회화,2011,Hallmark Project?Encourage,Hallmark Project?Encourage,120×120cm,2011,캔버스에 유채,"정소연은 〈Hallmark Project〉에 대해 “꿈과 현실, 주입된 이미지와 실재에 관한 이야기”라고 말한다. 이 작업은 홀마크(미국의 유명 카드 회사)의 수천 종에 달하는 다양한 이미지와 캐릭터들을 수집, 인용, 발췌, 재배치하고, 명암법, 그러데이션, 콘트라스트, 시각적 착시 등 전통적인 회화 기법들을 사용한다. 〈Hallmark Project?Encourage〉(2011)에는 스마일, 슈퍼맨, 디즈니 애니메이션의 공주 등 홀마크 카드의 캐릭터들이 등장하고, 작가는 이를 수집, 재배치함으로써 우리로 하여금 정형화된 이미지와 현실의 간극을 상상하게 만든다. “정소연의 〈홀마크〉는 비단 홀마크 카드 이미지뿐만 아니라, 보다 넓게는 이미지 일반에 의해 형성되고 실현된 우리 문화의 현실 및 우리 각자의 의식과 감각 실제를 예시하고 있다. 동시에 그것을 뒤집어 현실에 실재하는 것들(동서양의 명화에서부터 카드사의 인쇄 상품까지)이 젖줄을 대고 있는 가상적이거나 잠재적인 것들(당신과 나의 기호, 몽상, 꿈, 기억, 추억에서부터 역사의 사실 및 미래의 비전까지)을 얇고 평평한 표면 위에 현실화시키고 있다.”(평론가 강수미)",정소연,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=7007,http://collections.eseoul.go.kr/data/art/thumb/3182.jpg
회화,2011,바라보다,Looking,98×146cm,2010,캔버스에 유채,,정보영,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=7006,http://collections.eseoul.go.kr/data/art/thumb/3181.jpg
회화,2011,구상,구상,37×18cm(×14개),1970,하드보드에 유채,,이준,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=7003,http://collections.eseoul.go.kr/data/art/thumb/3180.jpg
회화,2011,드로잉-5,Drawing- 5,57.5×77cm,2011,종이에 아크릴릭,,이두식,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=7002,http://collections.eseoul.go.kr/data/art/thumb/3179.jpg
회화,2011,동질이형(同質異形),Allotropism,112×145×13cm,2011,"캔버스에 아크릴릭, 소나무",,이계원,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=7001,http://collections.eseoul.go.kr/data/art/thumb/3178.jpg
회화,2011,일상적 이미지 7-2,일상적 이미지 7-2,152×152cm,2007,캔버스에 유채,,유인수,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=7000,http://collections.eseoul.go.kr/data/art/thumb/3177.jpg
회화,2011,시각적 사고-하늘 미학,Visual Thinking_Sky Aesthetics,131×163×17cm(×3개),2011,혼합매체,,송은주,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=6999,http://collections.eseoul.go.kr/data/art/thumb/3176.jpg
회화,2011,계절의 향기-포도밭 인상,계절의 향기-포도밭 인상,130×162cm,2011,캔버스에 유채,,성기점,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=6998,http://collections.eseoul.go.kr/data/art/thumb/3175.jpg
회화,2011,자연(自然),자연(自然),162×130.3cm,2011,캔버스에 유채,,석난희,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=6997,http://collections.eseoul.go.kr/data/art/thumb/3174.jpg
회화,2011,La Vogue Qui Servient,La Vogue Qui Servient,97×130cm,2011,캔버스에 유채,,샤를 벨(Charles Belle),http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=6996,http://collections.eseoul.go.kr/data/art/thumb/3173.jpg
회화,2011,향,향,50×100cm,2011,"면에 유채, 아크릴릭",<향>(2011)은 고향에 대한 그리움의 고백과도 같은 작품이다. 박용은 마치 옛날 그림처럼 빛바랜 색으로 거칠게 칠한 배경 위에 단순한 형상으로 산들을 그려 넣고 그 아래 가는 선으로 집과 길을 표현했다. 산 아래 펼쳐진 논밭처럼 보이는 이런 풍경은 작가의 기억 속에 남아 있는 고향의 모습이다. 그는 실재하는 풍경을 직설적으로 묘사하기보다 특유의 평면적 화법과 기호화된 형상들을 통해 압축된 이미지를 보여주면서 보는 이들에게 해석과 감흥의 여지를 남긴다. 이런 여백의 공간은 박용의 회화에서 시적인 행간과 동양적 감수성을 읽을 수 있게 한다.,박용,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=6995,http://collections.eseoul.go.kr/data/art/thumb/3172.jpg
회화,2011,"비밀의 정원 #251_ 검정색, 금색","Secret Garden #251_black, gold",194×259cm,2011,"캔버스에 아크릴, 오일스틱",,문범,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=6992,http://collections.eseoul.go.kr/data/art/thumb/3171.jpg
회화,2011,여름,summer,76×57cm,2011,"종이에 수채, 사인펜, 콩테","<여름>(2011)에는 원시적인 생명력을 느끼게 하는 풍만한 여성이 연꽃, 새, 물고기와 둘러싸여 있다. 작품에 등장하는 관능적인 여인의 몸은 푸른색으로, 배경은 하늘색으로 처리되어 있어 마치 물 속인 것 같기도 하고, 하늘인 것 같기도 하다. 연꽃은 활짝 피어오르고 있으며, 여인의 시선은 물고기의 입이 맞닿아 있는 손 끝을 향하고 있다. 자연 그대로의 느낌을 간결하게 스케치한 뒤 꽃은 붉은 색으로 화려하게, 여인은 푸른 빛으로 단순하지만 과감하게 채색하였다. 답답한 현실과 미래세대에 생명력을 불어넣기 위해 여인과 꽃을 그리고 있는 작가의 작품에서 일관되게 흐르고 있는 정서는 생명력이다. 부드러운 선과 화려한 색감을 사용하여 육체와 색에 대한 탐미정신을 보여주고 있는 작품이다.",데미 김(Demi Kim),http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=6991,http://collections.eseoul.go.kr/data/art/thumb/3170.jpg
회화,2011,불사조,불사조,162×130cm,2007,"캔버스에 아크릴릭, 혼합매체",<불사조>(2007)는 영원한 삶을 살아가기 위해 자신의 몸을 불태우는 전설 속의 새 불사조를 형상화한 것이다. 작품은 퍼포먼스가 끝난 후 타다 남은 종이의 재를 정열적인 붉은 색조와 배경 위에 콜라주하여 완성되었다. 남홍은 이러한 제작과정을 통해 예술과 삶의 경계를 무너뜨린다. “나는 또 오늘을 태우고자 내 마음의 심지에 불을 당긴다.”는 작가의 말처럼 불사조가 자신의 몸을 불태우듯 가장 중요한 기억만을 되살리기 위해 마음의 심지까지도 소멸시키고자 하는 작가의 의지를 표현했다.,남홍,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=6990,http://collections.eseoul.go.kr/data/art/thumb/3169.jpg
회화,2011,영원과 한계,Eternity & Limitation,194×130cm,1999,캔버스에 아크릴릭,,김용식,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=6989,http://collections.eseoul.go.kr/data/art/thumb/3168.jpg
회화,2011,소리 200901,소리 200901,129.3×161.2cm,2009,캔버스에 아크릴릭,<소리 200901>(2009)는 이과수 폭포를 바라보며 느꼈던 감정과 공감각적 경험을 형식에 얽매이지 않고 순수하게 표현한 작품이다. 작가는 생명의 거대한 에너지가 응축된 것과 같은 이과수 폭포의 웅장함을 표현하기 위해 배경을 태양의 강렬함을 상징하는 빨간색으로 채웠다. 작가는 하얗게 물보라를 일으키는 폭포의 물줄기를 청량하게 표현하여 속세에 찌든 도시인의 마음을 씻어주고자 한다.,김순옥,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=6988,http://collections.eseoul.go.kr/data/art/thumb/3167.jpg
회화,2011,어미새,Mother Bird,212×149cm,2011,"장지에 아크릴릭, 파스텔, 목탄",,김선심,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=6987,http://collections.eseoul.go.kr/data/art/thumb/3166.jpg
회화,2011,여행,Journey,97×227cm,2011,캔버스에 아크릴릭,,고영일,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=6986,http://collections.eseoul.go.kr/data/art/thumb/3165.jpg
회화,2011,Misplace Union/C 1001,Misplace Union/C 1001,114×146cm,2010,리넨에 아크릴릭,,추 더이(Chu Teh-i),http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=6985,http://collections.eseoul.go.kr/data/art/thumb/3164.jpg
한국화,2011,황무지의 꿈-위로(慰勞),황무지의 꿈-위로(慰勞),100×100cm,2011,"순지에 석채, 석분",<황무지의 꿈-위로 “compassion”>(2011)은 어두운 배경과 유기적인 붉은색 형상이 강렬한 대비를 이루는 가운데 그 위로 정교하게 그린 꽃들이 펼쳐진 작품이다. 작은 무당벌레 모양의 검은 점들이 곳곳에 박힌 붉은색 형상은 딸기 혹은 사과를 연상시킨다. 그 위에 세밀하게 그려진 꽃들은 이 붉은 빛을 띠는 유기적 형상의 갈라진 틈을 뚫고 나와 봉오리를 틔우거나 개화의 순간을 맞이하고 있다.,황신영,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=6982,http://collections.eseoul.go.kr/data/art/thumb/3163.jpg
한국화,2011,삶의 기록-관조,writing of life[contemplation],160×260.4cm,2011,장지에 구아슈,,한정희,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=6979,http://collections.eseoul.go.kr/data/art/thumb/3162.jpg
한국화,2011,겨울서정(冬之敍情),겨울서정(冬之敍情),75×160cm,2011,화선지에 수묵담채,,최영걸,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=6976,http://collections.eseoul.go.kr/data/art/thumb/3161.jpg
한국화,2011,매화인-군무,매화인-군무,91×116cm,2011,캔버스에 혼합매체,,이범헌,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=6973,http://collections.eseoul.go.kr/data/art/thumb/3160.jpg
한국화,2011,응시-공(空),Gazing-Void,162.5×176cm,2007,"화선지에 채색, 금분","<응시-空>(2007)은 유희승의 <응시> 시리즈 중 하나로, 넓게 번진 수묵의 화면이 작품 가운데를 차지하는 가운데 화면 양쪽에서 각각 동?서양 복식의 여성이 나타나는 작품이다. 중요한 것은 두 여성 모두 화면 밖을 응시하고 있다는 것인데, 이는 흔히 응시의 대상이 되는 여성 그 자신이 주체가 되어 세상에서 받은 시선을 돌려주고 있다는 의미다. 그러나 이 작품이 ‘주체로서의 여성’만을 강조하고 있는 것은 아니다. 작가는 화면 가운데 수묵의 넓은 면을 두고 은은한 발묵으로 양 옆의 두 여성이 자연스레 이어지게 했는데, 이러한 수묵의 포용성은 작품 안으로 향하는 모든 시선을 감싸 안으며 여성의 포용력을 은유하고 있다.",유희승,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=6970,http://collections.eseoul.go.kr/data/art/thumb/3159.jpg
한국화,2011,화려한 외출,화려한 외출,53×46cm,2010,한지에 채색,"<화려한 외출>(2010)은 섬유채색화의 명장으로 잘 알려진 박송자의 작품으로, 화려하고도 신비로운 색채가 돋보인다. 탐스럽게 핀 보랏빛 수국에 흰 나비들이 모여 있는 장면은 마치 그림에서 꽃향기가 날 것 같은 착각을 불러일으키며, 잎사귀의 선명한 색채는 만개한 꽃을 지탱하는 강인한 생명력을 느끼게 한다. 박송자는 보라색의 다양한 스펙트럼과 먹의 농담을 활용해 입체감과 원근감을 표현했고, 배경까지 온통 보라색으로 물들여 화면 가득 농염한 수국의 향이 번진 듯한 이미지를 연출했다. 박송자의 작품은 한 땀 한 땀 자수를 놓듯 채색하는 섬세한 작업과정을 통해 완성되며, 이런 작가의 열정은 작품 속에서 색채의 에너지로 분출되고 있다.",박송자,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=6967,http://collections.eseoul.go.kr/data/art/thumb/3158.jpg
설치,2011,그물과 목어,Net & Wooden Fish,112×72×20cm,2008,"목어, 구슬, 동선, 혼합매체","<그물과 목어>(2008)는 그물에 물고기를 비롯한 다양한 사물들이 걸려 있는 모습을 하고 있다. 중심 소재인 목어에 대해 옥현숙은 식탁 위에 몸이 함부로 파헤쳐진 채 누워 있던 생선의 얼굴에서 해탈의 미소를 만났다는 일화를 전한다. 그녀는 작가의 손길이 그리 중요하지 않게 된 현대조각의 경향과는 반대로 마치 수행을 하듯 손으로 하나하나 물고기를 깎아내는데, 목어는 원래 불구(佛具)로서 밤낮으로 눈을 감지 않는 물고기처럼 쉬지 않고 도를 닦으라는 의미를 담고 있기도 하다. 한편 그물에는 다양한 포획물들이 장식적으로 걸려 있는데, 그 중에서도 구슬은 세상사의 번뇌를 나타낸다. 그물이라는 것은 그 속에 포획된 각각의 사건들을 만나게 하는 작은 세계와도 같다는 게 옥현숙의 말이다.",옥현숙,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=6966,http://collections.eseoul.go.kr/data/art/thumb/3157.jpg
서예,2011,재상불교(在上不驕),재상불교(在上不驕),166.5×136cm,2006,"화선지에 수묵담채, 황토",,사공홍주,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=20726,http://collections.eseoul.go.kr/data/art/thumb/20726.jpg
사진,2011,Traces B,Traces B,140×140cm,2011,디지털 피그먼트 프린트,,최영돈,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=6960,http://collections.eseoul.go.kr/data/art/thumb/3155.jpg
사진,2011,Traces A,Traces A,140×140cm,2011,디지털 피그먼트 프린트,"<trace a>(2011)는 가로, 세로 각각 10장씩 총 100장의 사진을 나열하여 전체 화면을 구성한 작품으로, 최영돈의 독특한 작업 형식을 잘 보여주는 작품이다. 그러나 구체적인 피사체를 촬영한 동일한 단위의 사진을 나열한 다른 작품들과 달리 이 작품은 각각 상이한 추상의 이미지들을 일정한 방식으로 군집을 이루도록 배열한 작품이다. 직선의 빗살무늬가 새겨진 작은 추상의 이미지들은 크게 초록빛 군집과 붉은 빛 군집, 노란 빛 군집을 형성하며 일정한 전이지대를 거쳐 자연스럽게 뒤섞이며 배열되었다. 빗살의 무늬를 수직 또는 수평으로 교차 배열하여 단조로움을 탈피하고 리드미컬한 시각적 효과를 얻고 있다.",최영돈,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=6957,http://collections.eseoul.go.kr/data/art/thumb/3154.jpg
조각,2011,못다한 노래,못다한 노래,85×22×19cm,1981,청동,"<못 다한 노래>(1981)는 소박한 복장의 단발머리 소녀를 표현한 작품으로 홍성문 작품의 특징인 부드러운 감성과 평온한 느낌이 잘 드러난다. 얼굴의 눈, 코, 입은 물론이고 손과 다리, 발, 옷의 세부 표현은 극도로 절제되어 있다. 여인은 왼손을 복부 앞으로 두르고 오른손은 머리 뒤편으로 접어올리고 있지만 운동성은 거의 느껴지지 않는다. 한 덩어리로 통합된 신체와 절제된 세부묘사로 조각을 이루는 선은 끊어지지 않고 부드럽게 이어진다.",홍성문,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=6955,http://collections.eseoul.go.kr/data/art/thumb/3153.jpg
조각,2011,공존,Coexistence,176×92×60cm,2005,"청동 주조, 철",,류훈,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=6953,http://collections.eseoul.go.kr/data/art/thumb/3152.jpg
회화,2011,화려한 여인,화려한 여인,73×60.5cm,2007,캔버스에 유채,<화려한 여인>(2007)은 과감한 붓터치와 원색의 대비가 돋보이는 인물화다. 화면에는 풍성한 갈색 머리의 여인이 머리에는 굵은 띠를 두르고 어깨를 드러낸 집시풍의 의상을 입고 고개를 살짝 돌려 관객을 향하고 있다. 목에는 굵은 두 줄의 목걸이를 두른 여인의 원피스에는 다채로운 색채가 드러나 있는데 손에 들고 있는 꽃바구니와 적절한 조화를 이루고 있다. 그녀가 두 손에 들고 있는 만개한 꽃이 담긴 꽃바구니와 살짝 옆으로 비튼 자세 그리고 발그레한 두 볼은 전형적인 여성성을 잘 표현하고 있다. 배경은 여인의 원피스와 꽃바구니의 화려한 색채와 대비되는 어두운 청색조로 처리하고 과감한 붓질로 구체적인 묘사를 생략해 중심이 되는 여인의 모습을 한층 뚜렷하게 부각시켰다.,홍순무,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=6952,http://collections.eseoul.go.kr/data/art/thumb/3151.jpg
회화,2011,Work-간(間) 흔적 11,Work-간(間) 흔적 11,236×133cm,2011,한지 주물,,한기주,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=6950,http://collections.eseoul.go.kr/data/art/thumb/3150.jpg
회화,2011,우리는 지금 어디로 가고 있는가?,Where Are We Going?,162×130.2cm,2011,혼합매체,,하귀분,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=6949,http://collections.eseoul.go.kr/data/art/thumb/3149.jpg
사진,2010,PROCESS 시리즈-PRS-003 MARCH,PROCESS series-PRS?003 MARCH,105×170cm,2006,C-프린트,"〈PRS?003 March〉(2006)는 〈Process〉 시리즈 중 하나로, 작가가 대관령에서 5명의 모델들과 연출한 장면을 찍은 것이다. 실제 장소는 대관령이지만 사진에서 표현된 장면은 시작도 끝도 보이지 않을 만큼 넓은 눈 덮인 평야를 자신의 몸보다 큰 하얀 깃발을 메고 걸어가는 사람들의 모습이다. 하늘도 땅도 온통 하얘서 어디가 하늘이고 어디가 땅인지 잘 구별되지 않고, 표식이 될 만한 것이 아무것도 없어 방향도 분간되지 않는다. 완전한 미지의 세계인 것이다. 그렇지만 사람들은 흰색 깃발을 휘날리며 씩씩하게 한 방향으로 나아가고 있어 희망적이다.",오상택,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=6311,http://collections.eseoul.go.kr/data/art/thumb/2877.jpg
한국화,2010,Towards,Towards,202×139.5cm(×4개),2008,한지에 채색,,김보희,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=24954,http://collections.eseoul.go.kr/data/art/thumb/24954.jpg
한국화,2010,공간 읽기,공간 읽기,202 X 185 X 5,2008,한지에 수묵,"<공간 읽기>(2008)에서 김성희는 한지 위에 농담을 조절한 먹의 필선을 하나하나 그어나가 개인적인 삶의 공간과 그 안의 사물들을 그려낸다. 일일이 가로 먹선을 그어가는 제작 과정에서, 화면 속 사물들은 작가의 들숨과 날숨의 진동을 그대로 나타낸다. 큐레이터 신혜영의 평론처럼 “세밀하게 떨리는 먹선으로 표현된 사물과 그것들이 놓인 삶의 공간은... 생명체처럼 불안하고도 자연스럽다.” 작가는 이처럼 호흡을 담은 선을 통해 대상에 생명력을 부여하고 그들과 스킨쉽하며 자기 신체와 긴밀한 관계를 유지한다. 한편 같은 호흡으로 묶여 있는 공간과 그 안의 사물들은 투명도를 높인 것처럼 중첩되면서 묘한 공간 감각을 생성한다. 예를 들어 싱크대 위의 창문은 바깥을 향해 열려있는 한편 타일벽으로 막혀있다. 따라서 먹선으로 이루어진 형상들은 견고한 실체로서 공간을 점유하는 대신 경계를 공유하면서 공간을 부유한다.",김성희,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=29986,http://collections.eseoul.go.kr/data/art/thumb/29986.jpg
한국화,2010,출사,Photographers' Visit,170 X 170,2009,한지에 수묵채색,,민재영,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=6174,http://collections.eseoul.go.kr/data/art/thumb/2810.jpg
한국화,2010,breath,breath,100 X 162,2008,화선지에 수묵,,박병일,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=6177,http://collections.eseoul.go.kr/data/art/thumb/2811.jpg
한국화,2010,beyond the scenery 09-14,beyond the scenery 09-14,91×145.5cm,2009,"장지, 방해말, 목탄",,박영학,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=6184,http://collections.eseoul.go.kr/data/art/thumb/2812.jpg
한국화,2010,이야기,이야기,130 X 162,2009,장지에 수간채색,,양승옥,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=6187,http://collections.eseoul.go.kr/data/art/thumb/2813.jpg
한국화,2010,Black Flower,Black Flower,200 X 240,2009,"한지에 혼합매체 (먹, 피그먼트)",,이기영,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=6190,http://collections.eseoul.go.kr/data/art/thumb/2814.jpg
