번호,주제분류,문화시설명,주소,위도,경도,전화번호,팩스번호,홈페이지,관람시간,관람료,휴관일,개관일자,객석수,대표이미지,기타사항,시설소개,무료구분,지하철,버스정거장,YELLOW,GREEN,BLUE,RED,공항버스,,,,,,,
737,도서관,원당마을한옥도서관,서울특별시 도봉구 해등로32가길 17,37.66029179,127.0217983,02-906-2022,906-2023,http://www.unilib.dobong.kr/,,0,"매주화요일,법정공휴일, 기타 도서관장이 정하는 날",,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=df407eeea2174e2f89bbc84636ff217f&thumb=Y,,"<div style='text-align: center;' align='center'><span style='font-size: 16px;'>원당마을한옥도서관은 도봉산 아래, 방학3동 원당샘공원과 수령 600년이 넘는 은행나무옆에 문을 연 도봉구립 공공도서관입니다.&nbsp;</span></div><div style='text-align: center;' align='center'><span style='font-size: 16px;'>원당마을한옥도서관은 영유아부터 지역주민 모두가 함께할 수 있도록 책을 매개로 절기행사, 인문-역사 강의, 세상을 읽는 전시, 다양한 체험과 전통놀이 등을 통해 한옥에서 전통문화와 문학으로 주민들의 삶을 풍요롭게 하겠습니다.</span></div>",무료,,,,,,,,,,,,,,
738,도서관,군자동도서관,서울특별시 광진구 면목로 13 군자동복합청사 1층,37.55548521,127.0753494,02-2049-2960,,https://www.gwangjinlib.seoul.kr/gunja/index.do,,0,"첫째, 셋째주 화요일(정기휴관일), 법정공휴일",,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=4b3a3ac7a361495ab1d18a5c740b3a73&thumb=Y,,<div style='text-align: left;' align='left'><span style='font-size: 12pt;'>2022년에 개관한 군자동도서관은  지역주민들이 책과 가까이하는&nbsp;</span><span style='font-size: 12pt;'>일상을 보낼 수 있도록 쾌적한 독서공간과 카페 같은 편안한 분위기를 제공하고 있습니다.</span></div><div style='text-align: left;' align='left'><span style='font-size: 12pt;'><br></span></div><div style='text-align: left;' align='left'><span style='font-size: 16px;'>이용시간</span></div><div style='text-align: left;' align='left'><span style='font-size: 12pt;'><div align='left'>평일: 09:00~20:00(하계 3~10월)</div><div align='left'>평일: 09:00~19:00(동계 11월~2월)</div><div align='left'>주말: 09:00~18:00</div></span></div>,무료,,,,,,,,,,,,,,
739,박물관/기념관,경희대학교 중앙박물관,서울특별시 동대문구 경희대로 26,37.59394914,127.054891,02-961-0141,,http://museum.khu.ac.kr,매주 화수목금10:00~17:00,무료,공휴일방학기간,,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=e5fbe076bd1548679683de6e3804da67&thumb=Y,,"<div style='text-align: center;' align='center'><span style='font-size: 14pt;'>경희대학교 중앙박물관은 1955년 개관한 이래 고고 역사 민속 중심의 제 1종 종합박물관(문화관광부 등록 제 193호)으로서 학술, 교육, 전시,&nbsp;</span></div><div style='text-align: center;' align='center'><span style='font-size: 14pt;'>문화재 지표 및 발굴조사 등 다양한 활동을 통하여 대학 문화를 선도하고 있다.&nbsp;</span></div><div style='text-align: center;' align='center'><span style='font-size: 12px;'><br></span></div><div style='text-align: center;' align='center'><span style='font-size: 14pt;'>박물관 전시실은 고고역사관, 무속관, 시베리아관, 특별전시관 및 IAUP기념관으로 구성되어 있다. 고고역사관은 선사실, 삼국시대실, 금관실,&nbsp;</span></div><div style='text-align: center;' align='center'><span style='font-size: 14pt;'>고려시대실, 자기실, 무기실, 신라실, 와당실, 옹관실로 구분되며, 선사시대부터 근대에 이르기까지 다양한 유물들이 전시되어 있다. 무속관은&nbsp;</span></div><div style='text-align: center;' align='center'><span style='font-size: 14pt;'>우리나라 무속관련 도구, 무신도 등을 전시하고 있으며, 시베리아관은 시베리아 민속 유물들을 전시하고 있다.&nbsp;</span></div><div style='text-align: center;' align='center'><span style='font-size: 12px;'><br></span></div><div style='text-align: center;' align='center'><span style='font-size: 14pt;'>특별전시관은 중앙현관을 이용하여 특별 전시회를 개최하는 공간으로 사용하고 있다. IAUP기념관에는 경희대학교가 교육을 통해 세계평화에&nbsp;</span></div><div style='text-align: center;' align='center'><span style='font-size: 14pt;'>기여해 온 발자취를 보여주는 자료들이 전시되어 있다.</span></div>",무료,,,,,,,,,,,,,,
740,문화원,이스라엘문화원,서울특별시 서초구 서초대로74길 23,37.49561193,127.027091,02-525-7301,,http://www.ilculture.or.kr/main.php,,,"매주 수요일, 토요일, 일요일, 국가공휴일",,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=e5b10b8f46014d90b24ba987ed6fc9eb&thumb=Y,"■ 문화원의 활동 심포지엄 및 세미나 (Symposium & Seminar) 전시회, 연주회, 영화, 축제 (Exhibitions, Concert, Film & Festivals) 히브리어강좌 (Hebrew Courses) 유대학 전문 도서관(Library for Jewish Studies) 이스라엘 문화탐방 (Exploring Israel) 및 기타","<div style='text-align: center;' align='center'><span style='font-size: 14pt;'>문화원은 현재 서울 강남 도심에 위치해 있으며, 이스라엘과 유대학 관련 전문서적을 구비한 전문도서관을 운영하고 있으며, 이미 이스라엘 사람이 직접 강의하는 히브리어 강</span></div><div style='text-align: center;' align='center'><span style='font-size: 14pt;'>좌가 개설되어 초급, 중급, 고급 과정이 진행 중이며, 국제심포지엄, 세미나, 각종 전시회, 연주회, 친선 공연, 하프 콩쿨 대회, 박람회 등을 이스라엘 대사관과 공동, 또는 단독으</span></div><div style='text-align: center;' align='center'><span style='font-size: 14pt;'>로 개최하여 한국 속에 이스라엘을 알리고, 한국과 이스라엘을 잇는 매개체 역할을 담당하고 있습니다. 이스라엘이 지형적으로는 작지만 전 세계에 큰 영향을 끼치듯이, 이스</span></div><div style='text-align: center;' align='center'><span style='font-size: 14pt;'>라엘 문화원도 이러한 이스라엘과 그 민족이 지닌 독특한 역량을 우리나라 사람들에게 친근하게 접근시켜, 두 나라가 갖고 있는 여러 유사성과 특징으로 두 민족이 서로 공유</span></div><div style='text-align: center;' align='center'><span style='font-size: 14pt;'>할 수 있는 만남의 장소가 될 것으로 기대해 봅니다.</span></div>",유료,,,,,,,,,,,,,,
741,도서관,아차산숲속도서관,서울특별시 광진구 영화사로 139,37.552474,127.1008158,02-2049-2970,,https://www.gwangjinlib.seoul.kr/achasan/index.do,,0,"매주 화요일(정기휴관일), 법정공휴일",,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=2b66b25872bc4332befe99c299cf7d97&thumb=Y,,"<div align='left' style='text-align: left;'><span style='font-size: 12pt;'>2022년 8월에 개관한 아차산숲속도서관은 사계절을 모두 느낄 수 있는&nbsp;</span><span style='font-size: 12pt;'>자연친화적인&nbsp;도서관으로 가족이 함께 이용하기 좋은 아차산 유일 복합문화공간입니다.</span></div><div align='left' style='text-align: left;'><span style='font-size: 12pt;'><br></span></div><div align='left' style='text-align: left;'><span style='font-size: 12pt;'>이용시간:&nbsp;</span><span style='font-size: 16px;'>9:00~18:00(평일, 주말)</span></div>",무료,,,,,,,,,,,,,,
742,공연장,블루스퀘어,서울특별시 용산구 이태원로 294,37.54086944,127.0024853,1544-1591,,http://www.bluesquare.kr/,,,정보없음,,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=8d8cf5df114e4b6abc53cf26797fc3a0&thumb=Y,,"<div><span style='font-size: 14pt;'>인터파크씨어터는 공연 투자 및 티켓 유통 영역에서 공연 시장 성장을 이끌어온 인터파크가</span></div><div><span style='font-size: 14pt;'>미래의 공연산업 발전에 기여하기 위해 설립한 공연장 운영 법인입니다.</span></div><div><span style='font-size: 14pt;'>인터파크씨어터는 흥행 뮤지컬 공연장으로 사랑받고 있는 블루스퀘어와 더불어</span></div><div><span style='font-size: 14pt;'>서울 삼성동 코엑스 신한카드 아티움, 합정동 신한play스퀘어, 이화여대 삼성홀을 운영하고 있습니다. 뿐만 아니라 복합문화공간 노들섬과 KT&amp;G 상상마당 부산, 소향씨어터를 운영해 우리나라 공연계의 균형 잡힌 발전에도 기여하고 있습니다.</span></div><div><span style='font-size: 14pt;'>서울 한남동에 자리한 블루스퀘어는 1,766석의 뮤지컬 전문 공연장인 신한카드홀과 1,400석(스탠딩 2,800석) 규모의 다목적 공연장인</span></div><div><span style='font-size: 14pt;'>마스터카드홀로 구성된 국내 최대 규모의 공연장입니다(뮤지컬 전문 공연장 기준). 2011년 개관 이후 10년간 약 1천만명의 방문객을 기록한 블루스퀘어는 매년 국내 최고의 흥행작을 무대에 올려 연간공연장 가동률 100%를 달성하고 있습니다. 이처럼 업계와 관객들의 뜨거운 성원 덕분에 블루스퀘어는 우리나라 최고의 흥행 공연장으로 굳건히 자리매김할 수 있었습니다.</span></div><div><span style='font-size: 14pt;'>블루스퀘어는 관객들에게 더 풍성한 즐거움을 제공하고자 다양한 시설을 운영하고 있습니다. 트렌디한 전시행사 공간 NEMO, 나만의 서재와 카페가 함께 어우러진 고품격 문화공간 북파크 라운지,</span></div><div><span style='font-size: 14pt;'>탁 트인 남산 전망의 테라스가 이국적인 정취를 풍기는 카페 필로스가 블루스퀘어에 트렌디한 분위기를 더하고 있습니다. 뿐만 아니라 공연의 여운을 와인과 함께 곱씹을 수 있는 정통 레스토랑 '스테이지B', 오리엔탈 푸드 전문점 '솔로스키친'도 운영하고 있습니다.</span></div><div><span style='font-size: 14pt;'>앞으로도 인터파크씨어터는 제작사에게는 작품의 퀄리티가 향상될 수 있는 최적의 제작 환경을 관객 여러분께는 감동 가득한 공연과 쾌적한 관람환경을 제공할 것을 약속드립니다. 복합문화공간 블루스퀘어를 비롯해 전국 각지의 공연장 운영을 통한 우리나라 공연계의 발전을 견인해 나가겠습니다.</span></div>",무료,,,,,,,,,,,,,,
743,박물관/기념관,백인제가옥,서울특별시 종로구 북촌로7길 16,37.58044504,126.9840929,"02-724-0200, 0232",,https://museum.seoul.go.kr/www/intro/annexIntro/annex_22/annex_22_01.jsp?sso=ok,,,"1월 1일 , 매주 월요일(월요일이 공휴일인 경우 개관)",,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=3d1477ecd0344502bcbfe696baca2005&thumb=Y,,"<div><span style='font-size: 18pt;'><b>백인제가옥</b></span></div><div><span style='font-size: 14pt;'><br></span></div><div><span style='font-size: 14pt;'>북촌 가회동에 위치한 백인제 가옥은 근대 한옥의 양식을 고스란히 보존하고 있는 대표적인 일제강점기 한옥입니다. 북촌이 한눈에 내려다보이는 2,460㎡의 대지 위에 당당한 사랑채를 중심으로 넉넉한 안채와 넓은 정원이 자리하고, 가장 높은 곳에는 아담한 별당채가 들어서 있습니다.</span></div><div><span style='font-size: 12px;'><br></span></div><div><span style='font-size: 14pt;'>전통적인 한옥의 아름다움을 유지하면서도 근대적 변화를 수용하여, 건축 규모나 역사적 가치 면에서 윤보선 가옥과 함께 북촌을 대표하는 건축물입니다.</span></div><div><span style='font-size: 12px;'><br></span></div><div><span style='font-size: 12px;'><br></span></div><div><span style='font-size: 18pt;'><b>백인제가 건축의 특징</b></span></div><div><span style='font-size: 14pt;'><br></span></div><div><span style='font-size: 14pt;'>1907년 경성박람회 때 서울에 처음 소개된 압록강 흑송(黑松)을 사용하여 지어진 백인제 가옥은 동시대의 전형적인 상류주택과 구별되는 여러 특징들을 갖고 있습니다.</span></div><div><span style='font-size: 12px;'><br></span></div><div><span style='font-size: 14pt;'>사랑채와 안채를 별동으로 구분한 다른 전통한옥들과는 달리 두 공간이 복도로 연결되어 있어, 문 밖으로 나가지 않아도 자유롭게 이동할 수 있습니다.</span></div><div><span style='font-size: 14pt;'>일본식 복도와 다다미방을 두거나 붉은 벽돌과 유리창을 많이 사용한 것은 건축 당시의 시대적 배경을 반영한 것입니다. 또한 사랑채의 일부가 2층으로 건축되었는데, 이는 조선시대 전통한옥에서는 유례를 찾을 수 없는 백인제 가옥만의 특징입니다.</span></div><div><span style='font-size: 12px;'><br></span></div><div><span style='font-size: 14pt;'>정원에서는 당당한 사랑채를, 중정에서는 넉넉한 안채를, 그리고 후원에서는 아담한 별당채의 모습을 감상할 수 있는 백인제 가옥은 우리 한옥의 다양한 아름다움이 한자리에 모인 소중한 문화유산입니다.</span></div>",무료,,,,,,,,,,,,,,
744,박물관/기념관,가회민화박물관,서울특별시 종로구 북촌로 52,37.58150935,126.9852292,02)741-0466,,http://www.gahoemuseum.org/new/,,,월요일,,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=51f4827d5d774ba68ea360504a05609e&thumb=Y,,"<div><span style='font-size: 14pt;'>2002년 문을 연 가회민화박물관은 인간의 삶과 염원이 담겨있는 민화를 모아 전시하고 있습니다.&nbsp;</span></div><div><span style='font-size: 14pt;'>이곳에는 250여 점의 민화와 750점의 부적, 150점의 전적류 및 기타 민속자료 250여 점 등 총 1,500여점의 유물이 소장되어 있습니다. 한국 고유의 정취를 느낄 수 있는 전통 한옥 전시실에는 옛 사람들의 진솔한 감정이 담겨 있는 민화와 주술적 신앙이 반영되어 있는 벽사그림 외에 통일신라시대의 인면와(人面瓦), 귀면와(鬼面瓦) 등이&nbsp; 전시되어 있습니다. 아름다운 만남 가회박물관은 여러분을 위한 박물관입니다.</span><br></div><div><br></div><div><span style='font-size: 12px;'><b><br></b></span></div><div><span style='font-size: 14pt;'><b>*단체예약 안내</b></span></div><div><span style='font-size: 14pt;'>5인 이상의 단체의 경우 예약필수입니다.</span></div><div><span style='font-size: 14pt;'>20인 이상의 단체 예약 시 10%의 예약금이 있습니다.</span></div><div><span style='font-size: 12px;'><br></span></div><div><span style='font-size: 14pt;'><b>* 대중교통 이용시</b></span></div><div><span style='font-size: 14pt;'>지하철) 지하철 3호선 안국역 2번 출구, 도보 10분</span></div><div><span style='font-size: 14pt;'>지하철,버스) 지하철 3호선 안국역 2번출구 앞 버스정류장,</span></div><div><span style='font-size: 14pt;'>②번 마을버스를 타고 돈미약국, 북촌한옥마을 앞 하차</span></div><div><span style='font-size: 14pt;'>상세방향)&nbsp; 안국역 2번출구에서 헌법재판소, 감사원 방향으로 쭉 올라오시면</span></div><div><span style='font-size: 14pt;'>CU편의점이 있습니다. 해당건물 지하에 가회민화박물관이 위치하고 있습니다.</span></div><div><span style='font-size: 12px;'><br></span></div><div><span style='font-size: 14pt;'><b>* 차량 이용시</b></span></div><div><span style='font-size: 14pt;'>별도의 주차장이 없습니다.</span></div><div><span style='font-size: 14pt;'>경복궁과 창덕궁 사이 현대사옥에서 한블럭 왼쪽 도로에 위치한 헌법재판소에서 감사원 가는 방향으로 직진 500M</span></div>",무료,,,,,,,,,,,,,,
745,기타,서울시농수산식품공사 가락몰 쿠킹스튜디오,서울특별시 송파구 양재대로 932,37.49507692,127.11557,02-3435-0223,,https://www.garak.co.kr/news/selectPageListEvent.do,,,프로그램에 따라 운영,,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000101300&thumb=Y,,"<div style='text-align: center;' align='center'><span style='font-size: 12pt;'>가락몰 쿠킹스튜디오는 농수산물 시장 내에 위치한 국내 유일의 쿠킹스튜디오입니다.</span></div><div style='text-align: center;' align='center'><span style='font-size: 12pt;'>가락몰 쿠킹스튜디오는 “장보고(Buy) 요리하고(Cook) 소통(Communicate)하는 가락시장 속 음식학교“로써&nbsp;</span></div><div style='text-align: center;' align='center'><span style='font-size: 12pt;'>가락시장에서 매일 공수되는 신선한 제철식재료로 시민에게 건강한 식생활과 다채로운 식문화를 널리 알리고자&nbsp;</span></div><div style='text-align: center;' align='center'><span style='font-size: 12pt;'>설립된 시민 모두를 위한 문화공간입니다.</span></div><div style='text-align: center;' align='center'><span style='font-size: 12px;'><br></span></div><div style='text-align: center;' align='center'><span style='font-size: 12pt;'>가락몰 쿠킹스튜디오는 계절한식, 시장속동화요리, 북앤쿡 클래스 등 가락시장 제철식재료를 기반으로&nbsp;</span></div><div style='text-align: center;' align='center'><span style='font-size: 12pt;'>도서관과 연계한 다양한 테마의 식문화 프로그램을 운영하고 있으며, 농식품부 지정 식생활교육기관 제29호</span></div><div style='text-align: center;' align='center'><span style='font-size: 12pt;'>&nbsp;“서울식생활시민학교”를 통해 운영됩니다.</span></div><div style='text-align: center;' align='center'><span style='font-size: 12pt;'>※ 카카오톡플러스친구 : “가락몰쿠킹스튜디오” 검색 친구추가</span></div>",무료,,,,,,,,,,,,,,
746,기타,서울예술교육센터,"서울특별시 용산구 서빙고로 17 업무동 1층, 공공시설동 5-6층",37.52637555,126.9665363,02-3785-3199,,https://www.sfac.or.kr/artspace/artspace/artsedu_main.do,,0,"시민 예술교육공간(감정서가): 일, 월, 법정공휴일 / 청소년 전용 창작공간(아츠포틴즈): 일, 월, 화, 법정공휴일",,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=f10c0d022d874823bfcd966a5d2d428f&thumb=Y,,"<div><span style='font-size: 14pt;'>서울예술교육센터는 시민이 예술가와 만나 일상에서 예술이 어우러지는 공간이자, 서울 문화예술교육을 선도하는 도심권 예술교육센터입니다.&nbsp;</span></div><div><span style='font-size: 14pt;'>청소년 특화 예술교육센터로 청소년의 미래 수요를 반영한 다양한 예술교육 프로그램을 수행하고, 청소년이 주체적으로 자신을 표현하고&nbsp;</span></div><div><span style='font-size: 14pt;'>존재를 탐색하도록 조성된 전용창작공간 ‘아츠포틴즈’를 운영하고 있습니다.&nbsp;</span></div><div><span style='font-size: 12px;'><br></span></div><div><span style='font-size: 14pt;'>또한 시민이 동시대 예술가와의 예술창작 활동을 통해 스스로를 성찰하고 예술이 주는 즐거움을 느끼는 예술공간 ‘감정서가’를 운영하여&nbsp;</span></div><div><span style='font-size: 14pt;'>다양한 성인대상 예술교육 콘텐츠를 기획?운영하고 있습니다.</span></div>",무료,,,,,,,,,,,,,,
747,미술관,서울대학교 미술관,서울특별시 관악구 관악로 1,37.46628727,126.9481564,02-880-9504,,http://www.snumoa.org,10:00~18:00,일반 3000원초중고 2000원,"일요일 및 공휴일, 개교기념일",,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=cc293fadcd5743dc9fd30defff841af3&thumb=Y,,"<div style='text-align: center;' align='center'><span style='font-size: 14pt;'>서울대학교미술관은 학내 구성원과 일반 대중들의 창의성 함양을 위한 친절한 동반자입니다.</span></div><div style='text-align: center;' align='center'><span style='font-size: 14pt;'>서울대학교미술관은 한국 현대미술의 중요한 궤적과 의미 있는 움직임을 깊게 조망하고 추동합니다.</span></div><div style='text-align: center;' align='center'><span style='font-size: 14pt;'>서울대학교미술관은 예술의 가치와 역할, 그리고 가능성을 진작시키는 열린 교류의 장입니다.</span></div><div style='text-align: center;' align='center'><span style='font-size: 12px;'><br></span></div><div style='text-align: center;' align='center'><span style='font-size: 14pt;'>이를 위해 서울대학교미술관은 동시대 한국미술에 대한 깊이 있는 학술적 연구를 토대로, 새로운 관점을 참신한 방식으로 제시하고자 합니다.&nbsp;</span></div><div style='text-align: center;' align='center'><span style='font-size: 14pt;'>항상 능동적이며 비판적인 시선으로 시대를 바라볼 것입니다. 아울러 우리 미술에 대해 늘 반성과 질문을 제기할 것입니다. 활 기차고 역동적인&nbsp;</span></div><div style='text-align: center;' align='center'><span style='font-size: 14pt;'>프로그램을 개발하고 기획하여 시각예술은 물론, 문화전반에 대한 영향 력을 개진해나갈 것입니다.</span></div>",유료,,,,,,,,,,,,,,
748,공연장,신촌문화발전소,서울특별시 서대문구 연세로2나길 57,37.55796298,126.9397551,02-330-4393,,https://www.scas.or.kr/kr/index.php,,,월요일,,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000101304&thumb=Y,,"<div style='text-align: center;' align='center'><span style='font-size: 14pt;'><b>열정이 솟아나는 청년 문화예술인의 아지트!</b></span></div><div style='text-align: center;' align='center'><span style='font-size: 14pt;'><br></span></div><div style='text-align: center;' align='center'><span style='font-size: 14pt;'>신촌문화발전소는 청년 문화예술인의 활동을 지원하고 함께 성장하는 문화 커뮤니티 공간입니다. 소극장과 스튜디오 창, 카페 바람 등 예술인, 작가들이 모여 열정을 키우는</span></div><div style='text-align: center;' align='center'><span style='font-size: 14pt;'>&nbsp;베이스 캠프이며, 문화예술을 사랑하는 청년들이 꿈과 열정을 펼칠 수 있는 아지트입니다.</span></div><div style='text-align: center;' align='center'><span style='font-size: 12px;'><br></span></div><div style='text-align: center;' align='center'><span style='font-size: 14pt;'><b>새로 시작하는 청춘, 다시 시작하는 신촌!</b></span></div><div style='text-align: center;' align='center'><span style='font-size: 14pt;'><br></span></div><div style='text-align: center;' align='center'><span style='font-size: 14pt;'>신촌문화발전소는 청년 문화예술인이 차세대 예술가로 성장할 수 있도록 함께 걷고 호흡합니다. 신촌지역의 특성을 살린 젊고 창의적인 문화예술 실험공간으로 ‘기획-창작-</span></div><div style='text-align: center;' align='center'><span style='font-size: 14pt;'>발표’ 플랫폼으로 문화예술인들의 창작 활동을 지원합니다. 신촌문화발전소는 청년예술가들이 마음껏 꿈을 펼치고 쉴 수 있는 공간이자 다시 새롭게 신촌의 문화 인프라를&nbsp;</span></div><div style='text-align: center;' align='center'><span style='font-size: 14pt;'>만들어 갑니다.</span></div>",무료,,,,,,,,,,,,,,
749,도서관,소나무언덕1호작은도서관,서울특별시 송파구 올림픽로47길 9,37.52741656,127.1180405,02-475-0266,02-475-0265,https://www.splib.or.kr/sp1lib/index.do,,0,"매주 월요일, 법정공휴일",,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=33144ec26b81443cba09aa7966bdff66&thumb=Y,,"<div style='text-align: center;' align='center'><span style='font-size: 14pt;'>책 읽는 송파, 소나무언덕1호 작은도서관입니다.&nbsp;</span></div><div style='text-align: center;' align='center'><span style='font-size: 14pt;'>송파구 풍납2동에 위치한 도서관으로 늘 주민 여러분의 곁에서 행복을 나누고 소통하는 문화공간입니다.&nbsp;</span></div><div style='text-align: center;' align='center'><span style='font-size: 14pt;'>도서관을 더 즐겁게 찾을 수 있도록 다양하고 유익한 프로그램을 진행하고 있으며, 유아부터 성인까지 누구나&nbsp;</span></div><div style='text-align: center;' align='center'><span style='font-size: 14pt;'>편하게 방문하여 책 안에서 위안을 얻고 지혜를 쌓으며 일상에 지친 몸과 마음을 쉬게 할 수 있는 공간이 되고자 합니다.&nbsp;</span></div><div style='text-align: center;' align='center'><span style='font-size: 12px;'><br></span></div><div style='text-align: center;' align='center'><span style='font-size: 14pt;'>언제나 다시 찾고 싶은 도서관이 될 수 있도록 마음을 다하여 서비스 하겠습니다.&nbsp;</span></div><div style='text-align: center;' align='center'><span style='font-size: 14pt;'>더 많은 분들이 도서관을 통해 꿈과 희망을 키우고 성장할 수 있기를 바라며 앞으로도 지속적인 관심과 이용 부탁드립니다.&nbsp;</span></div><div style='text-align: center;' align='center'><span style='font-size: 14pt;'>감사합니다.</span></div>",무료,,,,,,,,,,,,,,
750,문화예술회관,공간 630,서울특별시 마포구 양화로6길 50,37.54866105,126.91699,카카오톡 플러스 친구 공간 630,,https://blog.naver.com/superlcheshire/221454841977,,,"매주 월요일, 화요일",,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=1a4524ccb7774ad7a26522fc78a6fc51&thumb=Y,,<div style='text-align: center; ' align='center'><span style='font-size: 14pt;'>공간 630은 그림을 그리고 싶은 모든 분들을 위한 작업실입니다.</span><br></div><div style='text-align: center;' align='center'><span style='font-size: 14pt;'>취미를 위한 그림뿐만 아니라 나만의 포트폴리오를 제작할 수 있습니다.</span></div><div style='text-align: center;' align='center'><span style='font-size: 14pt;'>시각 예술을 사랑하는 많은 분들에게 유의미한 공간이 되기를 바랍니다.</span></div><div><br></div>,무료,,,,,,,,,,,,,,
751,기타,앤스 갤러리 카페(Ns Cafe),서울특별시 서초구 방배선행길 12,37.47352526,126.9838121,02-6228-5100,,https://www.instagram.com/nscafe_official/,,0,없음,,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=7d0d8b79ac674046ae8fb5bfd0e55cd7&thumb=Y,,"<span style='font-size: 14pt;'>안녕하세요. 앤스 갤러리 카페입니다.  사당역 3번 출구 도보 5분 거리에 위치하며, 브런치와 미술 작품을 함께 즐길 수 있는 공간입니다. 현재, 예술가들과 소통하며 다양한 방식으로 협업을 준비 중에 있으며,  누구나 예술을 즐길 수 있는 공간, 예술을 사랑하는 공간이 될 수 있도록 장애인 작가 및 신인 작가를 발굴하고 지원하고 있습니다.  많은 관심 부탁드립니다. 감사합니다.</span> ",무료,,,,,,,,,,,,,,
752,박물관/기념관,삼성출판박물관,서울특별시 종로구 비봉길 2-2,37.60869773,126.9570761,02-394-6544,,http://ssmop.org/,월~금 10:00~17:00,일반 3000원 학생 2000원,"토, 일요일공휴일 휴관",,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=b80280e581c24947ac9b54b982c5ab8b&thumb=Y,,"<span style='font-size: 12pt;'>우리나라의 옛 전적 활자, 인쇄기기, 문방사우 등의 출판관련 자료들이 소장되어 있어 우리나라 출판인쇄문화 1천3백년의 흐름을 한눈에 볼 수 있다. 전시장은 상설전시장과 특별전시장으로 나누어 상설전시장에는 활자문화의 발달사를 쉽게 알 수 있도록 연도별로 전시했다. 훈민정음 언해본, 금속활자본 남명천화상송증도기 등의 유물들이 있다</span>",유료,,,,,,,,,,,,,,
753,공연장,유니버설아트센터,서울특별시 광진구 천호대로 664,37.5509798,127.0870952,0507-1318-1740,,http://www.uac.co.kr/main.asp,,,정보없음,,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100103&thumb=Y,,"<div style='text-align: center;' align='center'><span style='font-size: 14pt;'>1962년 5월 5일 창설, 초등학생과 중학생으로 구성된 어린이 민속예술단인 리틀엔젤스는「노래하고 춤추는 천사」, 「친선과 우정의 작은 대사」로서&nbsp;</span></div><div style='text-align: center;' align='center'><span style='font-size: 14pt;'>우리의 문화와 예술을 세계에 널리 알리고 있다.&nbsp;</span></div><div style='text-align: center;' align='center'><span style='font-size: 12px;'><br></span></div><div style='text-align: center;' align='center'><span style='font-size: 14pt;'>예술단원들이 마음놓고 그 아름다움을 펼수 있도록 1981년 11월에 만들어진 오페라하우스풍의 공연장인 리틀엔젤스회관은 전통문화를 꽃피우고&nbsp;</span></div><div style='text-align: center;' align='center'><span style='font-size: 14pt;'>동서문화교류를 교류하는 꿈과 희망의 장소로 손꼽힌다.</span></div>",유료,,,,,,,,,,,,,,
760,도서관,송파어린이영어도서관,서울시 송파구 오금로1 (신천동) 신천빗물펌프장 4~5층,37.52238974,127.1021278,02-415-3567,02-415-3569,https://www.splib.or.kr/spelib,,0,"매주 월요일, 법정공휴일",,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=7b9a837683574b348c1ff3b2b4d3f029&thumb=Y,,"<div style='text-align: center;' align='center'><span style='font-size: 14pt;'>송파어린이영어도서관은 송파구의 ‘영어특화전문도서관’으로,&nbsp;</span></div><div style='text-align: center;' align='center'><span style='font-size: 14pt;'>주제별, 수준별로 분류된 양질의 영어자료를 통해 어린이들이&nbsp;</span></div><div style='text-align: center;' align='center'><span style='font-size: 14pt;'>영어책과&nbsp;</span><span style='font-size: 14pt;'>가까워질 수 있는</span><span style='font-size: 14pt;'>‘세계를 품은 글로벌 도서관’입니다.</span></div>",무료,,,,,,,,,,,,,,
